country,sex,year,total_employment_000
cze,f,1993,2138.0
cze,mf,1994,4927.0
cze,m,1994,2759.0
cze,f,1994,2168.0
cze,mf,1995,4963.0
cze,m,1995,2785.0
cze,f,1995,2178.0
cze,mf,1996,4972.0
cze,m,1996,2803.0
cze,f,1996,2169.0
cze,mf,1997,4905.47021484375
cze,m,1997,2749.60205078125
cze,f,1997,2155.867919921875
cze,mf,1998,4833.90380859375
cze,m,1998,2720.762939453125
cze,f,1998,2113.14111328125
cze,mf,1999,4652.39990234375
cze,m,1999,2607.0
cze,f,1999,2045.4000244140625
cze,mf,2000,4617.2998046875
cze,m,2000,2585.300048828125
cze,f,2000,2032.0
cze,mf,2001,4626.0
cze,m,2001,2591.199951171875
cze,f,2001,2034.800048828125
cze,mf,2002,4677.2998046875
cze,m,2002,2629.5
cze,f,2002,2047.800048828125
cze,mf,2003,4649.2998046875
cze,m,2003,2614.800048828125
cze,f,2003,2034.5
cze,mf,2004,4629.39990234375
cze,m,2004,2602.800048828125
cze,f,2004,2026.5999755859375
cze,mf,2005,4710.0
cze,m,2005,2671.10009765625
cze,f,2005,2038.9000244140625
cze,mf,2006,4769.39990234375
cze,m,2006,2704.39990234375
cze,f,2006,2065.0
cze,mf,2007,4855.89990234375
cze,m,2007,2764.39990234375
cze,f,2007,2091.5
cze,mf,2008,4933.5
cze,m,2008,2819.89990234375
cze,f,2008,2113.699951171875
cze,mf,2009,4857.2001953125
cze,m,2009,2776.699951171875
cze,f,2009,2080.60009765625
cze,mf,2010,4809.60009765625
cze,m,2010,2752.5
cze,f,2010,2057.10009765625
cze,mf,2011,4796.39990234375
cze,m,2011,2732.800048828125
cze,f,2011,2063.5
cze,mf,2012,4810.2998046875
cze,m,2012,2731.699951171875
cze,f,2012,2078.60009765625
cze,mf,2013,4845.89990234375
cze,m,2013,2742.10009765625
cze,f,2013,2103.800048828125
cze,mf,2014,4883.5
cze,m,2014,2763.5
cze,f,2014,2119.89990234375
dnk,mf,1981,2368.699951171875
dnk,m,1981,1307.800048828125
dnk,f,1981,1060.9000244140625
dnk,mf,1983,2389.300048828125
dnk,m,1983,1302.0
dnk,f,1983,1087.300048828125
dnk,mf,1984,2488.39990234375
dnk,m,1984,1369.0
dnk,f,1984,1119.4000244140625
dnk,mf,1985,2553.39990234375
dnk,m,1985,1410.300048828125
dnk,f,1985,1143.199951171875
dnk,mf,1986,2662.5
dnk,m,1986,1464.300048828125
dnk,f,1986,1198.199951171875
dnk,mf,1987,2678.699951171875
dnk,m,1987,1457.199951171875
dnk,f,1987,1221.5999755859375
dnk,mf,1988,2694.89990234375
dnk,m,1988,1473.699951171875
dnk,f,1988,1221.0999755859375
dnk,mf,1989,2645.300048828125
dnk,m,1989,1446.9000244140625
dnk,f,1989,1198.5
dnk,mf,1990,2670.0
dnk,m,1990,1448.300048828125
dnk,f,1990,1221.699951171875
dnk,mf,1991,2647.199951171875
dnk,m,1991,1429.5999755859375
dnk,f,1991,1217.5999755859375
dnk,mf,1992,2636.587890625
dnk,m,1992,1414.251953125
dnk,f,1992,1222.3360595703125
dnk,mf,1993,2566.867919921875
dnk,m,1993,1368.5069580078125
dnk,f,1993,1198.3599853515625
dnk,mf,1994,2537.027099609375
dnk,m,1994,1376.0770263671875
dnk,f,1994,1160.948974609375
dnk,mf,1995,2600.718017578125
dnk,m,1995,1439.5789794921875
dnk,f,1995,1161.1390380859375
dnk,mf,1996,2622.5419921875
dnk,m,1996,1443.5240478515625
dnk,f,1996,1179.0179443359375
dnk,mf,1997,2675.06396484375
dnk,m,1997,1460.0760498046875
dnk,f,1997,1214.987060546875
dnk,mf,1998,2678.883056640625
dnk,m,1998,1448.758056640625
dnk,f,1998,1230.1240234375
dnk,mf,1999,2692.300048828125
dnk,m,1999,1450.699951171875
dnk,f,1999,1241.699951171875
dnk,mf,2000,2696.0
dnk,m,2000,1437.800048828125
dnk,f,2000,1258.199951171875
dnk,mf,2001,2679.800048828125
dnk,m,2001,1435.0
dnk,f,2001,1244.800048828125
dnk,mf,2002,2699.5
dnk,m,2002,1428.9000244140625
dnk,f,2002,1270.5999755859375
dnk,mf,2003,2665.199951171875
dnk,m,2003,1428.800048828125
dnk,f,2003,1236.300048828125
dnk,mf,2004,2705.300048828125
dnk,m,2004,1439.199951171875
dnk,f,2004,1266.0
dnk,mf,2005,2706.300048828125
dnk,m,2005,1436.300048828125
dnk,f,2005,1270.0
dnk,mf,2006,2761.699951171875
dnk,m,2006,1464.300048828125
dnk,f,2006,1297.300048828125
dnk,mf,2007,2758.699951171875
dnk,m,2007,1460.0
dnk,f,2007,1298.699951171875
dnk,mf,2008,2806.699951171875
dnk,m,2008,1484.0
dnk,f,2008,1322.699951171875
dnk,mf,2009,2724.10009765625
dnk,m,2009,1421.0999755859375
dnk,f,2009,1303.0
dnk,mf,2010,2654.0
dnk,m,2010,1378.0999755859375
dnk,f,2010,1275.9000244140625
dnk,mf,2011,2643.10009765625
dnk,m,2011,1380.699951171875
dnk,f,2011,1262.300048828125
dnk,mf,2012,2621.300048828125
dnk,m,2012,1367.5
dnk,f,2012,1253.800048828125
dnk,mf,2013,2622.10009765625
dnk,m,2013,1365.300048828125
dnk,f,2013,1256.9000244140625
dnk,mf,2014,2640.10009765625
dnk,m,2014,1384.199951171875
dnk,f,2014,1255.800048828125
dma,mf,1989,28.100000381469727
dma,m,1989,16.899999618530273
dma,f,1989,11.0
dma,mf,1991,23.81999969482422
dma,m,1991,15.579999923706055
dma,f,1991,8.25
dma,mf,1997,25.690000534057617
dma,m,1997,14.5600004196167
dma,f,1997,11.130000114440918
dma,mf,1999,28.020000457763672
dma,m,1999,17.059999465942383
dma,f,1999,10.960000038146973
dma,mf,2001,24.809999465942383
dma,m,2001,15.0
dma,f,2001,9.8100004196167
dom,mf,1991,2251.699951171875
dom,m,1991,1607.9000244140625
dom,f,1991,643.7999877929688
dom,mf,1992,2406.39990234375
dom,m,1992,1682.0999755859375
dom,f,1992,724.2000122070312
dom,mf,1993,2416.60009765625
dom,m,1993,1701.0
dom,f,1993,715.5999755859375
dom,mf,1994,2400.60009765625
dom,m,1994,1664.0
dom,f,1994,736.5999755859375
dom,mf,1995,2400.699951171875
dom,m,1995,1655.699951171875
dom,f,1995,745.0
dom,mf,1996,2523.800048828125
dom,m,1996,1788.699951171875
dom,f,1996,735.0999755859375
dom,mf,1997,2652.0
dom,m,1997,1891.4000244140625
dom,f,1997,760.5999755859375
dom,mf,1998,2889.0
dom,m,1998,1977.800048828125
dom,f,1998,911.2000122070312
dom,mf,1999,2979.5
dom,m,1999,2069.89990234375
dom,f,1999,909.5999755859375
dom,mf,2000,3041.10009765625
dom,m,2000,2027.9000244140625
dom,f,2000,1013.2000122070312
dom,mf,2001,3001.699951171875
dom,m,2001,2010.699951171875
dom,f,2001,991.0999755859375
dom,mf,2002,3105.5
dom,m,2002,2055.199951171875
dom,f,2002,1050.300048828125
dom,mf,2003,3093.0400390625
dom,m,2003,2053.1279296875
dom,f,2003,1039.916015625
dom,mf,2004,3217.510009765625
dom,m,2004,2150.8720703125
dom,f,2004,1066.637939453125
dom,mf,2005,3276.375
dom,m,2005,2173.35400390625
dom,f,2005,1103.0240478515625
dom,mf,2006,3414.20703125
dom,m,2006,2243.1630859375
dom,f,2006,1171.0439453125
dom,mf,2007,3548.302001953125
dom,m,2007,2334.64892578125
dom,f,2007,1213.6519775390625
dom,mf,2008,3414.20703125
dom,m,2008,2243.1630859375
dom,f,2008,1171.0439453125
dom,mf,2009,3548.302001953125
dom,m,2009,2334.64892578125
dom,f,2009,1213.6519775390625
dom,mf,2010,4567.27001953125
dom,m,2010,2637.427978515625
dom,f,2010,1929.842041015625
dom,mf,2011,3912.405029296875
dom,m,2011,2501.572998046875
dom,f,2011,1410.83203125
dom,mf,2012,3990.748046875
dom,m,2012,2535.8291015625
dom,f,2012,1454.9189453125
dom,mf,2013,4018.419921875
dom,m,2013,2569.511962890625
dom,f,2013,1448.907958984375
dom,mf,2014,4199.884765625
dom,m,2014,2676.35693359375
dom,f,2014,1523.5279541015625
ecu,mf,1988,2067.39990234375
ecu,mf,1989,2192.320068359375
ecu,mf,1990,2330.510009765625
ecu,m,1990,1499.9200439453125
ecu,f,1990,830.6400146484375
ecu,mf,1991,2562.429931640625
ecu,m,1991,1606.0699462890625
ecu,f,1991,955.3599853515625
ecu,mf,1992,2693.340087890625
ecu,m,1992,1652.739990234375
ecu,f,1992,1040.6099853515625
ecu,mf,1993,2650.820068359375
ecu,m,1993,1636.4300537109375
ecu,f,1993,1014.3900146484375
ecu,mf,1994,2697.5
ecu,m,1994,1665.239990234375
ecu,f,1994,1032.260009765625
ecu,mf,1995,2891.64990234375
ecu,m,1995,1774.3199462890625
ecu,f,1995,1117.239990234375
ecu,mf,1996,2888.89990234375
ecu,m,1996,1794.530029296875
ecu,f,1996,1094.3699951171875
ecu,mf,1997,3062.18994140625
ecu,m,1997,1909.6099853515625
ecu,f,1997,1152.5699462890625
ecu,mf,1998,3151.199951171875
ecu,m,1998,1920.7900390625
ecu,f,1998,1230.4100341796875
ecu,mf,1999,3157.14990234375
ecu,m,1999,1931.927001953125
ecu,f,1999,1225.219970703125
ecu,mf,2000,5281.3798828125
ecu,m,2000,3373.425048828125
ecu,f,2000,1907.9520263671875
ecu,mf,2001,6007.2861328125
ecu,m,2001,3640.549072265625
ecu,f,2001,2366.737060546875
ecu,mf,2003,5503.87109375
ecu,m,2003,3414.60400390625
ecu,f,2003,2089.263916015625
ecu,mf,2004,6109.69384765625
ecu,m,2004,3643.89599609375
ecu,f,2004,2465.794921875
ecu,mf,2005,6051.93603515625
ecu,m,2005,3687.048095703125
ecu,f,2005,2364.887939453125
ecu,mf,2006,6342.8427734375
ecu,m,2006,3850.26611328125
ecu,f,2006,2492.575927734375
ecu,mf,2007,6220.69921875
ecu,m,2007,3754.43798828125
ecu,f,2007,2466.260986328125
ecu,mf,2008,6150.5322265625
ecu,m,2008,3725.18408203125
ecu,f,2008,2425.35205078125
ecu,mf,2009,6150.5322265625
ecu,m,2009,3725.18408203125
ecu,f,2009,2425.35205078125
ecu,mf,2010,6208.76220703125
ecu,m,2010,3796.9970703125
ecu,f,2010,2411.764892578125
ecu,mf,2011,6368.44189453125
ecu,m,2011,3883.528076171875
ecu,f,2011,2484.9140625
ecu,mf,2012,6498.5810546875
ecu,m,2012,3932.1201171875
ecu,f,2012,2566.4609375
ecu,mf,2013,6736.208984375
ecu,m,2013,4117.13818359375
ecu,f,2013,2619.071044921875
egy,mf,1980,9799.099609375
egy,m,1980,9106.2998046875
egy,f,1980,692.7999877929688
egy,mf,1981,9945.7001953125
egy,m,1981,9168.7001953125
egy,f,1981,777.0
egy,mf,1982,10114.599609375
egy,m,1982,9318.400390625
egy,f,1982,796.2000122070312
egy,mf,1983,11526.0
egy,m,1983,9581.400390625
egy,f,1983,1944.5999755859375
egy,mf,1984,11818.599609375
egy,m,1984,9732.900390625
egy,f,1984,2085.699951171875
egy,mf,1989,14925.7001953125
egy,m,1989,10808.0
egy,f,1989,4117.7001953125
egy,mf,1990,14361.400390625
egy,m,1990,10951.2001953125
egy,f,1990,3410.199951171875
egy,mf,1991,13826.7998046875
egy,m,1991,10971.7001953125
egy,f,1991,2855.10009765625
egy,mf,1992,14398.7998046875
egy,m,1992,11232.099609375
egy,f,1992,3166.800048828125
egy,mf,1993,14703.400390625
egy,m,1993,11762.7998046875
egy,f,1993,2940.60009765625
egy,mf,1994,15241.400390625
egy,m,1994,12144.0
egy,f,1994,3097.39990234375
egy,mf,1995,15344.2001953125
egy,m,1995,12395.7998046875
egy,f,1995,2948.39990234375
egy,mf,1996,15768.2197265625
egy,m,1996,13666.91015625
egy,f,1996,2101.302001953125
egy,mf,1997,15830.0
egy,m,1997,12813.0
egy,f,1997,3017.0
egy,mf,1998,16183.0
egy,m,1998,13187.0
egy,f,1998,2996.0
egy,mf,1999,16750.19921875
egy,m,1999,13611.0
egy,f,1999,3139.199951171875
egy,mf,2000,17203.30078125
egy,m,2000,13958.5
egy,f,2000,3244.800048828125
egy,mf,2001,17556.69921875
egy,m,2001,14361.099609375
egy,f,2001,3195.60009765625
egy,mf,2002,17856.19921875
egy,m,2002,14550.7001953125
egy,f,2002,3305.5
egy,mf,2003,18118.599609375
egy,m,2003,14651.7001953125
egy,f,2003,3466.89990234375
egy,mf,2004,18717.400390625
egy,m,2004,14936.400390625
egy,f,2004,3781.0
egy,mf,2005,19341.69921875
egy,m,2005,15592.7001953125
egy,f,2005,3749.0
egy,mf,2006,20443.599609375
egy,m,2006,16559.400390625
egy,f,2006,3884.199951171875
egy,mf,2007,21723.80078125
egy,m,2007,17089.5
egy,f,2007,4634.2998046875
egy,mf,2008,22507.0
egy,m,2008,18041.0
egy,f,2008,4466.0
egy,mf,2009,22975.30078125
egy,m,2009,18397.0
egy,f,2009,4578.2998046875
egy,mf,2010,23829.19921875
egy,m,2010,19153.30078125
egy,f,2010,4675.89990234375
egy,mf,2011,23345.810546875
egy,m,2011,18718.689453125
egy,f,2011,4627.125
egy,mf,2012,23595.6796875
egy,m,2012,18931.880859375
egy,f,2012,4663.80322265625
egy,mf,2013,23973.599609375
egy,m,2013,19082.349609375
egy,f,2013,4891.2490234375
slv,mf,1980,1387.0
slv,m,1980,926.7999877929688
slv,f,1980,460.29998779296875
slv,mf,1985,1373.199951171875
slv,m,1985,900.7000122070312
slv,f,1985,472.5
slv,mf,1986,299.29998779296875
slv,m,1986,179.10000610351562
slv,f,1986,120.19999694824219
slv,mf,1988,716.5
slv,m,1988,413.6000061035156
slv,f,1988,302.8999938964844
slv,mf,1989,790.0999755859375
slv,m,1989,437.79998779296875
slv,f,1989,352.29998779296875
slv,mf,1990,884.9000244140625
slv,m,1990,488.20001220703125
slv,f,1990,396.70001220703125
slv,mf,1991,890.2999877929688
slv,m,1991,484.79998779296875
slv,f,1991,405.5
slv,mf,1992,1781.5999755859375
slv,m,1992,1134.4000244140625
slv,f,1992,647.2000122070312
slv,mf,1994,1951.0
slv,m,1994,1200.199951171875
slv,f,1994,750.7999877929688
slv,mf,1995,1973.0
slv,m,1995,1226.9000244140625
slv,f,1995,746.0999755859375
slv,mf,1996,2056.39990234375
slv,m,1996,1285.0999755859375
slv,f,1996,771.4000244140625
slv,mf,1997,2076.0
slv,m,1997,1292.0999755859375
slv,f,1997,783.9000244140625
slv,mf,1998,2227.5
slv,m,1998,1345.800048828125
slv,f,1998,881.7000122070312
slv,mf,1999,2215.383056640625
slv,mf,2000,2322.697021484375
slv,m,2000,1374.3900146484375
slv,f,2000,948.3070068359375
slv,mf,2001,2451.31689453125
slv,m,2001,1459.14501953125
slv,f,2001,992.1719970703125
slv,mf,2002,2412.784912109375
slv,m,2002,1404.4200439453125
slv,f,2002,1008.364990234375
slv,mf,2003,2520.06005859375
slv,m,2003,1467.614013671875
slv,f,2003,1052.446044921875
slv,mf,2004,2526.363037109375
slv,m,2004,1493.987060546875
slv,f,2004,1032.3759765625
slv,mf,2005,2591.075927734375
slv,m,2005,1509.843994140625
slv,f,2005,1081.2320556640625
slv,mf,2006,2685.862060546875
slv,m,2006,1542.302001953125
slv,f,2006,1143.56005859375
slv,mf,2007,2173.962890625
slv,m,2007,1244.5250244140625
slv,f,2007,929.43798828125
slv,mf,2008,2349.050048828125
slv,m,2008,1356.8179931640625
slv,f,2008,992.2319946289062
slv,mf,2009,2364.5791015625
slv,m,2009,1360.5179443359375
slv,f,2009,1004.0609741210938
slv,mf,2010,2398.47802734375
slv,m,2010,1386.781982421875
slv,f,2010,1011.6959838867188
slv,mf,2011,2466.375
slv,m,2011,1440.697021484375
slv,f,2011,1025.677978515625
slv,mf,2012,2559.31494140625
slv,m,2012,1490.791015625
slv,f,2012,1068.5240478515625
slv,mf,2013,2629.507080078125
slv,m,2013,1511.1280517578125
slv,f,2013,1118.3790283203125
gnq,mf,1983,77.80000305175781
gnq,m,1983,47.900001525878906
gnq,f,1983,29.799999237060547
est,mf,1989,837.9000244140625
est,m,1989,426.70001220703125
est,f,1989,411.29998779296875
est,mf,1990,826.4000244140625
est,m,1990,426.70001220703125
est,f,1990,399.70001220703125
est,mf,1991,806.5999755859375
est,m,1991,420.5
est,f,1991,386.1000061035156
est,mf,1992,761.4000244140625
est,m,1992,401.20001220703125
est,f,1992,360.1000061035156
est,mf,1993,698.5
est,m,1993,367.1000061035156
est,f,1993,331.79998779296875
est,mf,1994,675.4000244140625
est,m,1994,355.1000061035156
est,f,1994,320.29998779296875
est,mf,1995,633.4000244140625
est,m,1995,327.6000061035156
est,f,1995,305.79998779296875
est,mf,1996,619.2999877929688
est,m,1996,318.29998779296875
est,f,1996,301.0
est,mf,1997,603.2750244140625
est,m,1997,307.4580078125
est,f,1997,295.8169860839844
est,mf,1998,608.6699829101562
est,m,1998,311.1499938964844
est,f,1998,297.5199890136719
est,mf,1999,563.9000244140625
est,m,1999,285.6000061035156
est,f,1999,278.3999938964844
est,mf,2000,572.5
est,m,2000,291.1000061035156
est,f,2000,281.3999938964844
est,mf,2001,577.7000122070312
est,m,2001,293.8999938964844
est,f,2001,283.79998779296875
est,mf,2002,585.5
est,m,2002,297.5
est,f,2002,288.1000061035156
est,mf,2003,594.2999877929688
est,m,2003,302.5
est,f,2003,291.79998779296875
est,mf,2004,595.5
est,m,2004,299.1000061035156
est,f,2004,296.3999938964844
est,mf,2005,607.4000244140625
est,m,2005,300.5
est,f,2005,306.8999938964844
est,mf,2006,646.2999877929688
est,m,2006,322.8999938964844
est,f,2006,323.29998779296875
est,mf,2007,655.2999877929688
est,m,2007,330.0
est,f,2007,325.3999938964844
est,mf,2008,632.2000122070312
est,m,2008,323.29998779296875
est,f,2008,308.8999938964844
est,mf,2009,573.5
est,m,2009,281.6000061035156
est,f,2009,291.8999938964844
est,mf,2010,548.2000122070312
est,m,2010,269.29998779296875
est,f,2010,278.8999938964844
est,mf,2011,581.5
est,m,2011,294.79998779296875
est,f,2011,286.70001220703125
est,mf,2012,591.0
est,m,2012,299.70001220703125
est,f,2012,291.29998779296875
est,mf,2013,596.5999755859375
est,m,2013,304.70001220703125
est,f,2013,291.8999938964844
est,mf,2014,599.5
est,m,2014,308.79998779296875
est,f,2014,290.79998779296875
eth,mf,1994,25883.189453125
eth,mf,2004,2854.300048828125
eth,m,2004,1625.5999755859375
eth,f,2004,1228.800048828125
eth,mf,2005,31795.900390625
eth,m,2005,17084.0
eth,f,2005,14711.900390625
eth,mf,2006,3836.800048828125
eth,m,2006,1913.199951171875
eth,f,2006,1923.5999755859375
eth,mf,2011,5139.80810546875
eth,m,2011,2928.928955078125
eth,f,2011,2210.87890625
eth,mf,2012,5726.1162109375
eth,m,2012,3202.0419921875
eth,f,2012,2524.073974609375
eth,mf,2013,42403.87890625
eth,m,2013,22886.650390625
eth,f,2013,19517.23046875
fro,mf,2005,27.0
fro,m,2005,15.0
fro,f,2005,12.0
fji,mf,1990,92.10700225830078
fji,m,1990,56.034000396728516
fji,f,1990,36.073001861572266
fji,mf,1993,102.04100036621094
fji,m,1993,70.91500091552734
fji,f,1993,31.125999450683594
fji,mf,1996,110.08100128173828
fji,m,1996,75.74199676513672
fji,f,1996,34.3390007019043
fji,mf,1997,112.93199920654297
fji,m,1997,76.51300048828125
fji,f,1997,36.41899871826172
fji,mf,1998,112.51899719238281
fji,m,1998,74.77100372314453
fji,f,1998,37.74800109863281
fji,mf,1999,111.13300323486328
fji,m,1999,72.71399688720703
fji,f,1999,38.41899871826172
fji,mf,2000,115.80599975585938
fji,m,2000,77.67400360107422
fji,f,2000,38.13199996948242
fji,mf,2003,119.89099884033203
fji,m,2003,78.9749984741211
fji,f,2003,40.91600036621094
fji,mf,2004,120.26599884033203
fji,m,2004,80.52999877929688
fji,f,2004,41.4370002746582
fji,mf,2005,125.2030029296875
fji,m,2005,85.46700286865234
fji,f,2005,39.736000061035156
fji,mf,2006,134.85400390625
fji,m,2006,88.36599731445312
fji,f,2006,46.487998962402344
fji,mf,2007,116.63500213623047
fji,m,2007,77.23899841308594
fji,f,2007,39.395999908447266
fin,mf,1980,2359.0
fin,m,1980,1271.0
fin,f,1980,1088.0
fin,mf,1981,2385.0
fin,m,1981,1276.0
fin,f,1981,1109.0
fin,mf,1982,2407.0
fin,m,1982,1278.0
fin,f,1982,1129.0
fin,mf,1983,2419.0
fin,m,1983,1278.0
fin,f,1983,1141.0
fin,mf,1984,2442.0
fin,m,1984,1290.0
fin,f,1984,1152.0
fin,mf,1985,2466.0
fin,m,1985,1294.0
fin,f,1985,1173.0
fin,mf,1986,2458.0
fin,m,1986,1290.0
fin,f,1986,1167.0
fin,mf,1987,2452.0
fin,m,1987,1289.0
fin,f,1987,1163.0
fin,mf,1988,2458.0
fin,m,1988,1292.0
fin,f,1988,1166.0
fin,mf,1989,2531.0
fin,m,1989,1335.0
fin,f,1989,1196.0
fin,mf,1990,2525.0
fin,m,1990,1329.0
fin,f,1990,1196.0
fin,mf,1991,2402.0
fin,m,1991,1251.0
fin,f,1991,1151.0
fin,mf,1992,2233.0
fin,m,1992,1157.0
fin,f,1992,1077.0
fin,mf,1993,2099.0
fin,m,1993,1091.0
fin,f,1993,1008.0
fin,mf,1994,2080.0
fin,m,1994,1085.0
fin,f,1994,996.0
fin,mf,1995,2015.697998046875
fin,m,1995,1039.614013671875
fin,f,1995,976.083984375
fin,mf,1996,2063.873046875
fin,m,1996,1077.3160400390625
fin,f,1996,986.5570068359375
fin,mf,1997,2120.212890625
fin,m,1997,1115.6280517578125
fin,f,1997,1004.5850219726562
fin,mf,1998,2178.8359375
fin,m,1998,1145.8360595703125
fin,f,1998,1033.0
fin,mf,1999,2318.0
fin,m,1999,1212.4000244140625
fin,f,1999,1105.699951171875
fin,mf,2000,2349.89990234375
fin,m,2000,1231.800048828125
fin,f,2000,1118.0999755859375
fin,mf,2001,2386.10009765625
fin,m,2001,1243.199951171875
fin,f,2001,1142.9000244140625
fin,mf,2002,2389.300048828125
fin,m,2002,1232.699951171875
fin,f,2002,1156.5999755859375
fin,mf,2003,2380.699951171875
fin,m,2003,1225.699951171875
fin,f,2003,1155.0
fin,mf,2004,2367.300048828125
fin,m,2004,1224.9000244140625
fin,f,2004,1142.4000244140625
fin,mf,2005,2377.60009765625
fin,m,2005,1227.800048828125
fin,f,2005,1149.800048828125
fin,mf,2006,2416.10009765625
fin,m,2006,1249.199951171875
fin,f,2006,1166.9000244140625
fin,mf,2007,2458.5
fin,m,2007,1267.5
fin,f,2007,1191.0999755859375
fin,mf,2008,2497.199951171875
fin,m,2008,1291.4000244140625
fin,f,2008,1205.800048828125
fin,mf,2009,2423.300048828125
fin,m,2009,1232.9000244140625
fin,f,2009,1190.5
fin,mf,2010,2410.10009765625
fin,m,2010,1234.199951171875
fin,f,2010,1176.0
fin,mf,2011,2428.5
fin,m,2011,1249.0999755859375
fin,f,2011,1179.300048828125
fin,mf,2012,2431.0
fin,m,2012,1244.199951171875
fin,f,2012,1186.800048828125
fin,mf,2013,2403.199951171875
fin,m,2013,1227.800048828125
fin,f,2013,1175.5
fin,mf,2014,2385.89990234375
fin,m,2014,1214.9000244140625
fin,f,2014,1171.0
fra,mf,1980,21747.30078125
fra,m,1980,13261.5
fra,f,1980,8485.7998046875
fra,mf,1981,21644.19921875
fra,m,1981,13106.5
fra,f,1981,8537.7998046875
fra,mf,1982,21710.400390625
fra,m,1982,13024.099609375
fra,f,1982,8686.2001953125
fra,mf,1983,21693.69921875
fra,m,1983,12898.7001953125
fra,f,1983,8795.0
fra,mf,1984,21509.0
fra,m,1984,12672.900390625
fra,f,1984,8836.099609375
fra,mf,1985,21450.400390625
fra,m,1985,12545.099609375
fra,f,1985,8905.400390625
fra,mf,1986,21550.599609375
fra,m,1986,12537.599609375
fra,f,1986,9012.900390625
fra,mf,1987,21631.30078125
fra,m,1987,12528.5
fra,f,1987,9102.7998046875
fra,mf,1988,21829.5
fra,m,1988,12603.400390625
fra,f,1988,9226.099609375
fra,mf,1989,22146.19921875
fra,m,1989,12764.7001953125
fra,f,1989,9381.599609375
fra,mf,1990,22396.400390625
fra,m,1990,12869.2001953125
fra,f,1990,9527.2001953125
fra,mf,1991,22442.0
fra,m,1991,12824.0
fra,f,1991,9618.0
fra,mf,1992,21947.490234375
fra,m,1992,12442.9296875
fra,f,1992,9504.5595703125
fra,mf,1993,21821.970703125
fra,m,1993,12222.3203125
fra,f,1993,9599.6552734375
fra,mf,1994,21580.41015625
fra,m,1994,12018.83984375
fra,f,1994,9561.5654296875
fra,mf,1995,21906.7109375
fra,m,1995,12177.2998046875
fra,f,1995,9729.4033203125
fra,mf,1996,22022.140625
fra,m,1996,12211.6904296875
fra,f,1996,9810.447265625
fra,mf,1997,21957.609375
fra,m,1997,12165.1103515625
fra,f,1997,9792.4912109375
fra,mf,1998,22248.23046875
fra,m,1998,12284.16015625
fra,f,1998,9964.068359375
fra,mf,1999,22414.19921875
fra,m,1999,12347.099609375
fra,f,1999,10067.099609375
fra,mf,2000,23028.900390625
fra,m,2000,12665.099609375
fra,f,2000,10363.7998046875
fra,mf,2001,23584.099609375
fra,m,2001,12986.7001953125
fra,f,2001,10597.400390625
fra,mf,2002,23784.30078125
fra,m,2002,13001.900390625
fra,f,2002,10782.400390625
fra,mf,2003,24513.400390625
fra,m,2003,13178.099609375
fra,f,2003,11335.2998046875
fra,mf,2004,24475.5
fra,m,2004,13191.2001953125
fra,f,2004,11284.2998046875
fra,mf,2005,24873.400390625
fra,m,2005,13293.7001953125
fra,f,2005,11579.7001953125
fra,mf,2006,25049.80078125
fra,m,2006,13336.400390625
fra,f,2006,11713.400390625
fra,mf,2007,25459.400390625
fra,m,2007,13467.900390625
fra,f,2007,11991.5
fra,mf,2008,25792.5
fra,m,2008,13611.7998046875
fra,f,2008,12180.7001953125
fra,mf,2009,25544.5
fra,m,2009,13405.7001953125
fra,f,2009,12138.7998046875
fra,mf,2010,25580.69921875
fra,m,2010,13426.7001953125
fra,f,2010,12153.900390625
fra,mf,2011,25564.0
fra,m,2011,13414.599609375
fra,f,2011,12149.400390625
fra,mf,2012,25563.69921875
fra,m,2012,13365.7998046875
fra,f,2012,12197.900390625
fra,mf,2013,25525.69921875
fra,m,2013,13284.599609375
fra,f,2013,12241.099609375
fra,mf,2014,26110.099609375
fra,m,2014,13514.599609375
fra,f,2014,12595.5
guf,mf,2009,57.0
guf,mf,2010,59.599998474121094
guf,mf,2011,57.5
guf,mf,2012,58.5
pyf,mf,1995,44.67599868774414
pyf,mf,1996,45.54600143432617
pyf,mf,1997,47.483001708984375
pyf,mf,1998,50.25899887084961
pyf,mf,1999,53.25899887084961
pyf,mf,2000,56.24700164794922
pyf,mf,2001,58.58599853515625
pyf,mf,2002,60.012001037597656
pyf,mf,2003,61.762001037597656
pyf,mf,2004,63.112998962402344
pyf,mf,2005,64.5510025024414
pyf,mf,2006,66.71399688720703
pyf,mf,2007,68.37100219726562
pyf,mf,2008,68.21199798583984
pyf,mf,2009,66.4280014038086
pyf,mf,2010,64.61799621582031
pyf,mf,2011,63.02299880981445
gab,mf,1993,308.3219909667969
gab,m,1993,168.2449951171875
gab,f,1993,140.07699584960938
gab,mf,2005,353.6659851074219
gab,m,2005,205.29400634765625
gab,f,2005,148.3719940185547
gmb,mf,1993,391.1000061035156
gmb,m,1993,201.60000610351562
gmb,f,1993,189.5
gmb,mf,2014,513.8469848632812
gmb,m,2014,283.8179931640625
gmb,f,2014,230.0279998779297
geo,mf,1998,1731.0999755859375
geo,m,1998,897.5
geo,f,1998,833.5999755859375
geo,mf,1999,1732.5999755859375
geo,m,1999,884.7999877929688
geo,f,1999,847.7999877929688
geo,mf,2000,1839.300048828125
geo,m,2000,946.9000244140625
geo,f,2000,892.4000244140625
