country,sex,year,total_employment_000
ken,mf,2005,12615.8798828125
ken,m,2005,6481.02978515625
ken,f,2005,6134.85205078125
kir,mf,2000,9.199999809265137
kir,m,2000,5.809999942779541
kir,f,2000,3.390000104904175
kir,mf,2005,13.133000373840332
kir,m,2005,8.059000015258789
kir,f,2005,5.038000106811523
kir,mf,2010,27.09600067138672
kir,m,2010,15.333000183105469
kir,f,2010,11.762999534606934
kor,mf,1980,13683.0
kor,m,1980,8462.0
kor,f,1980,5222.0
kor,mf,1981,14023.0
kor,m,1981,8679.0
kor,f,1981,5345.0
kor,mf,1982,14379.0
kor,m,1982,8757.0
kor,f,1982,5622.0
kor,mf,1983,14505.0
kor,m,1983,8819.0
kor,f,1983,5686.0
kor,mf,1984,14429.0
kor,m,1984,8894.0
kor,f,1984,5535.0
kor,mf,1985,14970.0
kor,m,1985,9137.0
kor,f,1985,5833.0
kor,mf,1986,15505.0
kor,m,1986,9339.0
kor,f,1986,6165.0
kor,mf,1987,16354.0
kor,m,1987,9740.0
kor,f,1987,6614.0
kor,mf,1988,16870.0
kor,m,1988,10099.0
kor,f,1988,6771.0
kor,mf,1989,17560.0
kor,m,1989,10409.0
kor,f,1989,7152.0
kor,mf,1990,18085.0
kor,m,1990,10709.0
kor,f,1990,7376.0
kor,mf,1991,18677.0
kor,m,1991,11116.0
kor,f,1991,7561.0
kor,mf,1992,19033.0
kor,m,1992,11363.0
kor,f,1992,7669.0
kor,mf,1993,19328.0
kor,m,1993,11554.0
kor,f,1993,7774.0
kor,mf,1994,19905.0
kor,m,1994,11863.0
kor,f,1994,8043.0
kor,mf,1995,20432.0
kor,m,1995,12176.0
kor,f,1995,8256.0
kor,mf,1996,20817.0
kor,m,1996,12345.0
kor,f,1996,8472.0
kor,mf,1997,21106.0
kor,m,1997,12420.0
kor,f,1997,8686.0
kor,mf,1998,19994.0
kor,m,1998,11910.0
kor,f,1998,8084.0
kor,mf,1999,20281.0
kor,m,1999,11978.0
kor,f,1999,8303.0
kor,mf,2000,21156.0
kor,m,2000,12387.0
kor,f,2000,8769.0
kor,mf,2001,21572.0
kor,m,2001,12581.0
kor,f,2001,8991.0
kor,mf,2002,22169.0
kor,m,2002,12944.0
kor,f,2002,9225.0
kor,mf,2003,22139.0
kor,m,2003,13031.0
kor,f,2003,9108.0
kor,mf,2004,22557.0
kor,m,2004,13193.0
kor,f,2004,9364.0
kor,mf,2005,22856.0
kor,m,2005,13330.0
kor,f,2005,9526.0
kor,mf,2006,23151.0
kor,m,2006,13444.0
kor,f,2006,9706.0
kor,mf,2007,23433.0
kor,m,2007,13607.0
kor,f,2007,9826.0
kor,mf,2008,23577.0
kor,m,2008,13703.0
kor,f,2008,9874.0
kor,mf,2009,23505.599609375
kor,m,2009,13734.0
kor,f,2009,9771.599609375
kor,mf,2010,23828.80078125
kor,m,2010,13915.0
kor,f,2010,9913.7998046875
kor,mf,2011,24244.19921875
kor,m,2011,14153.2001953125
kor,f,2011,10091.099609375
kor,mf,2012,24680.69921875
kor,m,2012,14387.0
kor,f,2012,10293.599609375
kor,mf,2013,25066.0
kor,m,2013,14573.0
kor,f,2013,10494.0
kos,mf,2012,304.70001220703125
kos,m,2012,241.39999389648438
kos,f,2012,63.29999923706055
kwt,mf,1983,491.87799072265625
kwt,m,1983,399.3039855957031
kwt,f,1983,92.5739974975586
kwt,mf,1988,718.8480224609375
kwt,m,1988,545.6400146484375
kwt,f,1988,173.20799255371094
kwt,mf,1995,747.5339965820312
kwt,mf,2003,1147.383056640625
kwt,mf,2005,1125.9000244140625
kwt,m,2005,842.4000244140625
kwt,f,2005,283.5
kwt,mf,2008,1284.0999755859375
kgz,mf,1986,1651.0999755859375
kgz,mf,1987,1702.699951171875
kgz,mf,1988,1716.0999755859375
kgz,mf,1989,1738.9000244140625
kgz,mf,1990,1747.9000244140625
kgz,mf,1991,1754.0999755859375
kgz,mf,1992,1835.9000244140625
kgz,mf,1993,1680.5999755859375
kgz,mf,1994,1645.4000244140625
kgz,mf,1995,1641.699951171875
kgz,mf,1996,1651.5
kgz,m,1996,897.0999755859375
kgz,f,1996,754.4000244140625
kgz,mf,1997,1689.300048828125
kgz,m,1997,907.9000244140625
kgz,f,1997,781.4000244140625
kgz,mf,1998,1704.9000244140625
kgz,m,1998,918.7000122070312
kgz,f,1998,786.2000122070312
kgz,mf,1999,1764.300048828125
kgz,m,1999,971.5999755859375
kgz,f,1999,792.7000122070312
kgz,mf,2000,1768.4000244140625
kgz,m,2000,983.7999877929688
kgz,f,2000,784.5999755859375
kgz,mf,2001,1787.0
kgz,m,2001,993.4000244140625
kgz,f,2001,793.5999755859375
kgz,mf,2002,1850.0999755859375
kgz,m,2002,1051.4000244140625
kgz,f,2002,798.7000122070312
kgz,mf,2003,1930.5
kgz,m,2003,1083.800048828125
kgz,f,2003,846.7000122070312
kgz,mf,2004,1991.199951171875
kgz,m,2004,1140.699951171875
kgz,f,2004,850.5
kgz,mf,2005,2077.10009765625
kgz,m,2005,1195.9000244140625
kgz,f,2005,881.2000122070312
kgz,mf,2006,2096.10009765625
kgz,m,2006,1214.4000244140625
kgz,f,2006,881.5999755859375
kgz,mf,2007,2152.699951171875
kgz,mf,2008,2184.300048828125
kgz,mf,2012,2286.39697265625
kgz,m,2012,1350.9840087890625
kgz,f,2012,935.4130249023438
kgz,mf,2013,2262.98388671875
kgz,m,2013,1362.2230224609375
kgz,f,2013,900.760986328125
lao,mf,1995,2164.51806640625
lao,m,1995,1044.0770263671875
lao,f,1995,1120.4410400390625
lao,mf,2010,3021.2119140625
lao,m,2010,1517.583984375
lao,f,2010,1503.6280517578125
lva,mf,1996,948.7000122070312
lva,m,1996,494.0
lva,f,1996,454.8999938964844
lva,mf,1997,990.2000122070312
lva,m,1997,508.29998779296875
lva,f,1997,482.0
lva,mf,1998,986.0789794921875
lva,m,1998,505.5329895019531
lva,f,1998,480.5459899902344
lva,mf,1999,941.9000244140625
lva,m,1999,492.29998779296875
lva,f,1999,449.6000061035156
lva,mf,2000,918.2000122070312
lva,m,2000,473.3999938964844
lva,f,2000,444.79998779296875
lva,mf,2001,910.4000244140625
lva,m,2001,457.1000061035156
lva,f,2001,453.3999938964844
lva,mf,2002,925.2999877929688
lva,m,2002,464.5
lva,f,2002,460.79998779296875
lva,mf,2003,930.9000244140625
lva,m,2003,470.1000061035156
lva,f,2003,460.8999938964844
lva,mf,2004,927.5
lva,m,2004,477.3999938964844
lva,f,2004,450.1000061035156
lva,mf,2005,942.4000244140625
lva,m,2005,480.0
lva,f,2005,462.3999938964844
lva,mf,2006,991.5999755859375
lva,m,2006,506.0
lva,f,2006,485.6000061035156
lva,mf,2007,1015.5999755859375
lva,m,2007,518.9000244140625
lva,f,2007,496.70001220703125
lva,mf,2008,1008.7999877929688
lva,m,2008,507.6000061035156
lva,f,2008,501.20001220703125
lva,mf,2009,876.7999877929688
lva,m,2009,420.3999938964844
lva,f,2009,456.29998779296875
lva,mf,2010,828.7999877929688
lva,m,2010,393.29998779296875
lva,f,2010,435.5
lva,mf,2011,840.5999755859375
lva,m,2011,407.0
lva,f,2011,433.6000061035156
lva,mf,2012,851.7999877929688
lva,m,2012,417.20001220703125
lva,f,2012,434.6000061035156
lva,mf,2013,866.5
lva,m,2013,428.20001220703125
lva,f,2013,438.29998779296875
lva,mf,2014,858.5999755859375
lva,m,2014,427.0
lva,f,2014,431.6000061035156
lso,mf,1996,440.5
lso,m,1996,266.3999938964844
lso,f,1996,174.0
lso,mf,1997,353.1549987792969
lso,m,1997,197.31100463867188
lso,f,1997,155.843994140625
lso,mf,1999,617.5659790039062
lso,m,1999,346.572998046875
lso,f,1999,270.9930114746094
lso,mf,2008,363.89898681640625
lso,m,2008,203.92599487304688
lso,f,2008,159.9720001220703
lbr,mf,2007,1079.9639892578125
lbr,m,2007,549.47802734375
lbr,f,2007,530.4860229492188
lbr,mf,2010,1091.0
lbr,m,2010,542.0
lbr,f,2010,549.0
lby,mf,1980,812.7999877929688
lby,mf,1983,1158.0
lby,mf,1985,1061.800048828125
lby,mf,1986,904.7000122070312
ltu,mf,1997,1570.699951171875
ltu,m,1997,828.7000122070312
ltu,f,1997,742.0
ltu,mf,1998,1481.31005859375
ltu,m,1998,763.6099853515625
ltu,f,1998,717.7000122070312
ltu,mf,1999,1457.0999755859375
ltu,m,1999,733.9000244140625
ltu,f,1999,723.2000122070312
ltu,mf,2000,1381.699951171875
ltu,m,2000,681.0
ltu,f,2000,700.7000122070312
ltu,mf,2001,1343.0999755859375
ltu,m,2001,658.2999877929688
ltu,f,2001,684.7999877929688
ltu,mf,2002,1395.4000244140625
ltu,m,2002,709.7000122070312
ltu,f,2002,685.7000122070312
ltu,mf,2003,1442.699951171875
ltu,m,2003,725.0999755859375
ltu,f,2003,717.5
ltu,mf,2004,1406.5999755859375
ltu,m,2004,719.4000244140625
ltu,f,2004,687.0999755859375
ltu,mf,2005,1413.699951171875
ltu,m,2005,720.0999755859375
ltu,f,2005,693.5999755859375
ltu,mf,2006,1405.0999755859375
ltu,m,2006,707.4000244140625
ltu,f,2006,697.5999755859375
ltu,mf,2007,1422.5
ltu,m,2007,719.2999877929688
ltu,f,2007,703.2000122070312
ltu,mf,2008,1396.9000244140625
ltu,m,2008,702.7999877929688
ltu,f,2008,694.0999755859375
ltu,mf,2009,1289.699951171875
ltu,m,2009,616.0
ltu,f,2009,673.5999755859375
ltu,mf,2010,1224.199951171875
ltu,m,2010,578.5999755859375
ltu,f,2010,645.5999755859375
ltu,mf,2011,1225.699951171875
ltu,m,2011,590.2000122070312
ltu,f,2011,635.5999755859375
ltu,mf,2012,1244.4000244140625
ltu,m,2012,602.5999755859375
ltu,f,2012,641.9000244140625
ltu,mf,2013,1264.300048828125
ltu,m,2013,620.2000122070312
ltu,f,2013,644.2000122070312
ltu,mf,2014,1288.0
ltu,m,2014,631.7000122070312
ltu,f,2014,656.2999877929688
lux,mf,1980,158.1999969482422
lux,mf,1981,158.6999969482422
lux,mf,1982,158.3000030517578
lux,mf,1983,157.8000030517578
lux,m,1983,106.0
lux,f,1983,51.900001525878906
lux,mf,1984,158.6999969482422
lux,m,1984,105.80000305175781
lux,f,1984,52.900001525878906
lux,mf,1985,160.89999389648438
lux,m,1985,106.69999694824219
lux,f,1985,54.20000076293945
lux,mf,1986,165.10000610351562
lux,m,1986,109.19999694824219
lux,f,1986,55.900001525878906
lux,mf,1987,169.60000610351562
lux,m,1987,111.5999984741211
lux,f,1987,58.0
lux,mf,1988,174.89999389648438
lux,m,1988,115.9000015258789
lux,f,1988,59.0
lux,mf,1989,181.89999389648438
lux,m,1989,120.30000305175781
lux,f,1989,61.599998474121094
lux,mf,1990,189.60000610351562
lux,m,1990,125.0
lux,f,1990,64.5999984741211
lux,mf,1991,195.60000610351562
lux,mf,1992,164.63099670410156
lux,m,1992,103.8030014038086
lux,f,1992,60.827999114990234
lux,mf,1993,164.64999389648438
lux,m,1993,105.16400146484375
lux,f,1993,59.486000061035156
lux,mf,1994,164.50799560546875
lux,m,1994,103.80899810791016
lux,f,1994,60.69900131225586
lux,mf,1995,161.9080047607422
lux,m,1995,104.4229965209961
lux,f,1995,57.48500061035156
lux,mf,1996,165.0919952392578
lux,m,1996,104.9229965209961
lux,f,1996,60.16899871826172
lux,mf,1997,169.01400756835938
lux,m,1997,105.78900146484375
lux,f,1997,63.224998474121094
lux,mf,1998,170.5970001220703
lux,m,1998,106.68499755859375
lux,f,1998,63.9109992980957
lux,mf,1999,175.5
lux,m,1999,107.0
lux,f,1999,68.5
lux,mf,2000,179.89999389648438
lux,m,2000,109.0999984741211
lux,f,2000,70.80000305175781
lux,mf,2001,184.89999389648438
lux,m,2001,111.0
lux,f,2001,73.9000015258789
lux,mf,2002,187.5
lux,m,2002,112.19999694824219
lux,f,2002,75.19999694824219
lux,mf,2003,186.1999969482422
lux,m,2003,110.5999984741211
lux,f,2003,75.5999984741211
lux,mf,2004,188.0
lux,m,2004,110.80000305175781
lux,f,2004,77.19999694824219
lux,mf,2005,193.1999969482422
lux,m,2005,112.30000305175781
lux,f,2005,80.9000015258789
lux,mf,2006,194.89999389648438
lux,m,2006,110.80000305175781
lux,f,2006,84.19999694824219
lux,mf,2007,202.60000610351562
lux,m,2007,113.5
lux,f,2007,89.0999984741211
lux,mf,2008,201.8000030517578
lux,m,2008,115.30000305175781
lux,f,2008,86.5999984741211
lux,mf,2009,214.8000030517578
lux,m,2009,122.30000305175781
lux,f,2009,92.5999984741211
lux,mf,2010,218.60000610351562
lux,m,2010,123.5
lux,f,2010,95.0999984741211
lux,mf,2011,222.39999389648438
lux,m,2011,125.80000305175781
lux,f,2011,96.69999694824219
lux,mf,2012,233.6999969482422
lux,m,2012,130.3000030517578
lux,f,2012,103.4000015258789
lux,mf,2013,236.10000610351562
lux,m,2013,131.5
lux,f,2013,104.5
lux,mf,2014,242.8000030517578
lux,m,2014,134.0
lux,f,2014,108.80000305175781
mac,mf,1989,162.0
mac,m,1989,95.4000015258789
mac,f,1989,66.5999984741211
mac,mf,1990,163.3000030517578
mac,m,1990,96.4000015258789
mac,f,1990,66.9000015258789
mac,mf,1991,169.6999969482422
mac,m,1991,99.80000305175781
mac,f,1991,69.9000015258789
mac,mf,1992,169.1999969482422
mac,m,1992,98.80000305175781
mac,f,1992,70.4000015258789
mac,mf,1993,171.39999389648438
mac,m,1993,99.5999984741211
mac,f,1993,71.80000305175781
mac,mf,1994,173.0
mac,m,1994,98.19999694824219
mac,f,1994,74.80000305175781
mac,mf,1995,180.3000030517578
mac,m,1995,101.9000015258789
mac,f,1995,78.5
mac,mf,1996,193.8000030517578
mac,m,1996,106.9000015258789
mac,f,1996,86.9000015258789
mac,mf,1997,195.8000030517578
mac,m,1997,107.69999694824219
mac,f,1997,88.19999694824219
mac,mf,1998,196.5
mac,m,1998,107.0
mac,f,1998,89.5
mac,mf,1999,196.10000610351562
mac,m,1999,104.19999694824219
mac,f,1999,91.9000015258789
mac,mf,2000,195.3000030517578
mac,m,2000,103.19999694824219
mac,f,2000,92.0999984741211
mac,mf,2001,205.0
mac,m,2001,108.0
mac,f,2001,96.9000015258789
mac,mf,2002,204.89999389648438
mac,m,2002,106.4000015258789
mac,f,2002,98.5
mac,mf,2003,205.39999389648438
mac,m,2003,108.30000305175781
mac,f,2003,97.0999984741211
mac,mf,2004,219.10000610351562
mac,m,2004,115.19999694824219
mac,f,2004,103.9000015258789
mac,mf,2005,237.5
mac,m,2005,124.30000305175781
mac,f,2005,113.19999694824219
mac,mf,2006,265.1000061035156
mac,m,2006,141.60000610351562
mac,f,2006,123.5
mac,mf,2007,300.3999938964844
mac,m,2007,160.5
mac,f,2007,139.8000030517578
mac,mf,2008,323.0
mac,m,2008,172.3000030517578
mac,f,2008,150.6999969482422
mac,mf,2009,311.8999938964844
mac,m,2009,159.1999969482422
mac,f,2009,152.6999969482422
mac,mf,2010,314.79998779296875
mac,m,2010,159.5
mac,f,2010,155.3000030517578
mac,mf,2011,327.6000061035156
mac,m,2011,165.89999389648438
mac,f,2011,161.6999969482422
mac,mf,2012,343.20001220703125
mac,m,2012,176.60000610351562
mac,f,2012,166.60000610351562
mac,mf,2013,361.0
mac,m,2013,184.5
mac,f,2013,176.5
mac,mf,2014,388.04998779296875
mac,m,2014,203.35000610351562
mac,f,2014,184.6750030517578
mkd,mf,2002,561.3410034179688
mkd,m,2002,342.77899169921875
mkd,f,2002,218.56199645996094
mkd,mf,2003,545.1079711914062
mkd,m,2003,327.2829895019531
mkd,f,2003,217.8249969482422
mkd,mf,2004,522.9949951171875
mkd,m,2004,320.6400146484375
mkd,f,2004,202.35499572753906
mkd,mf,2005,545.2529907226562
mkd,m,2005,332.1789855957031
mkd,f,2005,213.07400512695312
mkd,mf,2006,563.0
mkd,m,2006,347.0
mkd,f,2006,216.0
mkd,mf,2007,582.5999755859375
mkd,m,2007,353.8999938964844
mkd,f,2007,228.6999969482422
mkd,mf,2008,601.9000244140625
mkd,m,2008,368.70001220703125
mkd,f,2008,233.1999969482422
mkd,mf,2011,638.9000244140625
mkd,m,2011,385.29998779296875
mkd,f,2011,253.60000610351562
mkd,mf,2012,643.5
mkd,m,2012,388.70001220703125
mkd,f,2012,254.8000030517578
mkd,mf,2013,673.0
mkd,m,2013,404.29998779296875
mkd,f,2013,268.70001220703125
mkd,mf,2014,685.4000244140625
mkd,m,2014,416.3999938964844
mkd,f,2014,269.1000061035156
mdg,mf,2003,8098.5
mdg,m,2003,4135.7001953125
mdg,f,2003,3962.800048828125
mdg,mf,2005,9570.400390625
mdg,m,2005,4841.7998046875
mdg,f,2005,4728.60009765625
mdg,mf,2012,10441.8896484375
mdg,m,2012,5412.259765625
mdg,f,2012,5029.6298828125
mys,mf,1980,4787.39990234375
mys,m,1980,3185.800048828125
mys,f,1980,1601.5999755859375
mys,mf,1981,5067.10009765625
mys,m,1981,3368.60009765625
mys,f,1981,1698.5
mys,mf,1982,5249.0
mys,m,1982,3465.300048828125
mys,f,1982,1783.5999755859375
mys,mf,1983,5457.0
mys,m,1983,3570.39990234375
mys,f,1983,1886.5
mys,mf,1984,5566.7001953125
mys,m,1984,3662.60009765625
mys,f,1984,1904.0999755859375
mys,mf,1985,5653.2998046875
mys,m,1985,3700.5
mys,f,1985,1952.800048828125
mys,mf,1986,5760.10009765625
mys,m,1986,3753.5
mys,f,1986,2006.5999755859375
mys,mf,1987,5983.7998046875
mys,m,1987,3867.89990234375
mys,f,1987,2115.89990234375
mys,mf,1988,6175.7998046875
mys,m,1988,3996.0
mys,f,1988,2179.800048828125
mys,mf,1989,6390.89990234375
mys,m,1989,4155.2998046875
mys,f,1989,2235.5
mys,mf,1990,6685.0
mys,m,1990,4310.7001953125
mys,f,1990,2374.300048828125
mys,mf,1991,6158.2998046875
mys,m,1991,4194.89990234375
mys,f,1991,1963.5
mys,mf,1992,7047.7998046875
mys,m,1992,4554.2001953125
mys,f,1992,2493.5
mys,mf,1993,7383.39990234375
mys,m,1993,4853.7998046875
mys,f,1993,2529.60009765625
mys,mf,1995,7645.0
mys,m,1995,5056.60009765625
mys,f,1995,2588.39990234375
mys,mf,1996,8399.5
mys,m,1996,5514.2001953125
mys,f,1996,2885.0
mys,mf,1997,8569.2001953125
mys,m,1997,5657.7001953125
mys,f,1997,2911.5
mys,mf,1998,8599.599609375
mys,m,1998,5718.89990234375
mys,f,1998,2880.699951171875
mys,mf,1999,8837.7998046875
mys,m,1999,5851.2001953125
mys,f,1999,2986.60009765625
mys,mf,2000,9321.7001953125
mys,m,2000,6086.2998046875
mys,f,2000,3235.5
mys,mf,2001,9357.0
mys,m,2001,6055.89990234375
mys,f,2001,3301.10009765625
mys,mf,2002,9542.599609375
mys,m,2002,6141.7998046875
mys,f,2002,3400.800048828125
mys,mf,2003,9869.7001953125
mys,m,2003,6323.60009765625
mys,f,2003,3546.10009765625
mys,mf,2004,9979.5
mys,m,2004,6390.39990234375
mys,f,2004,3589.10009765625
mys,mf,2005,10045.400390625
mys,m,2005,6470.5
mys,f,2005,3574.800048828125
mys,mf,2006,10275.400390625
mys,m,2006,6618.60009765625
mys,f,2006,3656.800048828125
mys,mf,2007,10538.099609375
mys,m,2007,6747.10009765625
mys,f,2007,3791.0
mys,mf,2008,10659.599609375
mys,m,2008,6851.10009765625
mys,f,2008,3808.5
mys,mf,2009,10897.2998046875
mys,m,2009,6955.7001953125
mys,f,2009,3941.60009765625
mys,mf,2010,11129.400390625
mys,m,2010,7112.10009765625
mys,f,2010,4017.300048828125
mys,mf,2011,12284.400390625
mys,m,2011,7889.7998046875
mys,f,2011,4394.7001953125
mys,mf,2012,12723.2001953125
mys,m,2012,8093.5
mys,f,2012,4629.7001953125
mys,mf,2013,13210.0
mys,m,2013,8237.5
mys,f,2013,4972.60009765625
mys,mf,2014,13576.2802734375
mdv,mf,1990,55.94900131225586
mdv,m,1990,44.858001708984375
mdv,f,1990,11.090999603271484
mdv,mf,1995,66.94499969482422
mdv,m,1995,48.882999420166016
mdv,f,1995,18.062000274658203
mdv,mf,2000,86.24500274658203
mdv,m,2000,57.35100173950195
mdv,f,2000,28.893999099731445
mdv,mf,2003,79.05899810791016
mdv,m,2003,51.5
mdv,f,2003,27.55900001525879
mdv,mf,2006,110.23100280761719
mdv,m,2006,69.70099639892578
mdv,f,2006,40.529998779296875
mdv,mf,2010,98.39299774169922
mdv,m,2010,60.827999114990234
mdv,f,2010,37.564998626708984
mli,mf,2004,2370.800048828125
mli,m,2004,1388.300048828125
mli,f,2004,982.5
mli,mf,2006,4508.76220703125
mli,m,2006,2473.367919921875
mli,f,2006,2035.39404296875
mlt,mf,2000,142.39999389648438
mlt,m,2000,99.0
mlt,f,2000,43.400001525878906
mlt,mf,2001,146.1999969482422
mlt,m,2001,102.69999694824219
mlt,f,2001,43.5
mlt,mf,2002,147.89999389648438
mlt,m,2002,101.80000305175781
mlt,f,2002,46.099998474121094
mlt,mf,2003,147.8000030517578
mlt,m,2003,102.9000015258789
mlt,f,2003,44.900001525878906
mlt,mf,2004,145.3000030517578
mlt,m,2004,102.30000305175781
mlt,f,2004,43.0
mlt,mf,2005,148.3000030517578
mlt,m,2005,102.5999984741211
mlt,f,2005,45.70000076293945
mlt,mf,2006,150.1999969482422
mlt,m,2006,103.80000305175781
mlt,f,2006,46.400001525878906
mlt,mf,2007,154.5
mlt,m,2007,104.5999984741211
mlt,f,2007,50.0
mlt,mf,2008,157.6999969482422
mlt,m,2008,105.0
mlt,f,2008,52.70000076293945
mlt,mf,2009,157.89999389648438
mlt,m,2009,104.4000015258789
mlt,f,2009,53.5
mlt,mf,2010,160.5
mlt,m,2010,105.0
mlt,f,2010,55.5
mlt,mf,2011,164.39999389648438
mlt,m,2011,106.19999694824219
mlt,f,2011,58.20000076293945
mlt,mf,2012,167.8000030517578
mlt,m,2012,106.19999694824219
mlt,f,2012,61.70000076293945
mlt,mf,2013,173.0
mlt,m,2013,107.19999694824219
mlt,f,2013,65.9000015258789
mlt,mf,2014,177.5
mlt,m,2014,108.5
mlt,f,2014,68.9000015258789
mhl,mf,1999,10.100000381469727
mhl,m,1999,7.0
mhl,f,1999,3.0999999046325684
mhl,mf,2009,10.218000411987305
mhl,mf,2010,10.505999565124512
mtq,mf,1990,110.0999984741211
mtq,m,1990,60.099998474121094
mtq,f,1990,50.0
mtq,mf,2009,129.1999969482422
mtq,mf,2010,130.6999969482422
mtq,mf,2011,133.8000030517578
mtq,mf,2012,131.1999969482422
mus,mf,1990,407.6000061035156
mus,m,1990,283.6000061035156
mus,f,1990,124.0
mus,mf,1992,437.8999938964844
mus,m,1992,303.20001220703125
mus,f,1992,134.6999969482422
mus,mf,1994,454.79998779296875
mus,m,1994,311.79998779296875
mus,f,1994,143.0
mus,mf,1995,460.5
mus,m,1995,314.20001220703125
mus,f,1995,146.3000030517578
mus,mf,1996,466.0
mus,m,1996,317.6000061035156
mus,f,1996,148.39999389648438
mus,mf,1997,475.5
mus,m,1997,322.29998779296875
mus,f,1997,153.1999969482422
mus,mf,1998,487.20001220703125
mus,m,1998,327.70001220703125
mus,f,1998,159.5
mus,mf,1999,495.79998779296875
mus,m,1999,331.70001220703125
mus,f,1999,164.10000610351562
mus,mf,2000,485.8999938964844
mus,m,2000,323.20001220703125
mus,f,2000,162.6999969482422
mus,mf,2001,493.6000061035156
mus,m,2001,326.3999938964844
mus,f,2001,167.1999969482422
mus,mf,2002,493.79998779296875
mus,m,2002,328.6000061035156
mus,f,2002,165.1999969482422
mus,mf,2003,500.3999938964844
mus,m,2003,332.3999938964844
mus,f,2003,168.0
mus,mf,2004,487.0
mus,m,2004,327.8999938964844
mus,f,2004,159.10000610351562
mus,mf,2005,490.3999938964844
mus,m,2005,329.1000061035156
mus,f,2005,161.3000030517578
mus,mf,2006,499.1000061035156
mus,m,2006,332.5
mus,f,2006,166.60000610351562
mus,mf,2007,502.1000061035156
mus,m,2007,335.0
mus,f,2007,167.10000610351562
mus,mf,2008,519.1749877929688
mus,mf,2009,524.8499755859375
mus,mf,2010,536.5499877929688
mus,mf,2011,536.7000122070312
mus,m,2011,344.79998779296875
mus,f,2011,191.89999389648438
mus,mf,2012,544.7999877929688
mus,m,2012,348.70001220703125
mus,f,2012,196.10000610351562
mus,mf,2013,552.0
mus,m,2013,348.29998779296875
mus,f,2013,203.6999969482422
mus,mf,2014,559.2000122070312
mus,m,2014,351.70001220703125
mus,f,2014,207.5
mex,mf,1988,28128.0
mex,mf,1990,23403.400390625
mex,m,1990,17882.099609375
mex,f,1990,5521.2998046875
mex,mf,1991,30534.0
mex,m,1991,21257.0
mex,f,1991,9277.0
mex,mf,1992,30259.0
mex,m,1992,20949.0
mex,f,1992,9310.0
mex,mf,1993,32833.0
mex,m,1993,22748.0
mex,f,1993,10085.0
mex,mf,1994,32439.0
mex,m,1994,22319.0
mex,f,1994,10120.0
mex,mf,1995,32159.05078125
mex,m,1995,21765.109375
mex,f,1995,10393.9501953125
mex,mf,1996,33489.578125
mex,m,1996,22555.490234375
mex,f,1996,10934.08984375
mex,mf,1997,35420.44140625
mex,m,1997,23512.98046875
mex,f,1997,11907.4599609375
mex,mf,1998,36355.578125
mex,m,1998,24135.01953125
mex,f,1998,12220.5595703125
mex,mf,1999,36772.6484375
mex,m,1999,24457.9609375
mex,f,1999,12314.7001953125
mex,mf,2000,39502.16015625
mex,m,2000,26011.240234375
mex,f,2000,13490.919921875
mex,mf,2001,39385.5
mex,m,2001,25992.76953125
mex,f,2001,13392.73046875
mex,mf,2002,40301.98828125
mex,m,2002,26383.16015625
mex,f,2002,13918.83984375
mex,mf,2003,40633.19921875
mex,m,2003,26716.669921875
mex,f,2003,13916.51953125
mex,mf,2004,42306.05859375
mex,m,2004,27357.080078125
mex,f,2004,14948.990234375
mex,mf,2005,40791.80859375
mex,m,2005,25853.080078125
mex,f,2005,14938.740234375
mex,mf,2006,42197.76953125
mex,m,2006,26597.900390625
mex,f,2006,15599.8798828125
mex,mf,2007,42906.66015625
mex,m,2007,26840.609375
mex,f,2007,16066.0400390625
mex,mf,2008,43866.69921875
mex,m,2008,27401.6796875
mex,f,2008,16465.01953125
mex,mf,2009,42906.66015625
mex,m,2009,26840.609375
mex,f,2009,16066.0400390625
mex,mf,2010,43866.69921875
mex,m,2010,27401.6796875
mex,f,2010,16465.01953125
mex,mf,2011,46069.83984375
mex,m,2011,28794.01953125
mex,f,2011,17275.8203125
mex,mf,2012,49003.37890625
mex,m,2012,30224.369140625
mex,f,2012,18779.009765625
mex,mf,2013,49296.23046875
mex,m,2013,30333.98046875
mex,f,2013,18962.240234375
mda,mf,1981,2069.0
mda,mf,1982,2067.0
mda,mf,1983,2076.0
mda,mf,1984,2074.0
mda,mf,1985,2080.0
mda,mf,1986,2082.0
mda,mf,1987,2085.0
mda,mf,1988,2067.0
mda,mf,1989,2091.0
mda,mf,1990,2071.0
mda,mf,1991,2070.0
mda,mf,1992,2050.0
mda,mf,1993,1688.0
mda,mf,1994,1681.0
mda,mf,1996,1660.0
mda,mf,1997,1646.0
mda,mf,1998,1642.0
mda,mf,1999,1494.4000244140625
mda,mf,2000,1514.5999755859375
mda,m,2000,747.4000244140625
mda,f,2000,767.2000122070312
mda,mf,2001,1499.0
mda,m,2001,736.5
mda,f,2001,762.5
mda,mf,2002,1505.0999755859375
mda,m,2002,730.9000244140625
mda,f,2002,774.2000122070312
mda,mf,2003,1356.5
mda,m,2003,661.2999877929688
mda,f,2003,695.2000122070312
mda,mf,2004,1316.0
mda,m,2004,631.5
mda,f,2004,684.5999755859375
mda,mf,2005,1318.699951171875
mda,m,2005,629.7000122070312
mda,f,2005,689.0
mda,mf,2006,1257.300048828125
mda,m,2006,628.5999755859375
mda,f,2006,628.7000122070312
mda,mf,2007,1247.199951171875
