country,sex,year,not_adequately_defined_000
hrv,mf,2013,1.7999999523162842
hrv,m,2013,1.2999999523162842
hrv,f,2013,0.5
hrv,mf,2014,2.9000000953674316
hrv,m,2014,2.0999999046325684
hrv,f,2014,0.800000011920929
cyp,mf,1980,4.5
cyp,m,1980,3.700000047683716
cyp,f,1980,0.800000011920929
cyp,mf,1981,4.199999809265137
cyp,m,1981,3.5
cyp,f,1981,0.699999988079071
cyp,mf,1982,4.199999809265137
cyp,m,1982,3.5
cyp,f,1982,0.699999988079071
cyp,mf,1983,4.099999904632568
cyp,m,1983,3.4000000953674316
cyp,f,1983,0.699999988079071
cyp,mf,1984,4.099999904632568
cyp,m,1984,3.4000000953674316
cyp,f,1984,0.699999988079071
cyp,mf,1985,4.0
cyp,m,1985,3.299999952316284
cyp,f,1985,0.699999988079071
cyp,mf,1986,4.0
cyp,m,1986,3.299999952316284
cyp,f,1986,0.699999988079071
cyp,mf,1987,4.0
cyp,m,1987,3.299999952316284
cyp,f,1987,0.699999988079071
cyp,mf,1988,3.9000000953674316
cyp,m,1988,3.200000047683716
cyp,f,1988,0.699999988079071
cyp,mf,1989,3.9000000953674316
cyp,m,1989,3.200000047683716
cyp,f,1989,0.699999988079071
cyp,mf,1990,3.799999952316284
cyp,m,1990,3.0
cyp,f,1990,0.800000011920929
cyp,mf,1991,3.799999952316284
cyp,m,1991,3.0
cyp,f,1991,0.800000011920929
cyp,mf,1992,3.700000047683716
cyp,m,1992,2.9000000953674316
cyp,f,1992,0.800000011920929
cyp,mf,1993,3.4000000953674316
cyp,m,1993,2.700000047683716
cyp,f,1993,0.699999988079071
cyp,mf,1994,3.200000047683716
cyp,m,1994,2.5
cyp,f,1994,0.699999988079071
cyp,mf,1995,3.0999999046325684
cyp,m,1995,2.4000000953674316
cyp,f,1995,0.699999988079071
cze,mf,1993,0.0
cze,m,1993,0.0
cze,f,1993,0.0
cze,mf,1994,2.0
cze,m,1994,1.0
cze,f,1994,1.0
cze,mf,1995,2.0
cze,m,1995,2.0
cze,f,1995,1.0
cze,mf,1996,2.0
cze,m,1996,1.0
cze,f,1996,1.0
cze,mf,1997,2.8440001010894775
cze,m,1997,1.1160000562667847
cze,f,1997,1.7269999980926514
cze,mf,1998,0.8059999942779541
cze,m,1998,0.8059999942779541
cze,f,1998,0.0
cze,mf,1999,2.200000047683716
cze,m,1999,1.5
cze,f,1999,0.800000011920929
cze,mf,2000,3.799999952316284
cze,m,2000,2.0999999046325684
cze,f,2000,1.7000000476837158
cze,mf,2001,1.5
cze,m,2001,1.100000023841858
cze,f,2001,0.4000000059604645
cze,mf,2002,4.400000095367432
cze,m,2002,3.0999999046325684
cze,f,2002,1.2999999523162842
cze,mf,2004,0.800000011920929
cze,mf,2005,1.5
cze,m,2005,1.0
cze,f,2005,0.5
cze,mf,2006,0.8999999761581421
cze,m,2006,0.10000000149011612
cze,f,2006,0.800000011920929
cze,mf,2007,0.5
cze,mf,2011,0.699999988079071
dnk,mf,1981,17.700000762939453
dnk,m,1981,10.300000190734863
dnk,f,1981,7.400000095367432
dnk,mf,1983,18.100000381469727
dnk,m,1983,8.100000381469727
dnk,f,1983,10.0
dnk,mf,1984,10.600000381469727
dnk,m,1984,5.5
dnk,f,1984,5.099999904632568
dnk,mf,1985,5.5
dnk,m,1985,3.9000000953674316
dnk,f,1985,1.5
dnk,mf,1986,20.0
dnk,m,1986,10.0
dnk,f,1986,10.0
dnk,mf,1987,14.100000381469727
dnk,m,1987,7.900000095367432
dnk,f,1987,6.199999809265137
dnk,mf,1988,19.600000381469727
dnk,m,1988,11.5
dnk,f,1988,8.100000381469727
dnk,mf,1989,23.200000762939453
dnk,m,1989,10.199999809265137
dnk,f,1989,13.100000381469727
dnk,mf,1990,19.0
dnk,m,1990,10.399999618530273
dnk,f,1990,8.600000381469727
dnk,mf,1991,20.200000762939453
dnk,m,1991,9.399999618530273
dnk,f,1991,10.800000190734863
dnk,mf,1992,5.956999778747559
dnk,m,1992,2.194999933242798
dnk,f,1992,3.76200008392334
dnk,mf,1993,10.829000473022461
dnk,m,1993,5.486000061035156
dnk,f,1993,5.3429999351501465
dnk,mf,1994,11.656999588012695
dnk,m,1994,8.553999900817871
dnk,f,1994,3.1029999256134033
dnk,mf,1995,4.373000144958496
dnk,m,1995,2.757999897003174
dnk,f,1995,1.6150000095367432
dnk,mf,1996,4.107999801635742
dnk,m,1996,2.510999917984009
dnk,f,1996,1.597000002861023
dnk,mf,1997,11.213000297546387
dnk,m,1997,5.816999912261963
dnk,f,1997,5.396999835968018
dnk,mf,1998,6.802999973297119
dnk,m,1998,3.6640000343322754
dnk,f,1998,3.1389999389648438
dnk,mf,1999,9.800000190734863
dnk,m,1999,4.5
dnk,f,1999,5.300000190734863
dnk,mf,2000,8.899999618530273
dnk,m,2000,6.199999809265137
dnk,f,2000,2.700000047683716
dnk,mf,2001,5.800000190734863
dnk,m,2001,4.300000190734863
dnk,f,2001,1.5
dnk,mf,2002,6.699999809265137
dnk,mf,2003,5.5
dnk,mf,2004,5.900000095367432
dnk,mf,2005,4.300000190734863
dnk,m,2005,2.799999952316284
dnk,f,2005,1.5
dnk,mf,2006,3.299999952316284
dnk,m,2006,1.100000023841858
dnk,f,2006,2.200000047683716
dnk,mf,2007,2.9000000953674316
dnk,mf,2012,3.299999952316284
dnk,m,2012,2.299999952316284
dnk,f,2012,1.0
dnk,mf,2013,5.5
dnk,m,2013,3.5
dnk,f,2013,2.0
dnk,mf,2014,6.900000095367432
dnk,m,2014,3.700000047683716
dnk,f,2014,3.200000047683716
dma,mf,1989,0.6000000238418579
dma,m,1989,0.0
dma,f,1989,0.6000000238418579
dma,mf,1991,0.7099999785423279
dma,m,1991,0.41999998688697815
dma,f,1991,0.28999999165534973
dma,mf,1997,1.090000033378601
dma,m,1997,0.6299999952316284
dma,f,1997,0.46000000834465027
dma,mf,1999,0.36000001430511475
dma,m,1999,0.23999999463558197
dma,f,1999,0.12999999523162842
dma,mf,2001,0.07999999821186066
dma,m,2001,0.03999999910593033
dma,f,2001,0.03999999910593033
dom,mf,1991,4.199999809265137
dom,m,1991,3.799999952316284
dom,f,1991,0.4000000059604645
dom,mf,1992,6.800000190734863
dom,m,1992,3.5999999046325684
dom,f,1992,3.200000047683716
dom,mf,1993,3.4000000953674316
dom,m,1993,1.399999976158142
dom,f,1993,2.0
dom,mf,1994,3.200000047683716
dom,m,1994,2.299999952316284
dom,f,1994,0.8999999761581421
dom,mf,1995,2.0999999046325684
dom,m,1995,1.7999999523162842
dom,f,1995,0.30000001192092896
dom,mf,2003,116.43199920654297
dom,m,2003,105.31700134277344
dom,f,2003,11.116000175476074
dom,mf,2004,123.68099975585938
dom,m,2004,113.69999694824219
dom,f,2004,9.980999946594238
dom,mf,2005,139.7740020751953
dom,m,2005,124.42400360107422
dom,f,2005,15.350000381469727
dom,mf,2006,131.01100158691406
dom,m,2006,120.65599822998047
dom,f,2006,10.354999542236328
dom,mf,2007,134.66299438476562
dom,m,2007,124.49500274658203
dom,f,2007,10.168000221252441
dom,mf,2008,131.01100158691406
dom,m,2008,120.65599822998047
dom,f,2008,10.354999542236328
dom,mf,2009,134.66299438476562
dom,m,2009,124.49500274658203
dom,f,2009,10.168000221252441
dom,mf,2010,947.2919921875
dom,m,2010,341.7950134277344
dom,f,2010,605.4970092773438
dom,mf,2011,982.1909790039062
dom,m,2011,323.05999755859375
dom,f,2011,659.1309814453125
dom,mf,2012,1007.1519775390625
dom,m,2012,324.0409851074219
dom,f,2012,683.1110229492188
dom,mf,2013,1057.4439697265625
dom,m,2013,364.6860046386719
dom,f,2013,692.7579956054688
dom,mf,2014,1102.487060546875
dom,m,2014,382.0830078125
dom,f,2014,720.4039916992188
ecu,mf,1990,0.5099999904632568
ecu,m,1990,0.5099999904632568
ecu,f,1990,0.0
ecu,mf,1991,1.840000033378601
ecu,m,1991,1.840000033378601
ecu,f,1991,0.0
ecu,mf,1992,0.9200000166893005
ecu,m,1992,0.7400000095367432
ecu,f,1992,0.18000000715255737
ecu,mf,1993,0.6399999856948853
ecu,m,1993,0.6399999856948853
ecu,f,1993,0.0
ecu,mf,1994,0.0
ecu,m,1994,0.0
ecu,f,1994,0.0
ecu,mf,1995,1.4800000190734863
ecu,m,1995,0.36000001430511475
ecu,f,1995,1.1200000047683716
ecu,mf,1996,0.8100000023841858
ecu,m,1996,0.699999988079071
ecu,f,1996,0.10999999940395355
ecu,mf,1997,2.7899999618530273
ecu,m,1997,1.6799999475479126
ecu,f,1997,1.1399999856948853
ecu,mf,1998,2.390000104904175
ecu,m,1998,0.8799999952316284
ecu,f,1998,1.5099999904632568
ecu,mf,1999,0.9190000295639038
ecu,m,1999,0.5770000219345093
ecu,f,1999,0.34200000762939453
ecu,mf,2001,27.746999740600586
ecu,m,2001,11.321999549865723
ecu,f,2001,16.424999237060547
ecu,mf,2005,0.22699999809265137
ecu,m,2005,0.11400000005960464
ecu,f,2005,0.11400000005960464
ecu,mf,2007,1.0700000524520874
ecu,m,2007,0.3149999976158142
ecu,f,2007,0.7549999952316284
ecu,mf,2008,0.9409999847412109
ecu,m,2008,0.7749999761581421
ecu,f,2008,0.16599999368190765
ecu,mf,2009,0.9409999847412109
ecu,m,2009,0.7749999761581421
ecu,f,2009,0.16599999368190765
ecu,mf,2010,0.04800000041723251
ecu,m,2010,0.04800000041723251
ecu,f,2010,0.0
ecu,mf,2012,0.04600000008940697
ecu,m,2012,0.04600000008940697
ecu,f,2012,0.0
egy,mf,1980,183.3000030517578
egy,m,1980,121.19999694824219
egy,f,1980,62.099998474121094
egy,mf,1981,179.1999969482422
egy,m,1981,109.5
egy,f,1981,69.69999694824219
egy,mf,1982,154.1999969482422
egy,m,1982,107.5999984741211
egy,f,1982,46.599998474121094
egy,mf,1983,187.8000030517578
egy,m,1983,125.30000305175781
egy,f,1983,62.5
egy,mf,1984,365.79998779296875
egy,m,1984,257.8999938964844
egy,f,1984,107.9000015258789
egy,mf,1989,7.400000095367432
egy,m,1989,7.400000095367432
egy,f,1989,0.0
egy,mf,1990,37.099998474121094
egy,m,1990,30.799999237060547
egy,f,1990,6.300000190734863
egy,mf,1991,2.299999952316284
egy,m,1991,1.2999999523162842
egy,f,1991,1.0
egy,mf,1992,5.699999809265137
egy,m,1992,5.199999809265137
egy,f,1992,0.5
egy,mf,1993,1.899999976158142
egy,m,1993,1.899999976158142
egy,f,1993,0.0
egy,mf,1994,2.0999999046325684
egy,m,1994,1.7999999523162842
egy,f,1994,0.30000001192092896
egy,mf,1995,1.2000000476837158
egy,m,1995,0.800000011920929
egy,f,1995,0.4000000059604645
egy,mf,1996,173.7779998779297
egy,m,1996,146.88299560546875
egy,f,1996,26.895000457763672
egy,mf,1997,50.099998474121094
egy,m,1997,48.20000076293945
egy,f,1997,1.899999976158142
egy,mf,1998,1.2000000476837158
egy,m,1998,1.2000000476837158
egy,f,1998,0.0
egy,mf,1999,0.8999999761581421
egy,m,1999,0.8999999761581421
egy,f,1999,0.0
egy,mf,2000,1.899999976158142
egy,m,2000,1.100000023841858
egy,f,2000,0.800000011920929
egy,mf,2001,3.4000000953674316
egy,m,2001,2.299999952316284
egy,f,2001,1.100000023841858
egy,mf,2002,1.399999976158142
egy,m,2002,1.399999976158142
egy,f,2002,0.0
egy,mf,2003,1.5
egy,m,2003,1.2000000476837158
egy,f,2003,0.30000001192092896
egy,mf,2004,1.5
egy,m,2004,1.399999976158142
egy,f,2004,0.10000000149011612
egy,mf,2005,34.29999923706055
egy,m,2005,31.600000381469727
egy,f,2005,2.700000047683716
egy,mf,2006,46.20000076293945
egy,m,2006,40.599998474121094
egy,f,2006,5.599999904632568
egy,mf,2007,34.099998474121094
egy,m,2007,28.600000381469727
egy,f,2007,5.5
egy,mf,2008,26.0
egy,m,2008,21.0
egy,f,2008,4.0
egy,mf,2009,24.399999618530273
egy,m,2009,20.5
egy,f,2009,3.9000000953674316
egy,mf,2010,36.70000076293945
egy,m,2010,32.599998474121094
egy,f,2010,4.099999904632568
egy,mf,2011,54.24300003051758
egy,m,2011,48.59600067138672
egy,f,2011,5.645999908447266
egy,mf,2012,2.2360000610351562
egy,m,2012,1.9819999933242798
egy,f,2012,0.2540000081062317
slv,mf,1999,0.20200000703334808
slv,mf,2000,59.54999923706055
slv,m,2000,55.03300094604492
slv,f,2000,4.517000198364258
slv,mf,2001,65.39099884033203
slv,m,2001,60.42599868774414
slv,f,2001,4.965000152587891
slv,mf,2002,65.927001953125
slv,m,2002,60.70899963378906
slv,f,2002,5.2179999351501465
slv,mf,2003,64.43599700927734
slv,m,2003,60.14699935913086
slv,f,2003,4.289000034332275
slv,mf,2004,70.31400299072266
slv,m,2004,66.51799774169922
slv,f,2004,3.7960000038146973
slv,mf,2005,77.10199737548828
slv,m,2005,70.34300231933594
slv,f,2005,6.758999824523926
slv,mf,2006,73.22899627685547
slv,m,2006,66.6989974975586
slv,f,2006,6.53000020980835
slv,mf,2007,57.66400146484375
slv,m,2007,53.641998291015625
slv,f,2007,4.021999835968018
slv,mf,2008,59.566001892089844
slv,m,2008,53.21699905395508
slv,f,2008,6.348999977111816
gnq,mf,1983,1.0
gnq,m,1983,0.800000011920929
gnq,f,1983,0.20000000298023224
est,mf,1989,0.0
est,m,1989,0.0
est,f,1989,0.0
est,mf,1990,2.9000000953674316
est,m,1990,0.0
est,f,1990,0.0
est,mf,1991,4.0
est,m,1991,2.700000047683716
est,f,1991,1.2999999523162842
est,mf,1992,5.300000190734863
est,m,1992,3.5999999046325684
est,f,1992,1.7000000476837158
est,mf,1993,6.300000190734863
est,m,1993,4.099999904632568
est,f,1993,2.200000047683716
est,mf,1994,6.199999809265137
est,m,1994,4.0
est,f,1994,2.200000047683716
est,mf,1995,0.0
est,m,1995,0.0
est,f,1995,0.0
est,mf,1996,0.0
est,m,1996,0.0
est,f,1996,0.0
est,mf,1997,0.29499998688697815
est,m,1997,0.29499998688697815
est,f,1997,0.0
eth,mf,1994,204.3350067138672
eth,mf,2004,1.2999999523162842
eth,m,2004,0.5
eth,f,2004,0.800000011920929
eth,mf,2005,10.300000190734863
eth,m,2005,6.5
eth,f,2005,3.799999952316284
eth,mf,2006,3.0999999046325684
eth,m,2006,1.100000023841858
eth,f,2006,2.0
eth,mf,2011,2.187999963760376
eth,m,2011,1.2960000038146973
eth,f,2011,0.8920000195503235
eth,mf,2012,3.1619999408721924
eth,m,2012,2.0869998931884766
eth,f,2012,1.0759999752044678
fro,mf,2005,0.0
fro,m,2005,0.0
fro,f,2005,0.0
fin,mf,1980,10.0
fin,m,1980,7.0
fin,f,1980,4.0
fin,mf,1981,7.0
fin,m,1981,4.0
fin,f,1981,2.0
fin,mf,1982,6.0
fin,m,1982,5.0
fin,f,1982,2.0
fin,mf,1983,3.0
fin,m,1983,1.0
fin,f,1983,1.0
fin,mf,1984,4.0
fin,m,1984,2.0
fin,f,1984,2.0
fin,mf,1985,3.0
fin,m,1985,2.0
fin,f,1985,1.0
fin,mf,1986,2.0
fin,m,1986,2.0
fin,f,1986,1.0
fin,mf,1987,2.0
fin,m,1987,2.0
fin,f,1987,1.0
fin,mf,1988,2.0
fin,m,1988,1.0
fin,f,1988,2.0
fin,mf,1989,2.0
fin,m,1989,1.0
fin,f,1989,1.0
fin,mf,1990,3.0
fin,m,1990,1.0
fin,f,1990,1.0
fin,mf,1991,3.0
fin,m,1991,2.0
fin,f,1991,2.0
fin,mf,1992,3.0
fin,m,1992,2.0
fin,f,1992,1.0
fin,mf,1993,6.0
fin,m,1993,3.0
fin,f,1993,3.0
fin,mf,1994,7.0
fin,m,1994,4.0
fin,f,1994,3.0
fin,mf,1995,1.4769999980926514
fin,m,1995,0.3009999990463257
fin,f,1995,1.1759999990463257
fin,mf,1996,23.670000076293945
fin,m,1996,11.937999725341797
fin,f,1996,11.730999946594238
fin,mf,1997,7.723999977111816
fin,m,1997,3.621000051498413
fin,f,1997,4.103000164031982
fin,mf,1998,5.214000225067139
fin,m,1998,2.4670000076293945
fin,f,1998,2.746999979019165
fin,mf,1999,6.900000095367432
fin,m,1999,3.799999952316284
fin,f,1999,3.0999999046325684
fin,mf,2000,5.599999904632568
fin,m,2000,3.5
fin,f,2000,2.200000047683716
fin,mf,2001,7.199999809265137
fin,m,2001,4.0
fin,f,2001,3.0999999046325684
fin,mf,2002,5.400000095367432
fin,m,2002,2.799999952316284
fin,f,2002,2.5999999046325684
fin,mf,2003,9.800000190734863
fin,m,2003,5.199999809265137
fin,f,2003,4.5
fin,mf,2004,8.399999618530273
fin,m,2004,5.300000190734863
fin,f,2004,3.0999999046325684
fin,mf,2005,5.400000095367432
fin,m,2005,2.200000047683716
fin,f,2005,3.200000047683716
fin,mf,2006,7.599999904632568
fin,m,2006,3.5999999046325684
fin,f,2006,4.099999904632568
fin,mf,2007,5.900000095367432
fin,m,2007,3.5
fin,f,2007,2.5
fin,mf,2008,11.5
fin,m,2008,6.199999809265137
fin,f,2008,5.300000190734863
fin,mf,2009,9.0
fin,m,2009,4.699999809265137
fin,f,2009,4.199999809265137
fin,mf,2010,11.399999618530273
fin,m,2010,5.5
fin,f,2010,6.0
fin,mf,2011,10.699999809265137
fin,m,2011,4.900000095367432
fin,f,2011,5.699999809265137
fin,mf,2012,10.600000381469727
fin,m,2012,4.900000095367432
fin,f,2012,5.699999809265137
fin,mf,2013,9.600000381469727
fin,m,2013,4.5
fin,f,2013,5.099999904632568
fin,mf,2014,10.300000190734863
fin,m,2014,5.300000190734863
fin,f,2014,5.0
fra,mf,1992,35.08599853515625
fra,m,1992,19.333999633789062
fra,f,1992,15.751999855041504
fra,mf,1993,31.944000244140625
fra,m,1993,17.285999298095703
fra,f,1993,14.657999992370605
fra,mf,1994,11.65999984741211
fra,m,1994,6.414999961853027
fra,f,1994,5.244999885559082
fra,mf,1995,11.968000411987305
fra,m,1995,7.03000020980835
fra,f,1995,4.938000202178955
fra,mf,1996,8.178999900817871
fra,m,1996,3.8410000801086426
fra,f,1996,4.3379998207092285
fra,mf,1997,7.9710001945495605
fra,m,1997,4.236999988555908
fra,f,1997,3.7339999675750732
fra,mf,1998,7.925000190734863
fra,m,1998,4.484000205993652
fra,f,1998,3.440999984741211
fra,mf,2003,190.89999389648438
fra,m,2003,96.5999984741211
fra,f,2003,94.30000305175781
fra,mf,2004,70.5
fra,m,2004,30.799999237060547
fra,f,2004,39.70000076293945
fra,mf,2005,92.4000015258789
fra,m,2005,50.29999923706055
fra,f,2005,42.099998474121094
fra,mf,2006,44.900001525878906
fra,m,2006,21.200000762939453
fra,f,2006,23.700000762939453
fra,mf,2007,41.900001525878906
fra,m,2007,20.799999237060547
fra,f,2007,21.100000381469727
fra,mf,2008,135.10000610351562
fra,m,2008,76.80000305175781
fra,f,2008,58.20000076293945
fra,mf,2009,117.4000015258789
fra,m,2009,56.20000076293945
fra,f,2009,61.099998474121094
fra,mf,2010,122.5
fra,m,2010,58.79999923706055
fra,f,2010,63.70000076293945
fra,mf,2011,105.80000305175781
fra,m,2011,55.70000076293945
fra,f,2011,50.20000076293945
fra,mf,2012,113.0999984741211
fra,m,2012,63.5
fra,f,2012,49.599998474121094
fra,mf,2013,202.6999969482422
fra,m,2013,110.19999694824219
fra,f,2013,92.5
fra,mf,2014,260.5
fra,m,2014,150.6999969482422
fra,f,2014,109.69999694824219
gab,mf,1993,0.0
gab,m,1993,0.0
gab,f,1993,0.0
gmb,mf,1993,5.300000190734863
gmb,m,1993,1.399999976158142
gmb,f,1993,3.9000000953674316
geo,mf,1998,2.299999952316284
geo,m,1998,1.399999976158142
geo,f,1998,0.8999999761581421
geo,mf,1999,1.7999999523162842
geo,m,1999,0.800000011920929
geo,f,1999,1.0
geo,mf,2000,2.4000000953674316
geo,m,2000,0.10000000149011612
geo,f,2000,2.4000000953674316
geo,mf,2001,1.2999999523162842
geo,m,2001,0.20000000298023224
geo,f,2001,1.100000023841858
geo,mf,2002,0.0
geo,m,2002,0.0
geo,f,2002,0.0
geo,mf,2003,0.800000011920929
geo,m,2003,0.20000000298023224
geo,f,2003,0.6000000238418579
geo,mf,2004,1.399999976158142
geo,m,2004,0.800000011920929
geo,f,2004,0.6000000238418579
geo,mf,2005,0.30000001192092896
geo,m,2005,0.0
geo,f,2005,0.30000001192092896
geo,mf,2006,0.0
geo,m,2006,0.0
geo,f,2006,0.0
geo,mf,2007,0.0
geo,m,2007,0.0
geo,f,2007,0.0
deu,mf,1991,0.0
deu,m,1991,0.0
deu,f,1991,0.0
grc,mf,1981,1.7000000476837158
grc,m,1981,1.600000023841858
grc,f,1981,0.10000000149011612
grc,mf,1982,2.0999999046325684
grc,m,1982,1.100000023841858
grc,f,1982,1.0
grc,mf,1983,1.399999976158142
grc,m,1983,1.100000023841858
grc,f,1983,0.30000001192092896
grc,mf,1984,1.0
grc,m,1984,0.5
grc,f,1984,0.5
grc,mf,1985,1.0
grc,m,1985,0.699999988079071
grc,f,1985,0.4000000059604645
grc,mf,1986,0.699999988079071
grc,m,1986,0.4000000059604645
grc,f,1986,0.30000001192092896
grc,mf,1987,1.2000000476837158
grc,m,1987,1.0
grc,f,1987,0.20000000298023224
grc,mf,1988,0.800000011920929
grc,m,1988,0.5
grc,f,1988,0.30000001192092896
grc,mf,1989,0.699999988079071
grc,m,1989,0.5
grc,f,1989,0.20000000298023224
grc,mf,1990,1.5
grc,m,1990,0.699999988079071
grc,f,1990,0.800000011920929
grc,mf,1991,0.0
grc,m,1991,0.0
grc,f,1991,0.0
grc,mf,1992,0.0729999989271164
grc,m,1992,0.0
grc,f,1992,0.0729999989271164
grl,mf,2011,0.05400000140070915
grl,m,2011,0.03999999910593033
grl,f,2011,0.014000000432133675
grd,mf,1988,1.7519999742507935
grd,m,1988,1.0010000467300415
grd,f,1988,0.7509999871253967
grd,mf,1994,0.7099999785423279
grd,m,1994,0.47999998927116394
grd,f,1994,0.23000000417232513
grd,mf,1996,1.5499999523162842
grd,m,1996,0.75
grd,f,1996,0.8100000023841858
grd,mf,1998,1.3209999799728394
grd,m,1998,1.1160000562667847
grd,f,1998,0.20499999821186066
glp,mf,1980,0.0
gtm,mf,1981,4.900000095367432
gtm,m,1981,2.5
gtm,f,1981,2.4000000953674316
gtm,mf,1982,5.099999904632568
gtm,m,1982,2.5999999046325684
gtm,f,1982,2.5
gtm,mf,1987,1.0
gtm,m,1987,1.0
gtm,f,1987,0.0
gtm,mf,1989,1.899999976158142
gtm,m,1989,1.2999999523162842
gtm,f,1989,0.6000000238418579
gtm,mf,1990,0.20000000298023224
gtm,m,1990,0.20000000298023224
gtm,f,1990,0.0
gtm,mf,1991,0.20000000298023224
gtm,m,1991,0.20000000298023224
gtm,f,1991,0.0
gtm,mf,2002,183.76699829101562
gtm,m,2002,131.80599975585938
gtm,f,2002,51.96099853515625
gtm,mf,2003,182.9219970703125
gtm,m,2003,149.35699462890625
gtm,f,2003,33.564998626708984
ggy,mf,2011,0.024000000208616257
ggy,m,2011,0.013000000268220901
ggy,f,2011,0.010999999940395355
ggy,mf,2012,0.017000000923871994
ggy,m,2012,0.009999999776482582
ggy,f,2012,0.007000000216066837
gin,mf,1994,1.944000005722046
gin,m,1994,0.0
gin,f,1994,1.944000005722046
gin,mf,2011,19.672000885009766
gin,m,2011,10.005999565124512
gin,f,2011,9.666000366210938
gin,mf,2012,20.281999588012695
gin,m,2012,10.317000389099121
gin,f,2012,9.96500015258789
guy,mf,1997,3.7009999752044678
guy,m,1997,1.7400000095367432
guy,f,1997,1.9609999656677246
guy,mf,2001,3.7009999752044678
guy,m,2001,1.7400000095367432
guy,f,2001,1.9609999656677246
guy,mf,2002,8.734000205993652
guy,m,2002,6.633999824523926
guy,f,2002,2.1010000705718994
hti,mf,1982,51.2599983215332
hti,m,1982,26.549999237060547
hti,f,1982,24.709999084472656
hti,mf,1983,52.20000076293945
hti,m,1983,27.1299991607666
hti,f,1983,25.06999969482422
hti,mf,1988,48.900001525878906
hti,m,1988,26.959999084472656
hti,f,1988,21.940000534057617
hti,mf,1990,63.970001220703125
hti,m,1990,33.70000076293945
hti,f,1990,30.280000686645508
hnd,mf,1990,1.399999976158142
hnd,m,1990,1.100000023841858
hnd,f,1990,0.20000000298023224
hnd,mf,1991,2.200000047683716
hnd,mf,1992,0.6000000238418579
hnd,m,1992,0.5
hnd,f,1992,0.10000000149011612
hnd,mf,1994,1.343999981880188
hnd,m,1994,1.1759999990463257
hnd,f,1994,0.1679999977350235
hnd,mf,1995,0.30000001192092896
hnd,m,1995,0.0
hnd,f,1995,0.30000001192092896
hnd,mf,1996,0.0
hnd,m,1996,0.0
hnd,f,1996,0.0
hnd,mf,1997,0.0
hnd,m,1997,0.0
hnd,f,1997,0.0
hnd,mf,1998,0.0
hnd,m,1998,0.0
hnd,f,1998,0.0
hnd,mf,1999,0.0
hnd,m,1999,0.0
hnd,f,1999,0.0
hnd,mf,2001,0.0
hnd,m,2001,0.6000000238418579
hnd,f,2001,0.10000000149011612
hnd,mf,2002,1.0069999694824219
hnd,m,2002,0.6759999990463257
hnd,f,2002,0.3310000002384186
hnd,mf,2004,2.00600004196167
hnd,m,2004,0.8769999742507935
hnd,f,2004,1.128999948501587
hnd,mf,2005,4.705999851226807
hnd,m,2005,3.7090001106262207
hnd,f,2005,0.996999979019165
hnd,mf,2006,1.6410000324249268
hnd,m,2006,1.1349999904632568
hnd,f,2006,0.5059999823570251
hnd,mf,2007,2.2790000438690186
hnd,m,2007,1.6610000133514404
hnd,f,2007,0.6179999709129333
hnd,mf,2008,0.703000009059906
hnd,m,2008,0.19699999690055847
hnd,f,2008,0.5059999823570251
hnd,mf,2009,1.7039999961853027
hnd,m,2009,1.218000054359436
hnd,f,2009,0.4860000014305115
hnd,mf,2010,22.45800018310547
hnd,m,2010,15.430000305175781
hnd,f,2010,7.03000020980835
hnd,mf,2011,2.624000072479248
hnd,m,2011,0.5630000233650208
hnd,f,2011,2.061000108718872
hnd,mf,2012,2.5260000228881836
hnd,m,2012,0.5239999890327454
hnd,f,2012,2.002000093460083
hnd,mf,2013,2.0759999752044678
hnd,m,2013,1.0379999876022339
hnd,f,2013,1.0390000343322754
hkg,mf,1980,0.30000001192092896
hkg,m,1980,0.20000000298023224
hkg,f,1980,0.10000000149011612
hkg,mf,1981,0.0
hkg,m,1981,0.0
hkg,f,1981,0.0
hkg,mf,1982,0.30000001192092896
hkg,m,1982,0.20000000298023224
hkg,f,1982,0.10000000149011612
hkg,mf,1983,0.10000000149011612
hkg,m,1983,0.0
hkg,f,1983,0.0
hkg,mf,1984,0.20000000298023224
hkg,m,1984,0.10000000149011612
hkg,f,1984,0.10000000149011612
hkg,mf,1985,0.10000000149011612
hkg,m,1985,0.10000000149011612
hkg,f,1985,0.10000000149011612
hkg,mf,1986,0.0
hkg,m,1986,0.0
hkg,f,1986,0.0
hkg,mf,1987,0.0
hkg,m,1987,0.0
hkg,f,1987,0.0
hkg,mf,1988,0.0
hkg,m,1988,0.0
hkg,f,1988,0.0
hkg,mf,1989,0.0
hkg,m,1989,0.0
hkg,f,1989,0.0
hkg,mf,1990,0.0
hkg,m,1990,0.0
hkg,f,1990,0.0
hkg,mf,1991,0.0
hkg,m,1991,0.0
hkg,f,1991,0.0
hkg,mf,1992,0.0
hkg,m,1992,0.0
hkg,f,1992,0.0
hkg,mf,1993,0.0
hkg,m,1993,0.0
hkg,f,1993,0.0
hkg,mf,1994,0.10000000149011612
hkg,m,1994,0.10000000149011612
hkg,f,1994,0.0
hkg,mf,1995,0.0
hkg,m,1995,0.0
hkg,f,1995,0.0
hkg,mf,1996,0.0
hkg,m,1996,0.0
hkg,f,1996,0.0
hkg,mf,2009,286.8999938964844
hkg,m,2009,29.399999618530273
hkg,f,2009,257.6000061035156
