country,sex,year,not_adequately_defined_000
hkg,mf,2010,295.1000061035156
hkg,m,2010,29.700000762939453
hkg,f,2010,265.3999938964844
hkg,mf,2011,307.0
hkg,m,2011,30.0
hkg,f,2011,276.6000061035156
hkg,mf,2012,325.0
hkg,m,2012,32.0
hkg,f,2012,292.8999938964844
hkg,mf,2013,336.20001220703125
hkg,m,2013,31.399999618530273
hkg,f,2013,304.79998779296875
hkg,mf,2014,335.29998779296875
hkg,m,2014,29.5
hkg,f,2014,305.8999938964844
hun,mf,1981,247.8000030517578
hun,m,1981,0.0
hun,f,1981,247.8000030517578
hun,mf,1982,237.39999389648438
hun,m,1982,0.10000000149011612
hun,f,1982,237.3000030517578
hun,mf,1983,228.60000610351562
hun,m,1983,0.30000001192092896
hun,f,1983,228.3000030517578
hun,mf,1984,220.8000030517578
hun,m,1984,0.4000000059604645
hun,f,1984,220.39999389648438
hun,mf,1985,218.6999969482422
hun,m,1985,0.5
hun,f,1985,218.1999969482422
hun,mf,1986,222.3000030517578
hun,m,1986,0.699999988079071
hun,f,1986,221.60000610351562
hun,mf,1987,227.8000030517578
hun,m,1987,1.0
hun,f,1987,226.8000030517578
hun,mf,1988,235.89999389648438
hun,m,1988,1.100000023841858
hun,f,1988,234.8000030517578
hun,mf,1989,242.89999389648438
hun,m,1989,1.2000000476837158
hun,f,1989,241.6999969482422
hun,mf,1992,4.300000190734863
hun,mf,1993,1.5
hun,mf,1994,0.6000000238418579
hun,m,1994,0.0
hun,f,1994,0.0
hun,mf,1995,0.5
hun,m,1995,0.5
hun,f,1995,0.0
hun,mf,1996,0.25200000405311584
hun,m,1996,0.25200000405311584
hun,f,1996,0.0
hun,mf,1998,0.12099999934434891
hun,m,1998,0.12099999934434891
hun,f,1998,0.0
hun,mf,2014,15.699999809265137
hun,m,2014,8.0
hun,f,2014,7.699999809265137
isl,mf,1991,0.10000000149011612
isl,m,1991,0.10000000149011612
isl,f,1991,0.0
isl,mf,1992,0.10000000149011612
isl,m,1992,0.10000000149011612
isl,f,1992,0.0
isl,mf,1993,0.10000000149011612
isl,m,1993,0.0
isl,f,1993,0.0
isl,mf,1994,0.10000000149011612
isl,m,1994,0.10000000149011612
isl,f,1994,0.0
isl,mf,1995,0.04600000008940697
isl,m,1995,0.04600000008940697
isl,f,1995,0.0
isl,mf,1996,0.19099999964237213
isl,m,1996,0.19099999964237213
isl,f,1996,0.0
isl,mf,1997,0.2759999930858612
isl,m,1997,0.1459999978542328
isl,f,1997,0.12999999523162842
isl,mf,1998,0.04800000041723251
isl,m,1998,0.0
isl,f,1998,0.04800000041723251
isl,mf,2005,0.5
isl,mf,2009,0.699999988079071
isl,mf,2012,0.6000000238418579
isl,mf,2013,0.6000000238418579
isl,mf,2014,0.6000000238418579
ind,mf,1994,4874.32177734375
ind,m,1994,2539.31396484375
ind,f,1994,2335.007080078125
idn,mf,1980,21.0
idn,m,1980,17.0
idn,f,1980,4.0
idn,mf,1982,1.0
idn,m,1982,0.0
idn,f,1982,0.0
idn,mf,1985,67.0
idn,m,1985,32.0
idn,f,1985,35.0
idn,mf,1986,131.0
idn,m,1986,69.0
idn,f,1986,63.0
idn,mf,1987,3.0
idn,m,1987,1.0
idn,f,1987,1.0
idn,mf,1988,3912.0
idn,m,1988,2391.0
idn,f,1988,1521.0
idn,mf,1989,55.0
idn,m,1989,25.0
idn,f,1989,30.0
idn,mf,1990,128.0
idn,m,1990,58.0
idn,f,1990,70.0
idn,mf,1991,149.0
idn,m,1991,60.0
idn,f,1991,89.0
idn,mf,1992,124.0
idn,m,1992,53.0
idn,f,1992,72.0
idn,mf,1993,138.0
idn,m,1993,58.0
idn,f,1993,81.0
idn,mf,1994,135.0
idn,m,1994,69.0
idn,f,1994,66.0
idn,mf,1995,0.0
idn,m,1995,0.0
idn,f,1995,0.0
idn,mf,1996,10.0
idn,m,1996,9.0
idn,f,1996,1.0
idn,mf,1997,3.0
idn,m,1997,2.0
idn,f,1997,2.0
idn,mf,1998,0.0
idn,m,1998,0.0
idn,f,1998,0.0
idn,mf,1999,0.0
idn,m,1999,0.0
idn,f,1999,0.0
idn,mf,2000,0.0
idn,m,2000,0.0
idn,f,2000,0.0
idn,mf,2001,7.0
idn,m,2001,4.0
idn,f,2001,3.0
idn,mf,2002,3.0
idn,m,2002,2.0
idn,f,2002,1.0
idn,mf,2003,5.0
idn,m,2003,5.0
idn,f,2003,0.0
idn,mf,2004,4.0
idn,m,2004,2.0
idn,f,2004,2.0
idn,mf,2005,61.0
idn,m,2005,39.0
idn,f,2005,22.0
idn,mf,2006,42.0
idn,m,2006,31.0
idn,f,2006,11.0
idn,mf,2007,63.0
idn,m,2007,44.0
idn,f,2007,19.0
idn,mf,2008,98.0
idn,m,2008,70.0
idn,f,2008,28.0
idn,mf,2009,70.30899810791016
idn,m,2009,47.10599899291992
idn,f,2009,23.202999114990234
idn,mf,2010,48.73500061035156
idn,m,2010,29.860000610351562
idn,f,2010,18.875
irn,mf,1982,910.0
irn,mf,1996,290.0
irn,m,1996,235.0
irn,f,1996,55.0
irn,mf,2005,4.0
irn,m,2005,3.0
irn,f,2005,1.0
irn,mf,2006,5.0
irn,m,2006,4.0
irn,f,2006,1.0
irn,mf,2007,4.0
irn,m,2007,3.0
irn,f,2007,0.0
irn,mf,2008,19.0
irn,m,2008,14.0
irn,f,2008,5.0
irn,mf,2009,3.559000015258789
irn,m,2009,2.878000020980835
irn,f,2009,0.6800000071525574
irn,mf,2010,1.3480000495910645
irn,m,2010,1.3480000495910645
irn,f,2010,0.0
irn,mf,2014,2.9860000610351562
irn,m,2014,2.8469998836517334
irn,f,2014,0.1379999965429306
irq,mf,2006,0.0
irq,m,2006,0.0
irq,f,2006,0.0
irq,mf,2007,255.3000030517578
irq,m,2007,188.39999389648438
irq,f,2007,66.9000015258789
irq,mf,2008,0.0
irq,m,2008,0.0
irq,f,2008,0.0
irl,mf,1983,4.300000190734863
irl,m,1983,2.299999952316284
irl,f,1983,2.0
irl,mf,1984,4.5
irl,m,1984,2.9000000953674316
irl,f,1984,1.600000023841858
irl,mf,1985,4.900000095367432
irl,m,1985,3.0
irl,f,1985,1.899999976158142
irl,mf,1986,6.099999904632568
irl,m,1986,4.300000190734863
irl,f,1986,1.7999999523162842
irl,mf,1987,4.699999809265137
irl,m,1987,2.799999952316284
irl,f,1987,1.7999999523162842
irl,mf,1988,5.0
irl,m,1988,3.200000047683716
irl,f,1988,1.7999999523162842
irl,mf,1989,3.4000000953674316
irl,m,1989,2.200000047683716
irl,f,1989,1.2000000476837158
irl,mf,1990,4.300000190734863
irl,m,1990,2.700000047683716
irl,f,1990,1.5
irl,mf,1991,5.099999904632568
irl,m,1991,2.5999999046325684
irl,f,1991,2.5
irl,mf,1992,3.9000000953674316
irl,mf,1993,4.0
irl,mf,1994,6.400000095367432
irl,m,1994,3.4000000953674316
irl,f,1994,3.0
irl,mf,1995,4.5
irl,m,1995,2.5999999046325684
irl,f,1995,1.899999976158142
irl,mf,1996,5.300000190734863
irl,m,1996,3.5
irl,f,1996,1.7999999523162842
irl,mf,1997,32.29999923706055
irl,m,1997,18.600000381469727
irl,f,1997,13.800000190734863
irl,mf,1998,7.800000190734863
irl,m,1998,3.9000000953674316
irl,f,1998,3.799999952316284
irl,mf,1999,9.5
irl,m,1999,4.699999809265137
irl,f,1999,4.699999809265137
irl,mf,2000,12.699999809265137
irl,m,2000,6.5
irl,f,2000,6.400000095367432
irl,mf,2001,8.899999618530273
irl,m,2001,3.9000000953674316
irl,f,2001,4.800000190734863
irl,mf,2002,10.5
irl,m,2002,5.400000095367432
irl,f,2002,4.900000095367432
irl,mf,2003,7.800000190734863
irl,m,2003,4.599999904632568
irl,f,2003,3.4000000953674316
irl,mf,2004,9.0
irl,m,2004,5.400000095367432
irl,f,2004,3.700000047683716
irl,mf,2005,12.600000381469727
irl,m,2005,8.699999809265137
irl,f,2005,3.9000000953674316
irl,mf,2006,12.0
irl,m,2006,8.100000381469727
irl,f,2006,4.0
irl,mf,2007,8.399999618530273
irl,m,2007,5.300000190734863
irl,f,2007,2.9000000953674316
irl,mf,2008,10.600000381469727
irl,m,2008,5.800000190734863
irl,f,2008,4.5
irl,mf,2009,9.199999809265137
irl,m,2009,4.900000095367432
irl,f,2009,4.199999809265137
irl,mf,2010,12.100000381469727
irl,m,2010,7.800000190734863
irl,f,2010,4.5
irl,mf,2011,7.400000095367432
irl,m,2011,4.900000095367432
irl,f,2011,2.299999952316284
irl,mf,2012,5.5
irl,m,2012,3.200000047683716
irl,f,2012,2.0999999046325684
irl,mf,2013,5.300000190734863
irl,m,2013,3.299999952316284
irl,f,2013,1.899999976158142
irl,mf,2014,6.099999904632568
irl,m,2014,3.700000047683716
irl,f,2014,2.5999999046325684
imn,mf,2006,0.01899999938905239
imn,m,2006,0.014999999664723873
imn,f,2006,0.004000000189989805
isr,mf,1980,10.199999809265137
isr,m,1980,6.699999809265137
isr,f,1980,3.5
isr,mf,1981,10.600000381469727
isr,m,1981,6.599999904632568
isr,f,1981,4.0
isr,mf,1982,9.300000190734863
isr,m,1982,5.599999904632568
isr,f,1982,3.700000047683716
isr,mf,1983,9.600000381469727
isr,m,1983,6.300000190734863
isr,f,1983,3.4000000953674316
isr,mf,1984,9.800000190734863
isr,m,1984,6.0
isr,f,1984,3.700000047683716
isr,mf,1985,7.199999809265137
isr,m,1985,5.300000190734863
isr,f,1985,1.899999976158142
isr,mf,1986,9.0
isr,m,1986,6.900000095367432
isr,f,1986,1.5
isr,mf,1987,9.300000190734863
isr,m,1987,6.699999809265137
isr,f,1987,2.5
isr,mf,1988,9.399999618530273
isr,m,1988,6.800000190734863
isr,f,1988,2.5999999046325684
isr,mf,1989,8.0
isr,m,1989,5.900000095367432
isr,f,1989,2.0999999046325684
isr,mf,1990,8.699999809265137
isr,m,1990,6.599999904632568
isr,f,1990,2.4000000953674316
isr,mf,1991,10.399999618530273
isr,m,1991,7.300000190734863
isr,f,1991,3.5999999046325684
isr,mf,1992,10.600000381469727
isr,m,1992,7.0
isr,f,1992,3.5999999046325684
isr,mf,1993,9.399999618530273
isr,m,1993,6.599999904632568
isr,f,1993,2.799999952316284
isr,mf,1994,11.199999809265137
isr,m,1994,8.5
isr,f,1994,2.700000047683716
isr,mf,1995,13.5
isr,m,1995,10.0
isr,f,1995,3.5
isr,mf,1996,10.800000190734863
isr,m,1996,7.900000095367432
isr,f,1996,2.9000000953674316
isr,mf,1997,12.899999618530273
isr,m,1997,9.0
isr,f,1997,3.9000000953674316
isr,mf,1998,11.600000381469727
isr,m,1998,8.0
isr,f,1998,3.5999999046325684
isr,mf,1999,21.399999618530273
isr,m,1999,15.0
isr,f,1999,6.400000095367432
isr,mf,2000,24.700000762939453
isr,m,2000,16.799999237060547
isr,f,2000,8.0
isr,mf,2001,24.200000762939453
isr,m,2001,16.299999237060547
isr,f,2001,8.0
isr,mf,2002,26.700000762939453
isr,m,2002,18.5
isr,f,2002,8.199999809265137
isr,mf,2003,18.0
isr,m,2003,12.800000190734863
isr,f,2003,5.199999809265137
isr,mf,2004,24.200000762939453
isr,m,2004,17.100000381469727
isr,f,2004,7.099999904632568
isr,mf,2005,23.399999618530273
isr,m,2005,15.0
isr,f,2005,8.399999618530273
isr,mf,2006,20.799999237060547
isr,m,2006,12.100000381469727
isr,f,2006,8.699999809265137
isr,mf,2007,22.100000381469727
isr,m,2007,14.100000381469727
isr,f,2007,8.0
isr,mf,2008,23.0
isr,m,2008,14.699999809265137
isr,f,2008,8.300000190734863
isr,mf,2009,24.700000762939453
isr,m,2009,16.5
isr,f,2009,8.199999809265137
isr,mf,2010,25.7549991607666
isr,m,2010,16.170000076293945
isr,f,2010,9.585000038146973
isr,mf,2011,45.5629997253418
isr,m,2011,29.4060001373291
isr,f,2011,16.156999588012695
isr,mf,2012,73.67500305175781
isr,m,2012,48.54999923706055
isr,f,2012,25.125
isr,mf,2013,53.654998779296875
isr,m,2013,34.880001068115234
isr,f,2013,18.774999618530273
jam,mf,1992,5.800000190734863
jam,m,1992,2.9000000953674316
jam,f,1992,2.9000000953674316
jam,mf,1993,9.899999618530273
jam,m,1993,4.199999809265137
jam,f,1993,5.699999809265137
jam,mf,1994,12.399999618530273
jam,m,1994,6.599999904632568
jam,f,1994,5.900000095367432
jam,mf,1995,1.100000023841858
jam,m,1995,0.699999988079071
jam,f,1995,0.4000000059604645
jam,mf,1996,0.800000011920929
jam,m,1996,0.4000000059604645
jam,f,1996,0.4000000059604645
jam,mf,1997,2.0
jam,m,1997,0.800000011920929
jam,f,1997,1.2000000476837158
jam,mf,1998,1.2999999523162842
jam,m,1998,0.8999999761581421
jam,f,1998,0.4000000059604645
jam,mf,1999,2.0999999046325684
jam,m,1999,0.8999999761581421
jam,f,1999,1.2000000476837158
jam,mf,2000,2.9000000953674316
jam,m,2000,1.100000023841858
jam,f,2000,1.5
jam,mf,2001,2.299999952316284
jam,m,2001,1.7999999523162842
jam,f,2001,0.5
jam,mf,2002,3.4000000953674316
jam,m,2002,1.399999976158142
jam,f,2002,2.0
jam,mf,2003,1.7999999523162842
jam,m,2003,1.2000000476837158
jam,f,2003,0.6000000238418579
jam,mf,2004,0.4000000059604645
jam,m,2004,0.20000000298023224
jam,f,2004,0.20000000298023224
jam,mf,2005,2.700000047683716
jam,m,2005,1.5
jam,f,2005,1.2000000476837158
jam,mf,2006,1.7999999523162842
jam,m,2006,0.6000000238418579
jam,f,2006,1.2000000476837158
jam,mf,2007,1.899999976158142
jam,m,2007,0.800000011920929
jam,f,2007,1.100000023841858
jpn,mf,1980,130.0
jpn,m,1980,90.0
jpn,f,1980,40.0
jpn,mf,1981,120.0
jpn,m,1981,80.0
jpn,f,1981,40.0
jpn,mf,1982,150.0
jpn,m,1982,100.0
jpn,f,1982,50.0
jpn,mf,1983,150.0
jpn,m,1983,100.0
jpn,f,1983,50.0
jpn,mf,1984,210.0
jpn,m,1984,140.0
jpn,f,1984,60.0
jpn,mf,1985,230.0
jpn,m,1985,160.0
jpn,f,1985,80.0
jpn,mf,1986,220.0
jpn,m,1986,150.0
jpn,f,1986,70.0
jpn,mf,1987,240.0
jpn,m,1987,150.0
jpn,f,1987,90.0
jpn,mf,1988,280.0
jpn,m,1988,180.0
jpn,f,1988,100.0
jpn,mf,1989,310.0
jpn,m,1989,210.0
jpn,f,1989,100.0
jpn,mf,1990,300.0
jpn,m,1990,190.0
jpn,f,1990,110.0
jpn,mf,1991,280.0
jpn,m,1991,180.0
jpn,f,1991,100.0
jpn,mf,1992,300.0
jpn,m,1992,180.0
jpn,f,1992,120.0
jpn,mf,1993,270.0
jpn,m,1993,160.0
jpn,f,1993,110.0
jpn,mf,1994,290.0
jpn,m,1994,170.0
jpn,f,1994,120.0
jpn,mf,1995,250.0
jpn,m,1995,150.0
jpn,f,1995,100.0
jpn,mf,1996,290.0
jpn,m,1996,170.0
jpn,f,1996,120.0
jpn,mf,1997,340.0
jpn,m,1997,190.0
jpn,f,1997,140.0
jpn,mf,1998,360.0
jpn,m,1998,210.0
jpn,f,1998,140.0
jpn,mf,1999,410.0
jpn,m,1999,240.0
jpn,f,1999,170.0
jpn,mf,2000,390.0
jpn,m,2000,240.0
jpn,f,2000,150.0
jpn,mf,2001,440.0
jpn,m,2001,270.0
jpn,f,2001,170.0
jpn,mf,2002,560.0
jpn,m,2002,330.0
jpn,f,2002,230.0
jpn,mf,2009,630.0
jpn,m,2009,340.0
jpn,f,2009,290.0
jpn,mf,2010,650.0
jpn,m,2010,310.0
jpn,f,2010,290.0
jpn,mf,2012,640.0
jpn,m,2012,350.0
jpn,f,2012,280.0
jpn,mf,2013,920.0
jpn,m,2013,490.0
jpn,f,2013,430.0
jor,mf,2004,6.764999866485596
jor,m,2004,6.040999889373779
jor,f,2004,0.7239999771118164
kaz,mf,1999,2.299999952316284
kaz,m,1999,1.399999976158142
kaz,f,1999,0.8999999761581421
kir,mf,2005,0.43299999833106995
kir,m,2005,0.28299999237060547
kir,f,2005,0.15000000596046448
kwt,mf,1995,7.820000171661377
kwt,mf,2003,0.041999999433755875
kwt,mf,2005,7.466000080108643
kwt,m,2005,5.374000072479248
kwt,f,2005,2.0920000076293945
kgz,mf,1986,100.5
kgz,mf,1987,101.5
kgz,mf,1988,108.19999694824219
kgz,mf,1989,111.9000015258789
lao,mf,2010,4.313000202178955
lao,m,2010,2.1710000038146973
lao,f,2010,2.1419999599456787
lso,mf,1996,160.39999389648438
lso,m,1996,95.4000015258789
lso,f,1996,65.0
lso,mf,2008,2.2239999771118164
lso,m,2008,1.1679999828338623
lso,f,2008,1.055999994277954
lbr,mf,2007,378.6549987792969
lbr,m,2007,177.7429962158203
lbr,f,2007,200.91200256347656
lbr,mf,2010,20.0
lbr,m,2010,6.0
lbr,f,2010,14.0
lux,mf,1992,0.04500000178813934
lux,m,1992,0.04500000178813934
lux,f,1992,0.0
lux,mf,1993,0.8650000095367432
lux,m,1993,0.6169999837875366
lux,f,1993,0.24799999594688416
lux,mf,1994,0.7990000247955322
lux,m,1994,0.5239999890327454
lux,f,1994,0.2750000059604645
lux,mf,1995,0.9380000233650208
lux,m,1995,0.6869999766349792
lux,f,1995,0.25099998712539673
lux,mf,1996,0.2849999964237213
lux,m,1996,0.2070000022649765
lux,f,1996,0.07699999958276749
lux,mf,1997,0.26100000739097595
lux,m,1997,0.26100000739097595
lux,f,1997,0.0
lux,mf,1998,0.6899999976158142
lux,m,1998,0.48399999737739563
lux,f,1998,0.20600000023841858
lux,mf,1999,0.699999988079071
lux,mf,2001,0.6000000238418579
lux,mf,2003,0.5
lux,mf,2009,5.199999809265137
lux,m,2009,3.0999999046325684
lux,f,2009,2.0
lux,mf,2010,11.100000381469727
lux,m,2010,6.599999904632568
lux,f,2010,4.5
lux,mf,2011,6.699999809265137
lux,m,2011,4.099999904632568
lux,f,2011,2.5999999046325684
lux,mf,2012,5.099999904632568
lux,m,2012,2.9000000953674316
lux,f,2012,2.0999999046325684
lux,mf,2013,6.5
lux,m,2013,3.700000047683716
lux,f,2013,2.700000047683716
lux,mf,2014,5.199999809265137
lux,m,2014,3.0
lux,f,2014,2.200000047683716
mac,mf,1989,1.7000000476837158
mac,m,1989,0.8999999761581421
mac,f,1989,0.800000011920929
mac,mf,1990,0.30000001192092896
mac,m,1990,0.20000000298023224
mac,f,1990,0.10000000149011612
mac,mf,1991,0.20000000298023224
mac,m,1991,0.10000000149011612
mac,f,1991,0.10000000149011612
mac,mf,1992,0.4000000059604645
mac,m,1992,0.10000000149011612
mac,f,1992,0.30000001192092896
mac,mf,1993,0.699999988079071
mac,m,1993,0.30000001192092896
mac,f,1993,0.4000000059604645
mac,mf,1994,0.5
mac,m,1994,0.30000001192092896
mac,f,1994,0.30000001192092896
mac,mf,1995,0.30000001192092896
mac,m,1995,0.10000000149011612
mac,f,1995,0.20000000298023224
mac,mf,1996,0.20000000298023224
mac,m,1996,0.10000000149011612
mac,f,1996,0.10000000149011612
mac,mf,1997,0.10000000149011612
mac,m,1997,0.0
mac,f,1997,0.10000000149011612
mac,mf,1998,0.10000000149011612
mac,m,1998,0.0
mac,f,1998,0.10000000149011612
mac,mf,1999,0.10000000149011612
mac,m,1999,0.0
mac,f,1999,0.0
mac,mf,2000,0.10000000149011612
mac,m,2000,0.0
mac,f,2000,0.0
mac,mf,2001,0.30000001192092896
mac,m,2001,0.10000000149011612
mac,f,2001,0.20000000298023224
mac,mf,2002,0.30000001192092896
mac,m,2002,0.20000000298023224
mac,f,2002,0.10000000149011612
mac,mf,2003,0.20000000298023224
mac,m,2003,0.10000000149011612
mac,f,2003,0.10000000149011612
mac,mf,2004,0.10000000149011612
mac,m,2004,0.0
mac,f,2004,0.10000000149011612
mac,mf,2005,0.10000000149011612
mac,m,2005,0.10000000149011612
mac,f,2005,0.0
mac,mf,2006,0.10000000149011612
mac,m,2006,0.0
mac,f,2006,0.0
mac,mf,2007,0.0
mac,m,2007,0.0
mac,f,2007,0.0
mac,mf,2008,0.0
mac,m,2008,0.0
mac,f,2008,0.0
mac,mf,2009,0.10000000149011612
mac,m,2009,0.10000000149011612
mac,f,2009,0.0
mac,mf,2010,0.10000000149011612
mac,m,2010,0.10000000149011612
mac,f,2010,0.10000000149011612
mac,mf,2011,0.20000000298023224
mac,m,2011,0.10000000149011612
mac,f,2011,0.10000000149011612
mac,mf,2012,0.10000000149011612
mac,m,2012,0.10000000149011612
mac,f,2012,0.0
mac,mf,2013,0.6000000238418579
mac,m,2013,0.4000000059604645
mac,f,2013,0.30000001192092896
mys,mf,1980,0.8999999761581421
mys,m,1980,0.800000011920929
mys,f,1980,0.10000000149011612
mys,mf,1981,0.4000000059604645
mys,m,1981,0.30000001192092896
mys,f,1981,0.20000000298023224
mys,mf,1982,0.20000000298023224
mys,m,1982,0.10000000149011612
mys,f,1982,0.10000000149011612
mys,mf,1983,0.699999988079071
mys,m,1983,0.4000000059604645
mys,f,1983,0.30000001192092896
mys,mf,1984,1.899999976158142
mys,m,1984,1.399999976158142
mys,f,1984,0.5
mys,mf,1985,0.8999999761581421
mys,m,1985,0.699999988079071
mys,f,1985,0.20000000298023224
mys,mf,1986,0.699999988079071
mys,m,1986,0.4000000059604645
mys,f,1986,0.30000001192092896
mys,mf,1987,0.5
mys,m,1987,0.30000001192092896
mys,f,1987,0.20000000298023224
mys,mf,1988,0.699999988079071
mys,m,1988,0.5
mys,f,1988,0.20000000298023224
mys,mf,1989,0.4000000059604645
mys,m,1989,0.4000000059604645
mys,f,1989,0.10000000149011612
mys,mf,1990,0.20000000298023224
mys,m,1990,0.20000000298023224
mys,f,1990,0.0
mys,mf,1991,281.29998779296875
mys,m,1991,185.1999969482422
mys,f,1991,96.0999984741211
mys,mf,2013,0.0
mys,m,2013,0.0
mys,f,2013,0.0
mdv,mf,1990,2.187999963760376
mdv,m,1990,1.6230000257492065
mdv,f,1990,0.5649999976158142
mdv,mf,1995,2.3410000801086426
mdv,m,1995,1.6410000324249268
mdv,f,1995,0.699999988079071
mdv,mf,2000,14.821000099182129
mdv,m,2000,5.706999778747559
mdv,f,2000,9.144000053405762
mdv,mf,2003,2.049999952316284
mdv,m,2003,1.6419999599456787
mdv,f,2003,0.4090000092983246
mdv,mf,2006,4.745999813079834
mdv,m,2006,2.7170000076293945
mdv,f,2006,2.0290000438690186
mdv,mf,2010,2.635999917984009
mdv,m,2010,1.6360000371932983
mdv,f,2010,1.0
mli,mf,2006,4.021999835968018
mli,m,2006,2.0320000648498535
mli,f,2006,1.9900000095367432
mhl,mf,1999,0.20000000298023224
mhl,m,1999,0.20000000298023224
mhl,f,1999,0.10000000149011612
mtq,mf,1990,0.0
mtq,m,1990,0.0
mtq,f,1990,0.0
mus,mf,1990,0.699999988079071
mus,m,1990,0.5
mus,f,1990,0.30000001192092896
mus,mf,1992,3.4000000953674316
mus,m,1992,3.4000000953674316
mus,f,1992,0.0
mus,mf,1994,3.0999999046325684
mus,m,1994,3.0
mus,f,1994,0.10000000149011612
mus,mf,1995,3.0
mus,m,1995,3.0
mus,f,1995,0.0
mus,mf,1996,3.0
mus,m,1996,2.9000000953674316
mus,f,1996,0.10000000149011612
mus,mf,1997,2.5
mus,m,1997,2.4000000953674316
mus,f,1997,0.10000000149011612
mus,mf,1998,2.5
mus,m,1998,2.4000000953674316
mus,f,1998,0.10000000149011612
mus,mf,1999,2.0999999046325684
mus,m,1999,2.0
mus,f,1999,0.10000000149011612
mus,mf,2004,1.2000000476837158
mus,m,2004,1.100000023841858
mus,f,2004,0.10000000149011612
mus,mf,2005,0.6000000238418579
mus,m,2005,0.5
mus,f,2005,0.10000000149011612
mus,mf,2006,1.2999999523162842
mus,m,2006,1.0
mus,f,2006,0.30000001192092896
mus,mf,2007,3.0
mus,m,2007,2.200000047683716
mus,f,2007,0.800000011920929
mex,mf,1988,278.0
mex,mf,1990,803.9000244140625
mex,m,1990,499.1000061035156
mex,f,1990,304.79998779296875
mex,mf,1991,185.0
mex,m,1991,152.0
mex,f,1991,34.0
mex,mf,1992,18.0
mex,m,1992,14.0
mex,f,1992,5.0
mex,mf,1993,223.0
mex,m,1993,204.0
mex,f,1993,19.0
mex,mf,1994,14.0
mex,m,1994,13.0
mex,f,1994,0.0
mex,mf,1995,145.5800018310547
mex,m,1995,125.94200134277344
mex,f,1995,19.64699935913086
mex,mf,1996,163.63600158691406
mex,m,1996,133.2729949951172
mex,f,1996,30.364999771118164
mex,mf,1997,136.03900146484375
mex,m,1997,103.61499786376953
mex,f,1997,32.42300033569336
mex,mf,1998,159.7259979248047
mex,m,1998,130.54600524902344
mex,f,1998,29.18199920654297
mex,mf,1999,154.8159942626953
mex,m,1999,123.60700225830078
mex,f,1999,31.22100067138672
mex,mf,2000,10.482000350952148
mex,m,2000,5.984000205993652
mex,f,2000,4.498000144958496
mex,mf,2001,1.7699999809265137
mex,m,2001,1.350000023841858
mex,f,2001,0.41999998688697815
mex,mf,2002,3.240000009536743
mex,m,2002,2.2639999389648438
mex,f,2002,0.9760000109672546
mex,mf,2003,10.456999778747559
mex,m,2003,7.465000152587891
mex,f,2003,2.992000102996826
mex,mf,2004,13.428999900817871
mex,m,2004,9.338000297546387
mex,f,2004,4.091000080108643
mex,mf,2005,248.21499633789062
mex,m,2005,171.39999389648438
mex,f,2005,76.81500244140625
mex,mf,2006,309.7130126953125
mex,m,2006,208.2209930419922
mex,f,2006,101.49199676513672
mex,mf,2007,312.20599365234375
mex,m,2007,206.7729949951172
mex,f,2007,105.43299865722656
mex,mf,2008,333.02899169921875
mex,m,2008,225.5709991455078
mex,f,2008,107.45800018310547
mex,mf,2009,312.20599365234375
mex,m,2009,206.7729949951172
mex,f,2009,105.43299865722656
mex,mf,2010,333.02899169921875
mex,m,2010,225.5709991455078
mex,f,2010,107.45800018310547
mex,mf,2011,281.63299560546875
mex,m,2011,195.55099487304688
mex,f,2011,86.08200073242188
mex,mf,2012,350.9540100097656
mex,m,2012,209.97900390625
mex,f,2012,140.97500610351562
mex,mf,2013,297.45098876953125
mex,m,2013,189.4600067138672
mex,f,2013,107.98799896240234
mda,mf,1981,72.0
mda,mf,1982,70.0
mda,mf,1983,73.0
mda,mf,1984,74.0
mda,mf,1985,74.0
mda,mf,1986,77.0
mda,mf,1987,78.0
mda,mf,1988,80.0
mda,mf,1989,75.0
mda,mf,1990,69.0
mda,mf,1991,60.0
mda,mf,1992,58.0
mda,mf,1993,36.0
mda,mf,1994,35.0
mne,mf,2003,7.300000190734863
mne,m,2003,5.099999904632568
mne,f,2003,2.200000047683716
msr,mf,1980,0.003000000026077032
msr,mf,1991,0.03999999910593033
msr,m,1991,0.019999999552965164
msr,f,1991,0.009999999776482582
mar,mf,1990,7.199999809265137
mar,m,1990,5.099999904632568
mar,f,1990,2.0999999046325684
mar,mf,1991,6.199999809265137
mar,m,1991,5.199999809265137
mar,f,1991,1.0
mar,mf,1992,9.199999809265137
mar,m,1992,7.5
mar,f,1992,1.7000000476837158
mar,mf,1993,10.600000381469727
mar,m,1993,8.5
mar,f,1993,2.0
mar,mf,1995,19.899999618530273
mar,m,1995,8.699999809265137
mar,f,1995,11.199999809265137
mar,mf,1996,39.599998474121094
mar,m,1996,29.0
mar,f,1996,10.600000381469727
mar,mf,1997,29.299999237060547
mar,m,1997,22.200000762939453
mar,f,1997,7.099999904632568
mar,mf,1998,31.5
mar,m,1998,24.5
mar,f,1998,7.0
mar,mf,1999,11.699999809265137
mar,m,1999,7.900000095367432
mar,f,1999,3.799999952316284
mar,mf,2000,6.800000190734863
mar,m,2000,5.400000095367432
mar,f,2000,1.399999976158142
mar,mf,2001,4.199999809265137
mar,m,2001,3.299999952316284
mar,f,2001,0.8999999761581421
mar,mf,2002,4.099999904632568
mar,m,2002,2.799999952316284
