country,sex,year,industry_000
dnk,mf,2012,518.5999755859375
dnk,m,2012,398.70001220703125
dnk,f,2012,119.9000015258789
dnk,mf,2013,512.7000122070312
dnk,m,2013,396.70001220703125
dnk,f,2013,115.9000015258789
dnk,mf,2014,510.79998779296875
dnk,m,2014,393.8999938964844
dnk,f,2014,117.0
dma,mf,1989,8.899999618530273
dma,m,1989,5.800000190734863
dma,f,1989,3.0
dma,mf,1991,5.170000076293945
dma,m,1991,4.170000076293945
dma,f,1991,1.0800000429153442
dma,mf,1997,4.679999828338623
dma,m,1997,3.5399999618530273
dma,f,1997,1.1399999856948853
dma,mf,1999,4.920000076293945
dma,m,1999,3.740000009536743
dma,f,1999,1.190000057220459
dma,mf,2001,4.960000038146973
dma,m,2001,4.019999980926514
dma,f,2001,0.949999988079071
dom,mf,1991,515.7000122070312
dom,m,1991,363.29998779296875
dom,f,1991,152.39999389648438
dom,mf,1992,536.2000122070312
dom,m,1992,381.79998779296875
dom,f,1992,154.39999389648438
dom,mf,1993,577.9000244140625
dom,m,1993,421.5
dom,f,1993,156.1999969482422
dom,mf,1994,576.5
dom,m,1994,420.5
dom,f,1994,156.10000610351562
dom,mf,1995,575.7000122070312
dom,m,1995,423.3999938964844
dom,f,1995,152.3000030517578
dom,mf,1996,656.2000122070312
dom,m,1996,502.29998779296875
dom,f,1996,154.10000610351562
dom,mf,1997,677.0
dom,m,1997,516.5
dom,f,1997,160.39999389648438
dom,mf,1998,754.5999755859375
dom,m,1998,551.7000122070312
dom,f,1998,202.8000030517578
dom,mf,1999,753.7999877929688
dom,m,1999,569.5
dom,f,1999,189.3000030517578
dom,mf,2000,740.2999877929688
dom,m,2000,535.7999877929688
dom,f,2000,204.60000610351562
dom,mf,2001,693.9000244140625
dom,m,2001,525.2000122070312
dom,f,2001,167.60000610351562
dom,mf,2002,655.2000122070312
dom,m,2002,493.70001220703125
dom,f,2002,161.3000030517578
dom,mf,2003,678.4879760742188
dom,m,2003,519.0390014648438
dom,f,2003,159.4510040283203
dom,mf,2004,739.7039794921875
dom,m,2004,576.2449951171875
dom,f,2004,163.45899963378906
dom,mf,2005,732.2000122070312
dom,m,2005,565.4539794921875
dom,f,2005,166.7480010986328
dom,mf,2006,755.3460083007812
dom,m,2006,586.8289794921875
dom,f,2006,168.51699829101562
dom,mf,2007,778.0469970703125
dom,m,2007,612.2009887695312
dom,f,2007,165.8459930419922
dom,mf,2008,755.3460083007812
dom,m,2008,586.8289794921875
dom,f,2008,168.51699829101562
dom,mf,2009,778.0469970703125
dom,m,2009,612.2009887695312
dom,f,2009,165.8459930419922
dom,mf,2010,679.35400390625
dom,m,2010,550.3610229492188
dom,f,2010,128.9929962158203
dom,mf,2011,692.052001953125
dom,m,2011,556.7579956054688
dom,f,2011,135.29400634765625
dom,mf,2012,723.6909790039062
dom,m,2012,571.155029296875
dom,f,2012,152.53599548339844
dom,mf,2013,670.2119750976562
dom,m,2013,542.552978515625
dom,f,2013,127.65899658203125
dom,mf,2014,729.4229736328125
dom,m,2014,583.9920043945312
dom,f,2014,145.43099975585938
ecu,mf,1988,517.5499877929688
ecu,mf,1989,529.7100219726562
ecu,mf,1990,586.4000244140625
ecu,m,1990,449.5299987792969
ecu,f,1990,136.8800048828125
ecu,mf,1991,607.2899780273438
ecu,m,1991,450.5799865722656
ecu,f,1991,156.72000122070312
ecu,mf,1992,653.4199829101562
ecu,m,1992,475.8699951171875
ecu,f,1992,177.5500030517578
ecu,mf,1993,660.3400268554688
ecu,m,1993,491.9100036621094
ecu,f,1993,168.42999267578125
ecu,mf,1994,615.0
ecu,m,1994,460.0799865722656
ecu,f,1994,154.92999267578125
ecu,mf,1995,633.5900268554688
ecu,m,1995,469.54998779296875
ecu,f,1995,164.0500030517578
ecu,mf,1996,623.510009765625
ecu,m,1996,470.29998779296875
ecu,f,1996,153.11000061035156
ecu,mf,1997,681.8400268554688
ecu,m,1997,505.30999755859375
ecu,f,1997,176.50999450683594
ecu,mf,1998,674.989990234375
ecu,m,1998,507.989990234375
ecu,f,1998,166.97999572753906
ecu,mf,1999,725.5910034179688
ecu,m,1999,544.239990234375
ecu,f,1999,181.3489990234375
ecu,mf,2000,1049.8900146484375
ecu,m,2000,790.97900390625
ecu,f,2000,259.010009765625
ecu,mf,2001,1183.447998046875
ecu,m,2001,863.5349731445312
ecu,f,2001,320.01300048828125
ecu,mf,2003,1005.6129760742188
ecu,m,2003,778.4089965820312
ecu,f,2003,227.2030029296875
ecu,mf,2004,1066.60302734375
ecu,m,2004,786.6129760742188
ecu,f,2004,279.8900146484375
ecu,mf,2005,1043.6629638671875
ecu,m,2005,808.4609985351562
ecu,f,2005,235.20199584960938
ecu,mf,2006,1152.93603515625
ecu,m,2006,887.5380249023438
ecu,f,2006,265.49700927734375
ecu,mf,2007,1138.2769775390625
ecu,m,2007,862.5460205078125
ecu,f,2007,275.73199462890625
ecu,mf,2008,1155.4580078125
ecu,m,2008,879.5180053710938
ecu,f,2008,275.9410095214844
ecu,mf,2009,1155.4580078125
ecu,m,2009,879.5180053710938
ecu,f,2009,275.9410095214844
ecu,mf,2010,1156.9949951171875
ecu,m,2010,886.541015625
ecu,f,2010,270.4540100097656
ecu,mf,2011,1121.14794921875
ecu,m,2011,839.0490112304688
ecu,f,2011,282.0989990234375
ecu,mf,2012,1156.7349853515625
ecu,m,2012,868.25
ecu,f,2012,288.4840087890625
ecu,mf,2013,1374.751953125
ecu,m,2013,1052.9720458984375
ecu,f,2013,321.7799987792969
egy,mf,1980,1967.699951171875
egy,m,1980,1880.0
egy,f,1980,87.69999694824219
egy,mf,1981,2182.60009765625
egy,m,1981,2082.800048828125
egy,f,1981,99.80000305175781
egy,mf,1982,2211.199951171875
egy,m,1982,2104.60009765625
egy,f,1982,106.5999984741211
egy,mf,1983,2449.0
egy,m,1983,2170.800048828125
egy,f,1983,278.20001220703125
egy,mf,1984,2376.300048828125
egy,m,1984,2150.60009765625
egy,f,1984,225.6999969482422
egy,mf,1989,3092.10009765625
egy,m,1989,2717.699951171875
egy,f,1989,374.3999938964844
egy,mf,1990,2969.39990234375
egy,m,1990,2619.89990234375
egy,f,1990,349.29998779296875
egy,mf,1991,3434.199951171875
egy,m,1991,2953.800048828125
egy,f,1991,480.3999938964844
egy,mf,1992,3091.0
egy,m,1992,2760.89990234375
egy,f,1992,330.1000061035156
egy,mf,1993,3187.800048828125
egy,m,1993,2950.0
egy,f,1993,237.8000030517578
egy,mf,1994,3275.89990234375
egy,m,1994,3047.60009765625
egy,f,1994,228.3000030517578
egy,mf,1995,3358.60009765625
egy,m,1995,3087.10009765625
egy,f,1995,271.5
egy,mf,1996,3683.260986328125
egy,m,1996,3435.65087890625
egy,f,1996,247.61000061035156
egy,mf,1997,3521.10009765625
egy,m,1997,3278.0
egy,f,1997,243.10000610351562
egy,mf,1998,3601.699951171875
egy,m,1998,3329.0
egy,f,1998,272.70001220703125
egy,mf,1999,3782.199951171875
egy,m,1999,3432.300048828125
egy,f,1999,349.79998779296875
egy,mf,2000,3663.39990234375
egy,m,2000,3439.39990234375
egy,f,2000,224.0
egy,mf,2001,3733.10009765625
egy,m,2001,3411.699951171875
egy,f,2001,321.3999938964844
egy,mf,2002,3672.10009765625
egy,m,2002,3327.60009765625
egy,f,2002,344.5
egy,mf,2003,3578.60009765625
egy,m,2003,3362.39990234375
egy,f,2003,216.1999969482422
egy,mf,2004,3735.10009765625
egy,m,2004,3510.39990234375
egy,f,2004,224.6999969482422
egy,mf,2005,4153.7998046875
egy,m,2005,3966.800048828125
egy,f,2005,187.0
egy,mf,2006,4507.39990234375
egy,m,2006,4273.89990234375
egy,f,2006,233.5
egy,mf,2007,4808.10009765625
egy,m,2007,4522.60009765625
egy,f,2007,285.5
egy,mf,2008,5169.0
egy,m,2008,4920.0
egy,f,2008,249.0
egy,mf,2009,5452.2998046875
egy,m,2009,5217.7998046875
egy,f,2009,234.5
egy,mf,2010,6039.2001953125
egy,m,2010,5762.2001953125
egy,f,2010,277.0
egy,mf,2011,5490.3818359375
egy,m,2011,5254.7529296875
egy,f,2011,235.6280059814453
egy,mf,2012,5865.80810546875
egy,m,2012,5609.05908203125
egy,f,2012,256.7510070800781
egy,mf,2013,5780.15185546875
egy,m,2013,5534.51123046875
egy,f,2013,245.63999938964844
slv,mf,1980,291.3999938964844
slv,m,1980,193.60000610351562
slv,f,1980,97.5999984741211
slv,mf,1985,294.3999938964844
slv,m,1985,193.3000030517578
slv,f,1985,101.0
slv,mf,1986,93.0
slv,m,1986,58.79999923706055
slv,f,1986,34.20000076293945
slv,mf,1988,205.10000610351562
slv,m,1988,142.6999969482422
slv,f,1988,62.29999923706055
slv,mf,1989,213.10000610351562
slv,m,1989,141.0
slv,f,1989,72.19999694824219
slv,mf,1990,257.6000061035156
slv,m,1990,168.8000030517578
slv,f,1990,88.9000015258789
slv,mf,1991,255.3000030517578
slv,m,1991,159.10000610351562
slv,f,1991,96.30000305175781
slv,mf,1992,403.8999938964844
slv,m,1992,258.6000061035156
slv,f,1992,145.3000030517578
slv,mf,1994,504.5
slv,m,1994,308.20001220703125
slv,f,1994,196.39999389648438
slv,mf,1995,519.0
slv,m,1995,326.1000061035156
slv,f,1995,192.89999389648438
slv,mf,1996,512.2999877929688
slv,m,1996,325.5
slv,f,1996,186.89999389648438
slv,mf,1997,489.70001220703125
slv,m,1997,326.20001220703125
slv,f,1997,163.60000610351562
slv,mf,1998,547.4000244140625
slv,m,1998,327.0
slv,f,1998,220.3000030517578
slv,mf,1999,557.4390258789062
slv,mf,2000,562.3729858398438
slv,m,2000,331.70098876953125
slv,f,2000,230.6719970703125
slv,mf,2001,578.43701171875
slv,m,2001,358.87799072265625
slv,f,2001,219.5590057373047
slv,mf,2002,584.531005859375
slv,m,2002,347.22900390625
slv,f,2002,237.302001953125
slv,mf,2003,618.5609741210938
slv,m,2003,388.2850036621094
slv,f,2003,230.2760009765625
slv,mf,2004,598.2919921875
slv,m,2004,374.7170104980469
slv,f,2004,223.5749969482422
slv,mf,2005,575.2009887695312
slv,m,2005,357.9419860839844
slv,f,2005,217.15899658203125
slv,mf,2006,617.2479858398438
slv,m,2006,399.7070007324219
slv,f,2006,217.54100036621094
slv,mf,2007,517.0499877929688
slv,m,2007,327.8680114746094
slv,f,2007,189.1820068359375
slv,mf,2008,551.1950073242188
slv,m,2008,346.82598876953125
slv,f,2008,204.36900329589844
slv,mf,2009,488.31298828125
slv,m,2009,304.4930114746094
slv,f,2009,183.82000732421875
slv,mf,2010,512.844970703125
slv,m,2010,326.2690124511719
slv,f,2010,186.5760040283203
slv,mf,2011,524.4439697265625
slv,m,2011,332.32000732421875
slv,f,2011,192.12399291992188
slv,mf,2012,536.9210205078125
slv,m,2012,340.62799072265625
slv,f,2012,196.29299926757812
slv,mf,2013,535.2219848632812
slv,m,2013,339.4360046386719
slv,f,2013,195.78599548339844
gnq,mf,1983,3.700000047683716
gnq,m,1983,3.4000000953674316
gnq,f,1983,0.20000000298023224
est,mf,1989,310.70001220703125
est,m,1989,179.89999389648438
est,f,1989,130.89999389648438
est,mf,1990,304.3999938964844
est,m,1990,179.0
est,f,1990,125.4000015258789
est,mf,1991,298.79998779296875
est,m,1991,178.0
est,f,1991,120.80000305175781
est,mf,1992,274.1000061035156
est,m,1992,166.39999389648438
est,f,1992,107.5999984741211
est,mf,1993,232.39999389648438
est,m,1993,142.0
est,f,1993,90.30000305175781
est,mf,1994,219.39999389648438
est,m,1994,136.0
est,f,1994,83.4000015258789
est,mf,1995,216.8000030517578
est,m,1995,135.60000610351562
est,f,1995,81.19999694824219
est,mf,1996,208.39999389648438
est,m,1996,132.0
est,f,1996,76.4000015258789
est,mf,1997,201.6490020751953
est,m,1997,126.9520034790039
est,f,1997,74.697998046875
est,mf,1998,200.56700134277344
est,m,1998,129.71600341796875
est,f,1998,70.85299682617188
est,mf,1999,181.10000610351562
est,m,1999,116.4000015258789
est,f,1999,64.5999984741211
est,mf,2000,190.6999969482422
est,m,2000,124.80000305175781
est,f,2000,65.9000015258789
est,mf,2001,187.10000610351562
est,m,2001,123.19999694824219
est,f,2001,63.900001525878906
est,mf,2002,183.0
est,m,2002,121.9000015258789
est,f,2002,61.20000076293945
est,mf,2003,193.10000610351562
est,m,2003,127.0999984741211
est,f,2003,66.0
est,mf,2004,208.39999389648438
est,m,2004,133.1999969482422
est,f,2004,75.0999984741211
est,mf,2005,205.10000610351562
est,m,2005,131.89999389648438
est,f,2005,73.19999694824219
est,mf,2006,215.0
est,m,2006,146.3000030517578
est,f,2006,68.5
est,mf,2007,229.60000610351562
est,m,2007,159.60000610351562
est,f,2007,70.0
est,mf,2008,226.0
est,m,2008,155.8000030517578
est,f,2008,70.19999694824219
est,mf,2009,181.39999389648438
est,m,2009,122.80000305175781
est,f,2009,56.599998474121094
est,mf,2010,169.39999389648438
est,m,2010,117.5999984741211
est,f,2010,51.70000076293945
est,mf,2011,192.3000030517578
est,m,2011,136.3000030517578
est,f,2011,55.900001525878906
est,mf,2012,187.3000030517578
est,m,2012,134.5
est,f,2012,52.900001525878906
est,mf,2013,183.89999389648438
est,m,2013,131.89999389648438
est,f,2013,51.900001525878906
est,mf,2014,182.89999389648438
est,m,2014,130.60000610351562
est,f,2014,52.29999923706055
eth,mf,1994,583.8740234375
eth,mf,2004,642.2000122070312
eth,m,2004,408.8999938964844
eth,f,2004,233.3000030517578
eth,mf,2005,2090.0
eth,m,2005,870.5
eth,f,2005,1219.300048828125
eth,mf,2006,846.5999755859375
eth,m,2006,512.5
eth,f,2006,333.8999938964844
eth,mf,2011,1133.696044921875
eth,m,2011,743.1539916992188
eth,f,2011,390.5419921875
eth,mf,2012,1226.7840576171875
eth,m,2012,799.385986328125
eth,f,2012,427.3970031738281
eth,mf,2013,3133.955078125
eth,m,2013,1575.676025390625
eth,f,2013,1558.281005859375
fro,mf,2005,6.0
fro,m,2005,5.0
fro,f,2005,1.0
fji,mf,1990,30.496999740600586
fji,m,1990,27.7189998626709
fji,f,1990,2.7780001163482666
fji,mf,1993,34.551998138427734
fji,m,1993,24.16699981689453
fji,f,1993,10.385000228881836
fji,mf,1996,34.207000732421875
fji,m,1996,23.634000778198242
fji,f,1996,10.901000022888184
fji,mf,1997,36.36399841308594
fji,m,1997,24.98699951171875
fji,f,1997,12.093999862670898
fji,mf,1998,38.24399948120117
fji,m,1998,23.889999389648438
fji,f,1998,14.10200023651123
fji,mf,1999,37.74700164794922
fji,m,1999,23.72599983215332
fji,f,1999,14.03499984741211
fji,mf,2000,35.66400146484375
fji,m,2000,22.062000274658203
fji,f,2000,13.550000190734863
fji,mf,2003,35.80400085449219
fji,m,2003,24.656999588012695
fji,f,2003,11.36400032043457
fji,mf,2004,35.4119987487793
fji,m,2004,25.67799949645996
fji,f,2004,11.038999557495117
fji,mf,2005,38.090999603271484
fji,m,2005,28.041000366210938
fji,f,2005,10.5600004196167
fji,mf,2006,40.39799880981445
fji,m,2006,28.38800048828125
fji,f,2006,12.5600004196167
fji,mf,2007,30.013999938964844
fji,m,2007,21.360000610351562
fji,f,2007,8.654000282287598
fin,mf,1980,803.0
fin,m,1980,555.0
fin,f,1980,249.0
fin,mf,1981,821.0
fin,m,1981,569.0
fin,f,1981,253.0
fin,mf,1982,801.0
fin,m,1982,556.0
fin,f,1982,245.0
fin,mf,1983,789.0
fin,m,1983,554.0
fin,f,1983,234.0
fin,mf,1984,784.0
fin,m,1984,553.0
fin,f,1984,231.0
fin,mf,1985,777.0
fin,m,1985,547.0
fin,f,1985,231.0
fin,mf,1986,774.0
fin,m,1986,545.0
fin,f,1986,228.0
fin,mf,1987,753.0
fin,m,1987,534.0
fin,f,1987,219.0
fin,mf,1988,741.0
fin,m,1988,532.0
fin,f,1988,209.0
fin,mf,1989,760.0
fin,m,1989,553.0
fin,f,1989,208.0
fin,mf,1990,758.0
fin,m,1990,554.0
fin,f,1990,204.0
fin,mf,1991,681.0
fin,m,1991,497.0
fin,f,1991,183.0
fin,mf,1992,603.0
fin,m,1992,438.0
fin,f,1992,164.0
fin,mf,1993,549.0
fin,m,1993,402.0
fin,f,1993,147.0
fin,mf,1994,537.0
fin,m,1994,397.0
fin,f,1994,140.0
fin,mf,1995,555.8699951171875
fin,m,1995,411.3299865722656
fin,f,1995,144.54299926757812
fin,mf,1996,552.6199951171875
fin,m,1996,416.6369934082031
fin,f,1996,135.98300170898438
fin,mf,1997,579.22998046875
fin,m,1997,439.9670104980469
fin,f,1997,139.26300048828125
fin,mf,1998,614.18798828125
fin,m,1998,458.4729919433594
fin,f,1998,155.71499633789062
fin,mf,1999,643.2000122070312
fin,m,1999,486.0
fin,f,1999,157.10000610351562
fin,mf,2000,657.4000244140625
fin,m,2000,497.0
fin,f,2000,160.1999969482422
fin,mf,2001,646.9000244140625
fin,m,2001,489.29998779296875
fin,f,2001,157.60000610351562
fin,mf,2002,648.2999877929688
fin,m,2002,490.29998779296875
fin,f,2002,157.89999389648438
fin,mf,2003,635.5
fin,m,2003,486.70001220703125
fin,f,2003,148.89999389648438
fin,mf,2004,617.4000244140625
fin,m,2004,475.79998779296875
fin,f,2004,141.5
fin,mf,2005,614.7999877929688
fin,m,2005,473.20001220703125
fin,f,2005,141.5
fin,mf,2006,621.0999755859375
fin,m,2006,482.8999938964844
fin,f,2006,138.1999969482422
fin,mf,2007,634.4000244140625
fin,m,2007,497.70001220703125
fin,f,2007,136.6999969482422
fin,mf,2008,628.9000244140625
fin,m,2008,503.29998779296875
fin,f,2008,125.69999694824219
fin,mf,2009,581.2999877929688
fin,m,2009,462.5
fin,f,2009,118.69999694824219
fin,mf,2010,562.2999877929688
fin,m,2010,446.20001220703125
fin,f,2010,116.0
fin,mf,2011,559.5999755859375
fin,m,2011,450.70001220703125
fin,f,2011,108.9000015258789
fin,mf,2012,556.2999877929688
fin,m,2012,448.5
fin,f,2012,107.69999694824219
fin,mf,2013,551.0
fin,m,2013,444.70001220703125
fin,f,2013,106.4000015258789
fin,mf,2014,523.9000244140625
fin,m,2014,423.3999938964844
fin,f,2014,100.5
fra,mf,1980,7712.89990234375
fra,m,1980,5833.39990234375
fra,f,1980,1879.4000244140625
fra,mf,1981,7515.89990234375
fra,m,1981,5698.7998046875
fra,f,1981,1817.199951171875
fra,mf,1982,7394.89990234375
fra,m,1982,5597.5
fra,f,1982,1797.4000244140625
fra,mf,1983,7220.2001953125
fra,m,1983,5442.39990234375
fra,f,1983,1777.800048828125
fra,mf,1984,6969.7998046875
fra,m,1984,5235.7001953125
fra,f,1984,1734.300048828125
fra,mf,1985,6768.39990234375
fra,m,1985,5080.7998046875
fra,f,1985,1687.800048828125
fra,mf,1986,6667.7998046875
fra,m,1986,5009.60009765625
fra,f,1986,1658.0999755859375
fra,mf,1987,6569.2001953125
fra,m,1987,4947.89990234375
fra,f,1987,1621.300048828125
fra,mf,1988,6527.89990234375
fra,m,1988,4928.60009765625
fra,f,1988,1599.199951171875
fra,mf,1989,6584.2001953125
fra,m,1989,4971.60009765625
fra,f,1989,1612.699951171875
fra,mf,1990,6628.0
fra,m,1990,4998.5
fra,f,1990,1629.5
fra,mf,1991,6539.0
fra,m,1991,4933.60009765625
fra,f,1991,1605.4000244140625
fra,mf,1992,6436.14697265625
fra,m,1992,4834.798828125
fra,f,1992,1601.3489990234375
fra,mf,1993,5993.783203125
fra,m,1993,4527.32177734375
fra,f,1993,1466.4610595703125
fra,mf,1994,5786.72509765625
fra,m,1994,4331.1318359375
fra,f,1994,1455.593017578125
fra,mf,1995,5898.39013671875
fra,m,1995,4429.158203125
fra,f,1995,1469.2320556640625
fra,mf,1996,5835.248046875
fra,m,1996,4421.5390625
fra,f,1996,1413.708984375
fra,mf,1997,5829.375
fra,m,1997,4413.68701171875
fra,f,1997,1415.68798828125
fra,mf,1998,5854.81982421875
fra,m,1998,4423.44384765625
fra,f,1998,1431.3759765625
fra,mf,1999,5908.39892578125
fra,m,1999,4455.89990234375
fra,f,1999,1452.5999755859375
fra,mf,2000,6064.60009765625
fra,m,2000,4601.60009765625
fra,f,2000,1463.0
fra,mf,2001,6154.89990234375
fra,m,2001,4672.89990234375
fra,f,2001,1482.0999755859375
fra,mf,2002,6056.7998046875
fra,m,2002,4614.5
fra,f,2002,1442.300048828125
fra,mf,2003,5887.0
fra,m,2003,4459.5
fra,f,2003,1387.699951171875
fra,mf,2004,5904.7998046875
fra,m,2004,4496.7998046875
fra,f,2004,1407.9000244140625
fra,mf,2005,5911.60009765625
fra,m,2005,4512.10009765625
fra,f,2005,1399.5999755859375
fra,mf,2006,5969.2998046875
fra,m,2006,4592.60009765625
fra,f,2006,1376.5999755859375
fra,mf,2007,5946.2001953125
fra,m,2007,4558.60009765625
fra,f,2007,1387.4000244140625
fra,mf,2008,5983.10009765625
fra,m,2008,4648.10009765625
fra,f,2008,1335.0999755859375
fra,mf,2009,5781.5
fra,m,2009,4530.60107421875
fra,f,2009,1250.699951171875
fra,mf,2010,5685.2001953125
fra,m,2010,4451.2001953125
fra,f,2010,1234.0
fra,mf,2011,5672.5
fra,m,2011,4389.2001953125
fra,f,2011,1283.199951171875
fra,mf,2012,5571.60009765625
fra,m,2012,4315.89990234375
fra,f,2012,1255.699951171875
fra,mf,2013,5428.7998046875
fra,m,2013,4188.5
fra,f,2013,1240.4000244140625
fra,mf,2014,5349.7001953125
fra,m,2014,4129.89990234375
fra,f,2014,1219.9000244140625
guf,mf,2010,8.399999618530273
guf,mf,2011,8.699999809265137
guf,mf,2012,8.699999809265137
pyf,mf,1995,6.75600004196167
pyf,mf,1996,7.019999980926514
pyf,mf,1997,7.50600004196167
pyf,mf,1998,8.375
pyf,mf,1999,9.079999923706055
pyf,mf,2000,9.470000267028809
pyf,mf,2001,9.956000328063965
pyf,mf,2002,10.817999839782715
pyf,mf,2003,10.63700008392334
pyf,mf,2004,10.97700023651123
pyf,mf,2005,11.12399959564209
pyf,mf,2006,11.317000389099121
pyf,mf,2007,11.680999755859375
pyf,mf,2008,11.642000198364258
pyf,mf,2009,10.79800033569336
pyf,mf,2010,10.270000457763672
pyf,mf,2011,9.96500015258789
gab,mf,1993,29.552000045776367
gab,m,1993,25.89299964904785
gab,f,1993,3.6589999198913574
gab,mf,2005,41.733001708984375
gab,m,2005,38.04800033569336
gab,f,2005,3.684999942779541
gmb,mf,1993,24.0
gmb,m,1993,21.5
gmb,f,1993,2.5
gmb,mf,2014,71.48600006103516
gmb,m,2014,62.676998138427734
gmb,f,2014,8.810999870300293
geo,mf,1998,176.3000030517578
geo,m,1998,129.1999969482422
geo,f,1998,47.099998474121094
geo,mf,1999,163.5
geo,m,1999,121.5999984741211
geo,f,1999,41.900001525878906
geo,mf,2000,180.1999969482422
geo,m,2000,143.89999389648438
geo,f,2000,36.29999923706055
geo,mf,2001,174.1999969482422
geo,m,2001,120.30000305175781
geo,f,2001,53.900001525878906
geo,mf,2002,151.1999969482422
geo,m,2002,120.19999694824219
geo,f,2002,31.0
geo,mf,2003,151.5
geo,m,2003,115.5
geo,f,2003,36.0
geo,mf,2004,157.5
geo,m,2004,122.69999694824219
geo,f,2004,34.599998474121094
geo,mf,2005,162.10000610351562
geo,m,2005,125.80000305175781
geo,f,2005,36.29999923706055
geo,mf,2006,158.10000610351562
geo,m,2006,125.80000305175781
geo,f,2006,32.5
geo,mf,2007,176.8000030517578
geo,m,2007,146.10000610351562
geo,f,2007,30.600000381469727
deu,mf,1991,15068.0
deu,m,1991,11039.0
deu,f,1991,4029.0
deu,mf,1992,14240.91015625
deu,m,1992,10641.580078125
deu,f,1992,3599.330078125
deu,mf,1993,13665.9599609375
deu,m,1993,10344.5
deu,f,1993,3321.4619140625
deu,mf,1994,13225.91015625
deu,m,1994,10058.8798828125
deu,f,1994,3167.034912109375
deu,mf,1995,12882.7900390625
deu,m,1995,9824.9453125
deu,f,1995,3057.844970703125
deu,mf,1996,12567.8896484375
deu,m,1996,9602.4931640625
deu,f,1996,2965.39599609375
deu,mf,1997,12239.6201171875
deu,m,1997,9376.728515625
deu,f,1997,2862.89111328125
deu,mf,1998,12220.9697265625
deu,m,1998,9324.0283203125
deu,f,1998,2896.93798828125
deu,mf,1999,12136.7001953125
deu,m,1999,9243.7998046875
deu,f,1999,2892.89990234375
deu,mf,2000,12093.2001953125
deu,m,2000,9199.400390625
deu,f,2000,2893.89990234375
deu,mf,2001,11889.7998046875
deu,m,2001,9017.7998046875
deu,f,2001,2872.10009765625
deu,mf,2002,11652.2998046875
deu,m,2002,8821.0
deu,f,2002,2831.300048828125
deu,mf,2003,11185.7998046875
deu,m,2003,8470.599609375
deu,f,2003,2715.199951171875
deu,mf,2004,10983.900390625
deu,m,2004,8294.7001953125
deu,f,2004,2689.10009765625
deu,mf,2005,10739.2998046875
deu,m,2005,8133.0
deu,f,2005,2606.199951171875
deu,mf,2006,10909.5
deu,m,2006,8238.80078125
deu,f,2006,2670.800048828125
deu,mf,2007,11231.5
deu,m,2007,8508.900390625
deu,f,2007,2722.699951171875
deu,mf,2008,11182.2998046875
deu,m,2008,8579.2998046875
deu,f,2008,2603.0
deu,mf,2009,10953.900390625
deu,m,2009,8407.099609375
deu,f,2009,2546.89990234375
deu,mf,2010,10869.400390625
deu,m,2010,8335.0
deu,f,2010,2534.39990234375
deu,mf,2011,10813.900390625
deu,m,2011,8284.2998046875
deu,f,2011,2529.699951171875
deu,mf,2012,10883.7998046875
deu,m,2012,8347.400390625
deu,f,2012,2536.300048828125
deu,mf,2013,10821.2001953125
deu,m,2013,8277.599609375
deu,f,2013,2543.39990234375
deu,mf,2014,11013.7001953125
deu,m,2014,8416.599609375
deu,f,2014,2597.0
gha,mf,1992,580.0
gha,m,1992,270.0
gha,f,1992,310.0
gha,mf,1999,1162.0
gha,m,1999,553.5
gha,f,1999,608.5
gha,mf,2010,1613.5989990234375
gha,m,2010,888.0189819335938
gha,f,2010,725.5800170898438
gha,mf,2013,1733.7159423828125
gha,m,2013,1029.3740234375
gha,f,2013,707.0070190429688
grc,mf,1981,1022.9000244140625
grc,m,1981,821.4000244140625
grc,f,1981,201.5
grc,mf,1982,1021.7000122070312
grc,m,1982,824.5
grc,f,1982,197.1999969482422
grc,mf,1983,1012.7000122070312
grc,m,1983,813.0999755859375
grc,f,1983,199.60000610351562
grc,mf,1984,988.9000244140625
grc,m,1984,791.4000244140625
grc,f,1984,197.5
grc,mf,1985,981.7999877929688
grc,m,1985,780.0999755859375
grc,f,1985,201.60000610351562
grc,mf,1986,1012.2999877929688
grc,m,1986,799.5999755859375
grc,f,1986,212.6999969482422
grc,mf,1987,1006.9000244140625
grc,m,1987,795.5999755859375
grc,f,1987,211.39999389648438
grc,mf,1988,995.5999755859375
grc,m,1988,781.2000122070312
grc,f,1988,214.60000610351562
grc,mf,1989,1011.2000122070312
grc,m,1989,787.0999755859375
grc,f,1989,224.10000610351562
grc,mf,1990,1031.5
grc,m,1990,802.9000244140625
grc,f,1990,228.5
grc,mf,1991,1000.5999755859375
grc,m,1991,784.2000122070312
grc,f,1991,216.5
grc,mf,1992,923.8319702148438
grc,m,1992,704.7039794921875
grc,f,1992,219.1280059814453
grc,mf,1993,899.0579833984375
grc,m,1993,705.5399780273438
grc,f,1993,193.51800537109375
grc,mf,1994,894.1270141601562
grc,m,1994,704.9409790039062
grc,f,1994,189.18800354003906
grc,mf,1995,886.4459838867188
grc,m,1995,695.4860229492188
grc,f,1995,190.9600067138672
grc,mf,1996,884.8309936523438
grc,m,1996,693.2340087890625
grc,f,1996,191.59800720214844
grc,mf,1997,865.6129760742188
grc,m,1997,675.9769897460938
grc,f,1997,189.63600158691406
grc,mf,1998,935.2849731445312
grc,m,1998,755.426025390625
grc,f,1998,179.86000061035156
grc,mf,1999,920.2000122070312
grc,m,1999,736.5999755859375
