country,sex,year,not_adequately_defined
ecu,f,2009,0.0
ecu,mf,2010,0.0
ecu,m,2010,0.0
ecu,f,2010,0.0
ecu,mf,2011,
ecu,m,2011,
ecu,f,2011,
ecu,mf,2012,0.0
ecu,m,2012,0.0
ecu,f,2012,0.0
ecu,mf,2013,
ecu,m,2013,
ecu,f,2013,
egy,mf,1980,1.899999976158142
egy,m,1980,1.2999999523162842
egy,f,1980,9.0
egy,mf,1981,1.7999999523162842
egy,m,1981,1.2000000476837158
egy,f,1981,9.0
egy,mf,1982,1.5
egy,m,1982,1.2000000476837158
egy,f,1982,5.900000095367432
egy,mf,1983,1.600000023841858
egy,m,1983,1.2999999523162842
egy,f,1983,3.200000047683716
egy,mf,1984,3.0999999046325684
egy,m,1984,2.5999999046325684
egy,f,1984,5.199999809265137
egy,mf,1989,0.0
egy,m,1989,0.10000000149011612
egy,f,1989,0.0
egy,mf,1990,0.30000001192092896
egy,m,1990,0.30000001192092896
egy,f,1990,0.20000000298023224
egy,mf,1991,0.0
egy,m,1991,0.0
egy,f,1991,0.0
egy,mf,1992,0.0
egy,m,1992,0.0
egy,f,1992,0.0
egy,mf,1993,0.0
egy,m,1993,0.0
egy,f,1993,0.0
egy,mf,1994,0.0
egy,m,1994,0.0
egy,f,1994,0.0
egy,mf,1995,0.0
egy,m,1995,0.0
egy,f,1995,0.0
egy,mf,1996,1.100000023841858
egy,m,1996,1.100000023841858
egy,f,1996,1.2999999523162842
egy,mf,1997,0.30000001192092896
egy,m,1997,0.4000000059604645
egy,f,1997,0.10000000149011612
egy,mf,1998,0.0
egy,m,1998,0.0
egy,f,1998,0.0
egy,mf,1999,0.0
egy,m,1999,0.0
egy,f,1999,0.0
egy,mf,2000,0.0
egy,m,2000,0.0
egy,f,2000,0.0
egy,mf,2001,0.0
egy,m,2001,0.0
egy,f,2001,0.0
egy,mf,2002,0.0
egy,m,2002,0.0
egy,f,2002,0.0
egy,mf,2003,0.0
egy,m,2003,0.0
egy,f,2003,0.0
egy,mf,2004,0.0
egy,m,2004,0.0
egy,f,2004,0.0
egy,mf,2005,0.20000000298023224
egy,m,2005,0.20000000298023224
egy,f,2005,0.10000000149011612
egy,mf,2006,0.20000000298023224
egy,m,2006,0.20000000298023224
egy,f,2006,0.10000000149011612
egy,mf,2007,0.20000000298023224
egy,m,2007,0.20000000298023224
egy,f,2007,0.10000000149011612
egy,mf,2008,0.10000000149011612
egy,m,2008,0.10000000149011612
egy,f,2008,0.10000000149011612
egy,mf,2009,0.10000000149011612
egy,m,2009,0.10000000149011612
egy,f,2009,0.10000000149011612
egy,mf,2010,0.20000000298023224
egy,m,2010,0.20000000298023224
egy,f,2010,0.10000000149011612
egy,mf,2011,0.20000000298023224
egy,m,2011,0.30000001192092896
egy,f,2011,0.10000000149011612
egy,mf,2012,0.0
egy,m,2012,0.0
egy,f,2012,0.0
egy,mf,2013,
egy,m,2013,
egy,f,2013,
slv,mf,1980,
slv,m,1980,
slv,f,1980,
slv,mf,1985,
slv,m,1985,
slv,f,1985,
slv,mf,1986,
slv,m,1986,
slv,f,1986,
slv,mf,1988,
slv,m,1988,
slv,f,1988,
slv,mf,1989,
slv,m,1989,
slv,f,1989,
slv,mf,1990,
slv,m,1990,
slv,f,1990,
slv,mf,1991,
slv,m,1991,
slv,f,1991,
slv,mf,1992,
slv,m,1992,
slv,f,1992,
slv,mf,1994,
slv,m,1994,
slv,f,1994,
slv,mf,1995,
slv,m,1995,
slv,f,1995,
slv,mf,1996,
slv,m,1996,
slv,f,1996,
slv,mf,1997,
slv,m,1997,
slv,f,1997,
slv,mf,1998,
slv,m,1998,
slv,f,1998,
slv,mf,1999,0.0
slv,mf,2000,2.5999999046325684
slv,m,2000,4.0
slv,f,2000,0.5
slv,mf,2001,2.700000047683716
slv,m,2001,4.099999904632568
slv,f,2001,0.5
slv,mf,2002,2.700000047683716
slv,m,2002,4.300000190734863
slv,f,2002,0.5
slv,mf,2003,2.5999999046325684
slv,m,2003,4.099999904632568
slv,f,2003,0.4000000059604645
slv,mf,2004,2.799999952316284
slv,m,2004,4.5
slv,f,2004,0.4000000059604645
slv,mf,2005,3.0
slv,m,2005,4.699999809265137
slv,f,2005,0.6000000238418579
slv,mf,2006,2.700000047683716
slv,m,2006,4.300000190734863
slv,f,2006,0.6000000238418579
slv,mf,2007,2.700000047683716
slv,m,2007,4.300000190734863
slv,f,2007,0.4000000059604645
slv,mf,2008,2.5
slv,m,2008,3.9000000953674316
slv,f,2008,0.6000000238418579
slv,mf,2009,
slv,m,2009,
slv,f,2009,
slv,mf,2010,
slv,m,2010,
slv,f,2010,
slv,mf,2011,
slv,m,2011,
slv,f,2011,
slv,mf,2012,
slv,m,2012,
slv,f,2012,
slv,mf,2013,
slv,m,2013,
slv,f,2013,
gnq,mf,1983,1.2999999523162842
gnq,m,1983,1.7000000476837158
gnq,f,1983,0.699999988079071
est,mf,1989,0.0
est,m,1989,0.0
est,f,1989,0.0
est,mf,1990,0.4000000059604645
est,m,1990,0.0
est,f,1990,0.0
est,mf,1991,0.5
est,m,1991,0.6000000238418579
est,f,1991,0.30000001192092896
est,mf,1992,0.699999988079071
est,m,1992,0.8999999761581421
est,f,1992,0.5
est,mf,1993,0.8999999761581421
est,m,1993,1.100000023841858
est,f,1993,0.699999988079071
est,mf,1994,0.8999999761581421
est,m,1994,1.100000023841858
est,f,1994,0.699999988079071
est,mf,1995,0.0
est,m,1995,0.0
est,f,1995,0.0
est,mf,1996,0.0
est,m,1996,0.0
est,f,1996,0.0
est,mf,1997,0.0
est,m,1997,0.10000000149011612
est,f,1997,0.0
est,mf,1998,
est,m,1998,
est,f,1998,
est,mf,1999,
est,m,1999,
est,f,1999,
est,mf,2000,
est,m,2000,
est,f,2000,
est,mf,2001,
est,m,2001,
est,f,2001,
est,mf,2002,
est,m,2002,
est,f,2002,
est,mf,2003,
est,m,2003,
est,f,2003,
est,mf,2004,
est,m,2004,
est,f,2004,
est,mf,2005,
est,m,2005,
est,f,2005,
est,mf,2006,
est,m,2006,
est,f,2006,
est,mf,2007,
est,m,2007,
est,f,2007,
est,mf,2008,
est,m,2008,
est,f,2008,
est,mf,2009,
est,m,2009,
est,f,2009,
est,mf,2010,
est,m,2010,
est,f,2010,
est,mf,2011,
est,m,2011,
est,f,2011,
est,mf,2012,
est,m,2012,
est,f,2012,
est,mf,2013,
est,m,2013,
est,f,2013,
est,mf,2014,
est,m,2014,
est,f,2014,
eth,mf,1994,0.800000011920929
eth,mf,2004,0.0
eth,m,2004,0.0
eth,f,2004,0.10000000149011612
eth,mf,2005,0.0
eth,m,2005,0.0
eth,f,2005,0.0
eth,mf,2006,0.10000000149011612
eth,m,2006,0.10000000149011612
eth,f,2006,0.10000000149011612
eth,mf,2011,0.0
eth,m,2011,0.0
eth,f,2011,0.0
eth,mf,2012,0.10000000149011612
eth,m,2012,0.10000000149011612
eth,f,2012,0.0
eth,mf,2013,
eth,m,2013,
eth,f,2013,
fro,mf,2005,0.0
fro,m,2005,0.0
fro,f,2005,0.0
fji,mf,1990,
fji,m,1990,
fji,f,1990,
fji,mf,1993,
fji,m,1993,
fji,f,1993,
fji,mf,1996,
fji,m,1996,
fji,f,1996,
fji,mf,1997,
fji,m,1997,
fji,f,1997,
fji,mf,1998,
fji,m,1998,
fji,f,1998,
fji,mf,1999,
fji,m,1999,
fji,f,1999,
fji,mf,2000,
fji,m,2000,
fji,f,2000,
fji,mf,2003,
fji,m,2003,
fji,f,2003,
fji,mf,2004,
fji,m,2004,
fji,f,2004,
fji,mf,2005,
fji,m,2005,
fji,f,2005,
fji,mf,2006,
fji,m,2006,
fji,f,2006,
fji,mf,2007,
fji,m,2007,
fji,f,2007,
fin,mf,1980,0.4000000059604645
fin,m,1980,0.6000000238418579
fin,f,1980,0.4000000059604645
fin,mf,1981,0.30000001192092896
fin,m,1981,0.30000001192092896
fin,f,1981,0.20000000298023224
fin,mf,1982,0.20000000298023224
fin,m,1982,0.4000000059604645
fin,f,1982,0.20000000298023224
fin,mf,1983,0.10000000149011612
fin,m,1983,0.10000000149011612
fin,f,1983,0.10000000149011612
fin,mf,1984,0.20000000298023224
fin,m,1984,0.20000000298023224
fin,f,1984,0.20000000298023224
fin,mf,1985,0.10000000149011612
fin,m,1985,0.20000000298023224
fin,f,1985,0.10000000149011612
fin,mf,1986,0.10000000149011612
fin,m,1986,0.20000000298023224
fin,f,1986,0.10000000149011612
fin,mf,1987,0.10000000149011612
fin,m,1987,0.20000000298023224
fin,f,1987,0.10000000149011612
fin,mf,1988,0.10000000149011612
fin,m,1988,0.10000000149011612
fin,f,1988,0.20000000298023224
fin,mf,1989,0.10000000149011612
fin,m,1989,0.10000000149011612
fin,f,1989,0.10000000149011612
fin,mf,1990,0.10000000149011612
fin,m,1990,0.10000000149011612
fin,f,1990,0.10000000149011612
fin,mf,1991,0.10000000149011612
fin,m,1991,0.20000000298023224
fin,f,1991,0.20000000298023224
fin,mf,1992,0.10000000149011612
fin,m,1992,0.20000000298023224
fin,f,1992,0.10000000149011612
fin,mf,1993,0.30000001192092896
fin,m,1993,0.30000001192092896
fin,f,1993,0.30000001192092896
fin,mf,1994,0.30000001192092896
fin,m,1994,0.4000000059604645
fin,f,1994,0.30000001192092896
fin,mf,1995,0.10000000149011612
fin,m,1995,0.0
fin,f,1995,0.10000000149011612
fin,mf,1996,1.100000023841858
fin,m,1996,1.100000023841858
fin,f,1996,1.2000000476837158
fin,mf,1997,0.4000000059604645
fin,m,1997,0.30000001192092896
fin,f,1997,0.4000000059604645
fin,mf,1998,0.20000000298023224
fin,m,1998,0.20000000298023224
fin,f,1998,0.30000001192092896
fin,mf,1999,0.30000001192092896
fin,m,1999,0.30000001192092896
fin,f,1999,0.30000001192092896
fin,mf,2000,0.20000000298023224
fin,m,2000,0.30000001192092896
fin,f,2000,0.20000000298023224
fin,mf,2001,0.30000001192092896
fin,m,2001,0.30000001192092896
fin,f,2001,0.30000001192092896
fin,mf,2002,0.20000000298023224
fin,m,2002,0.20000000298023224
fin,f,2002,0.20000000298023224
fin,mf,2003,0.4000000059604645
fin,m,2003,0.4000000059604645
fin,f,2003,0.4000000059604645
fin,mf,2004,0.4000000059604645
fin,m,2004,0.4000000059604645
fin,f,2004,0.30000001192092896
fin,mf,2005,0.20000000298023224
fin,m,2005,0.20000000298023224
fin,f,2005,0.30000001192092896
fin,mf,2006,0.30000001192092896
fin,m,2006,0.30000001192092896
fin,f,2006,0.4000000059604645
fin,mf,2007,0.20000000298023224
fin,m,2007,0.30000001192092896
fin,f,2007,0.20000000298023224
fin,mf,2008,0.5
fin,m,2008,0.5
fin,f,2008,0.4000000059604645
fin,mf,2009,0.4000000059604645
fin,m,2009,0.4000000059604645
fin,f,2009,0.4000000059604645
fin,mf,2010,0.5
fin,m,2010,0.4000000059604645
fin,f,2010,0.5
fin,mf,2011,0.4000000059604645
fin,m,2011,0.4000000059604645
fin,f,2011,0.5
fin,mf,2012,0.4000000059604645
fin,m,2012,0.4000000059604645
fin,f,2012,0.5
fin,mf,2013,0.4000000059604645
fin,m,2013,0.4000000059604645
fin,f,2013,0.4000000059604645
fin,mf,2014,0.4000000059604645
fin,m,2014,0.4000000059604645
fin,f,2014,0.4000000059604645
fra,mf,1980,
fra,m,1980,
fra,f,1980,
fra,mf,1981,
fra,m,1981,
fra,f,1981,
fra,mf,1982,
fra,m,1982,
fra,f,1982,
fra,mf,1983,
fra,m,1983,
fra,f,1983,
fra,mf,1984,
fra,m,1984,
fra,f,1984,
fra,mf,1985,
fra,m,1985,
fra,f,1985,
fra,mf,1986,
fra,m,1986,
fra,f,1986,
fra,mf,1987,
fra,m,1987,
fra,f,1987,
fra,mf,1988,
fra,m,1988,
fra,f,1988,
fra,mf,1989,
fra,m,1989,
fra,f,1989,
fra,mf,1990,
fra,m,1990,
fra,f,1990,
fra,mf,1991,
fra,m,1991,
fra,f,1991,
fra,mf,1992,0.20000000298023224
fra,m,1992,0.20000000298023224
fra,f,1992,0.20000000298023224
fra,mf,1993,0.10000000149011612
fra,m,1993,0.10000000149011612
fra,f,1993,0.20000000298023224
fra,mf,1994,0.10000000149011612
fra,m,1994,0.10000000149011612
fra,f,1994,0.10000000149011612
fra,mf,1995,0.10000000149011612
fra,m,1995,0.10000000149011612
fra,f,1995,0.10000000149011612
fra,mf,1996,0.0
fra,m,1996,0.0
fra,f,1996,0.0
fra,mf,1997,0.0
fra,m,1997,0.0
fra,f,1997,0.0
fra,mf,1998,0.0
fra,m,1998,0.0
fra,f,1998,0.0
fra,mf,1999,
fra,m,1999,
fra,f,1999,
fra,mf,2000,
fra,m,2000,
fra,f,2000,
fra,mf,2001,
fra,m,2001,
fra,f,2001,
fra,mf,2002,
fra,m,2002,
fra,f,2002,
fra,mf,2003,0.800000011920929
fra,m,2003,0.699999988079071
fra,f,2003,0.800000011920929
fra,mf,2004,0.30000001192092896
fra,m,2004,0.20000000298023224
fra,f,2004,0.4000000059604645
fra,mf,2005,0.4000000059604645
fra,m,2005,0.4000000059604645
fra,f,2005,0.4000000059604645
fra,mf,2006,0.20000000298023224
fra,m,2006,0.20000000298023224
fra,f,2006,0.20000000298023224
fra,mf,2007,0.20000000298023224
fra,m,2007,0.20000000298023224
fra,f,2007,0.20000000298023224
fra,mf,2008,0.5
fra,m,2008,0.6000000238418579
fra,f,2008,0.5
fra,mf,2009,0.5
fra,m,2009,0.4000000059604645
fra,f,2009,0.5
fra,mf,2010,0.5
fra,m,2010,0.4000000059604645
fra,f,2010,0.5
fra,mf,2011,0.4000000059604645
fra,m,2011,0.4000000059604645
fra,f,2011,0.4000000059604645
fra,mf,2012,0.4000000059604645
fra,m,2012,0.5
fra,f,2012,0.4000000059604645
fra,mf,2013,0.800000011920929
fra,m,2013,0.800000011920929
fra,f,2013,0.800000011920929
fra,mf,2014,1.0
fra,m,2014,1.100000023841858
fra,f,2014,0.8999999761581421
guf,mf,2009,
guf,mf,2010,
guf,mf,2011,
guf,mf,2012,
pyf,mf,1995,
pyf,mf,1996,
pyf,mf,1997,
pyf,mf,1998,
pyf,mf,1999,
pyf,mf,2000,
pyf,mf,2001,
pyf,mf,2002,
pyf,mf,2003,
pyf,mf,2004,
pyf,mf,2005,
pyf,mf,2006,
pyf,mf,2007,
pyf,mf,2008,
pyf,mf,2009,
pyf,mf,2010,
pyf,mf,2011,
gab,mf,1993,0.0
gab,m,1993,0.0
gab,f,1993,0.0
gab,mf,2005,
gab,m,2005,
gab,f,2005,
gmb,mf,1993,1.399999976158142
gmb,m,1993,0.699999988079071
gmb,f,1993,2.0999999046325684
gmb,mf,2014,
gmb,m,2014,
gmb,f,2014,
geo,mf,1998,0.10000000149011612
geo,m,1998,0.20000000298023224
geo,f,1998,0.10000000149011612
geo,mf,1999,0.10000000149011612
geo,m,1999,0.10000000149011612
geo,f,1999,0.10000000149011612
geo,mf,2000,0.10000000149011612
geo,m,2000,0.0
geo,f,2000,0.30000001192092896
geo,mf,2001,0.10000000149011612
geo,m,2001,0.0
geo,f,2001,0.10000000149011612
geo,mf,2002,0.0
geo,m,2002,0.0
geo,f,2002,0.0
geo,mf,2003,0.0
geo,m,2003,0.0
geo,f,2003,0.10000000149011612
geo,mf,2004,0.10000000149011612
geo,m,2004,0.10000000149011612
geo,f,2004,0.10000000149011612
geo,mf,2005,0.0
geo,m,2005,0.0
geo,f,2005,0.0
geo,mf,2006,0.0
geo,m,2006,0.0
geo,f,2006,0.0
geo,mf,2007,0.0
geo,m,2007,0.0
geo,f,2007,0.0
deu,mf,1991,0.0
deu,m,1991,0.0
deu,f,1991,0.0
deu,mf,1992,
deu,m,1992,
deu,f,1992,
deu,mf,1993,
deu,m,1993,
deu,f,1993,
deu,mf,1994,
deu,m,1994,
deu,f,1994,
deu,mf,1995,
deu,m,1995,
deu,f,1995,
deu,mf,1996,
deu,m,1996,
deu,f,1996,
deu,mf,1997,
deu,m,1997,
deu,f,1997,
deu,mf,1998,
deu,m,1998,
deu,f,1998,
deu,mf,1999,
deu,m,1999,
deu,f,1999,
deu,mf,2000,
deu,m,2000,
deu,f,2000,
deu,mf,2001,
deu,m,2001,
deu,f,2001,
deu,mf,2002,
deu,m,2002,
deu,f,2002,
deu,mf,2003,
deu,m,2003,
deu,f,2003,
deu,mf,2004,
deu,m,2004,
deu,f,2004,
deu,mf,2005,
deu,m,2005,
deu,f,2005,
deu,mf,2006,
deu,m,2006,
deu,f,2006,
deu,mf,2007,
deu,m,2007,
deu,f,2007,
deu,mf,2008,
deu,m,2008,
deu,f,2008,
deu,mf,2009,
deu,m,2009,
deu,f,2009,
deu,mf,2010,
deu,m,2010,
deu,f,2010,
deu,mf,2011,
deu,m,2011,
deu,f,2011,
deu,mf,2012,
deu,m,2012,
deu,f,2012,
deu,mf,2013,
deu,m,2013,
deu,f,2013,
deu,mf,2014,
deu,m,2014,
deu,f,2014,
gha,mf,1992,
gha,m,1992,
gha,f,1992,
gha,mf,1999,
gha,m,1999,
gha,f,1999,
gha,mf,2006,
gha,m,2006,
gha,f,2006,
gha,mf,2010,
gha,m,2010,
gha,f,2010,
gha,mf,2013,
gha,m,2013,
gha,f,2013,
grc,mf,1981,0.0
grc,m,1981,0.10000000149011612
grc,f,1981,0.0
grc,mf,1982,0.10000000149011612
grc,m,1982,0.0
grc,f,1982,0.10000000149011612
grc,mf,1983,0.0
grc,m,1983,0.0
grc,f,1983,0.0
grc,mf,1984,0.0
grc,m,1984,0.0
grc,f,1984,0.0
grc,mf,1985,0.0
grc,m,1985,0.0
grc,f,1985,0.0
grc,mf,1986,0.0
grc,m,1986,0.0
grc,f,1986,0.0
grc,mf,1987,0.0
grc,m,1987,0.0
grc,f,1987,0.0
grc,mf,1988,0.0
grc,m,1988,0.0
grc,f,1988,0.0
grc,mf,1989,0.0
grc,m,1989,0.0
grc,f,1989,0.0
grc,mf,1990,0.0
grc,m,1990,0.0
grc,f,1990,0.10000000149011612
grc,mf,1991,0.0
grc,m,1991,0.0
grc,f,1991,0.0
grc,mf,1992,0.0
grc,m,1992,0.0
grc,f,1992,0.0
grc,mf,1993,
grc,m,1993,
grc,f,1993,
grc,mf,1994,
grc,m,1994,
grc,f,1994,
grc,mf,1995,
grc,m,1995,
grc,f,1995,
grc,mf,1996,
grc,m,1996,
grc,f,1996,
grc,mf,1997,
grc,m,1997,
grc,f,1997,
grc,mf,1998,
grc,m,1998,
grc,f,1998,
grc,mf,1999,
grc,m,1999,
grc,f,1999,
grc,mf,2000,
grc,m,2000,
grc,f,2000,
grc,mf,2001,
grc,m,2001,
grc,f,2001,
grc,mf,2002,
grc,m,2002,
grc,f,2002,
grc,mf,2003,
grc,m,2003,
grc,f,2003,
grc,mf,2004,
grc,m,2004,
grc,f,2004,
grc,mf,2005,
grc,m,2005,
grc,f,2005,
grc,mf,2006,
grc,m,2006,
grc,f,2006,
grc,mf,2007,
grc,m,2007,
grc,f,2007,
grc,mf,2008,
grc,m,2008,
grc,f,2008,
grc,mf,2009,
grc,m,2009,
grc,f,2009,
grc,mf,2010,
grc,m,2010,
grc,f,2010,
grc,mf,2011,
grc,m,2011,
grc,f,2011,
grc,mf,2012,
grc,m,2012,
grc,f,2012,
grc,mf,2013,
grc,m,2013,
grc,f,2013,
grc,mf,2014,
grc,m,2014,
grc,f,2014,
grl,mf,2011,0.20000000298023224
grl,m,2011,0.30000001192092896
grl,f,2011,0.10000000149011612
grd,mf,1988,6.300000190734863
grd,m,1988,6.300000190734863
grd,f,1988,6.199999809265137
grd,mf,1994,2.299999952316284
grd,m,1994,2.5999999046325684
grd,f,1994,2.0
grd,mf,1996,4.400000095367432
grd,m,1996,3.700000047683716
grd,f,1996,5.5
grd,mf,1998,3.799999952316284
grd,m,1998,5.400000095367432
grd,f,1998,1.5
glp,mf,1980,0.0
glp,mf,2009,
glp,mf,2010,
glp,mf,2011,
glp,mf,2012,
gum,mf,1980,
gum,mf,1990,
gum,mf,2000,
gum,mf,2010,
gtm,mf,1981,0.20000000298023224
gtm,m,1981,0.10000000149011612
gtm,f,1981,0.5
gtm,mf,1982,0.20000000298023224
gtm,m,1982,0.10000000149011612
gtm,f,1982,0.5
gtm,mf,1987,0.0
gtm,m,1987,0.0
gtm,f,1987,0.0
gtm,mf,1989,0.10000000149011612
gtm,m,1989,0.10000000149011612
gtm,f,1989,0.10000000149011612
gtm,mf,1990,0.0
gtm,m,1990,0.0
gtm,f,1990,0.0
gtm,mf,1991,0.0
gtm,m,1991,0.0
gtm,f,1991,0.0
gtm,mf,1998,
gtm,m,1998,
gtm,f,1998,
gtm,mf,2000,
gtm,m,2000,
gtm,f,2000,
gtm,mf,2002,3.9000000953674316
gtm,m,2002,4.300000190734863
gtm,f,2002,3.0
gtm,mf,2003,3.700000047683716
gtm,m,2003,4.900000095367432
gtm,f,2003,1.7999999523162842
gtm,mf,2004,
gtm,m,2004,
gtm,f,2004,
gtm,mf,2006,
gtm,m,2006,
gtm,f,2006,
gtm,mf,2011,
gtm,m,2011,
gtm,f,2011,
gtm,mf,2012,
gtm,m,2012,
gtm,f,2012,
gtm,mf,2013,
gtm,m,2013,
gtm,f,2013,
ggy,mf,2011,0.10000000149011612
ggy,m,2011,0.10000000149011612
ggy,f,2011,0.10000000149011612
ggy,mf,2012,0.10000000149011612
ggy,m,2012,0.10000000149011612
ggy,f,2012,0.0
ggy,mf,2013,0.10000000149011612
ggy,m,2013,0.10000000149011612
ggy,f,2013,0.0
gin,mf,1994,0.10000000149011612
gin,m,1994,0.0
gin,f,1994,0.10000000149011612
gin,mf,2009,
gin,m,2009,
gin,f,2009,
gin,mf,2010,
gin,m,2010,
gin,f,2010,
gin,mf,2011,0.4000000059604645
gin,m,2011,0.4000000059604645
gin,f,2011,0.4000000059604645
gin,mf,2012,0.4000000059604645
gin,m,2012,0.4000000059604645
gin,f,2012,0.4000000059604645
guy,mf,1997,1.5
guy,m,1997,1.100000023841858
guy,f,1997,2.5
guy,mf,2001,1.5
guy,m,2001,1.100000023841858
guy,f,2001,2.5
guy,mf,2002,3.5999999046325684
guy,m,2002,3.9000000953674316
guy,f,2002,3.0
hti,mf,1980,
hti,m,1980,
hti,f,1980,
hti,mf,1981,
hti,m,1981,
hti,f,1981,
hti,mf,1982,2.700000047683716
hti,m,1982,2.4000000953674316
hti,f,1982,3.299999952316284
hti,mf,1983,2.799999952316284
hti,m,1983,2.4000000953674316
hti,f,1983,3.299999952316284
hti,mf,1988,2.700000047683716
hti,m,1988,2.4000000953674316
hti,f,1988,3.299999952316284
hti,mf,1990,2.700000047683716
hti,m,1990,2.4000000953674316
hti,f,1990,3.299999952316284
hti,mf,1999,
hti,m,1999,
hti,f,1999,
hnd,mf,1980,
hnd,mf,1981,
hnd,mf,1982,
hnd,mf,1983,
hnd,mf,1990,0.10000000149011612
hnd,m,1990,0.10000000149011612
hnd,f,1990,0.10000000149011612
hnd,mf,1991,0.10000000149011612
hnd,mf,1992,0.0
hnd,m,1992,0.0
hnd,f,1992,0.0
hnd,mf,1994,0.10000000149011612
hnd,m,1994,0.10000000149011612
hnd,f,1994,0.0
hnd,mf,1995,0.0
hnd,m,1995,0.0
hnd,f,1995,0.10000000149011612
hnd,mf,1996,0.0
hnd,m,1996,0.0
hnd,f,1996,0.0
hnd,mf,1997,0.0
hnd,m,1997,0.0
hnd,f,1997,0.0
hnd,mf,1998,0.0
hnd,m,1998,0.0
hnd,f,1998,0.0
hnd,mf,1999,0.0
hnd,m,1999,0.0
hnd,f,1999,0.0
hnd,mf,2001,0.0
hnd,m,2001,0.0
hnd,f,2001,0.0
hnd,mf,2002,0.0
hnd,m,2002,0.0
hnd,f,2002,0.0
hnd,mf,2003,
hnd,m,2003,
hnd,f,2003,
hnd,mf,2004,0.10000000149011612
hnd,m,2004,0.10000000149011612
hnd,f,2004,0.10000000149011612
hnd,mf,2005,0.20000000298023224
hnd,m,2005,0.20000000298023224
hnd,f,2005,0.10000000149011612
hnd,mf,2006,0.10000000149011612
hnd,m,2006,0.10000000149011612
hnd,f,2006,0.10000000149011612
hnd,mf,2007,0.10000000149011612
hnd,m,2007,0.10000000149011612
hnd,f,2007,0.10000000149011612
hnd,mf,2008,0.0
hnd,m,2008,0.0
hnd,f,2008,0.0
hnd,mf,2009,0.10000000149011612
hnd,m,2009,0.10000000149011612
hnd,f,2009,0.0
hnd,mf,2010,0.699999988079071
hnd,m,2010,0.699999988079071
hnd,f,2010,0.6000000238418579
hnd,mf,2011,0.10000000149011612
hnd,m,2011,0.0
hnd,f,2011,0.20000000298023224
hnd,mf,2012,0.10000000149011612
hnd,m,2012,0.0
hnd,f,2012,0.20000000298023224
hnd,mf,2013,0.10000000149011612
hnd,m,2013,0.0
hnd,f,2013,0.10000000149011612
hkg,mf,1980,0.0
hkg,m,1980,0.0
hkg,f,1980,0.0
hkg,mf,1981,0.0
hkg,m,1981,0.0
hkg,f,1981,0.0
hkg,mf,1982,0.0
hkg,m,1982,0.0
hkg,f,1982,0.0
hkg,mf,1983,0.0
hkg,m,1983,0.0
hkg,f,1983,0.0
hkg,mf,1984,0.0
hkg,m,1984,0.0
hkg,f,1984,0.0
hkg,mf,1985,0.0
hkg,m,1985,0.0
hkg,f,1985,0.0
hkg,mf,1986,0.0
hkg,m,1986,0.0
hkg,f,1986,0.0
hkg,mf,1987,0.0
hkg,m,1987,0.0
hkg,f,1987,0.0
hkg,mf,1988,0.0
hkg,m,1988,0.0
hkg,f,1988,0.0
hkg,mf,1989,0.0
hkg,m,1989,0.0
hkg,f,1989,0.0
hkg,mf,1990,0.0
hkg,m,1990,0.0
hkg,f,1990,0.0
hkg,mf,1991,0.0
hkg,m,1991,0.0
hkg,f,1991,0.0
hkg,mf,1992,0.0
hkg,m,1992,0.0
hkg,f,1992,0.0
hkg,mf,1993,0.0
hkg,m,1993,0.0
hkg,f,1993,0.0
hkg,mf,1994,0.0
hkg,m,1994,0.0
hkg,f,1994,0.0
hkg,mf,1995,0.0
hkg,m,1995,0.0
hkg,f,1995,0.0
hkg,mf,1996,0.0
hkg,m,1996,0.0
hkg,f,1996,0.0
hkg,mf,1997,
hkg,m,1997,
hkg,f,1997,
hkg,mf,1998,
hkg,m,1998,
hkg,f,1998,
hkg,mf,1999,
hkg,m,1999,
hkg,f,1999,
hkg,mf,2000,
hkg,m,2000,
hkg,f,2000,
hkg,mf,2001,
hkg,m,2001,
hkg,f,2001,
hkg,mf,2002,
hkg,m,2002,
hkg,f,2002,
hkg,mf,2003,
hkg,m,2003,
hkg,f,2003,
hkg,mf,2004,
hkg,m,2004,
hkg,f,2004,
hkg,mf,2005,
hkg,m,2005,
hkg,f,2005,
hkg,mf,2006,
hkg,m,2006,
hkg,f,2006,
hkg,mf,2007,
hkg,m,2007,
hkg,f,2007,
hkg,mf,2008,
hkg,m,2008,
hkg,f,2008,
hkg,mf,2009,8.300000190734863
hkg,m,2009,1.600000023841858
hkg,f,2009,15.699999809265137
hkg,mf,2010,8.5
hkg,m,2010,1.600000023841858
hkg,f,2010,16.200000762939453
hkg,mf,2011,8.600000381469727
hkg,m,2011,1.600000023841858
hkg,f,2011,16.200000762939453
hkg,mf,2012,8.899999618530273
hkg,m,2012,1.7000000476837158
hkg,f,2012,16.600000381469727
hkg,mf,2013,9.0
hkg,m,2013,1.600000023841858
hkg,f,2013,16.799999237060547
hkg,mf,2014,8.899999618530273
hkg,m,2014,1.5
hkg,f,2014,16.700000762939453
hun,mf,1980,
hun,m,1980,
hun,f,1980,
hun,mf,1981,4.699999809265137
hun,m,1981,0.0
hun,f,1981,9.899999618530273
hun,mf,1982,4.5
hun,m,1982,0.0
hun,f,1982,9.600000381469727
hun,mf,1983,4.400000095367432
hun,m,1983,0.0
hun,f,1983,9.199999809265137
