country,sex,year,not_adequately_defined
bgr,f,2003,
bgr,mf,2004,
bgr,m,2004,
bgr,f,2004,
bgr,mf,2005,
bgr,m,2005,
bgr,f,2005,
bgr,mf,2006,
bgr,m,2006,
bgr,f,2006,
bgr,mf,2007,
bgr,m,2007,
bgr,f,2007,
bgr,mf,2008,
bgr,m,2008,
bgr,f,2008,
bgr,mf,2009,
bgr,m,2009,
bgr,f,2009,
bgr,mf,2010,
bgr,m,2010,
bgr,f,2010,
bgr,mf,2011,
bgr,m,2011,
bgr,f,2011,
bgr,mf,2012,
bgr,m,2012,
bgr,f,2012,
bgr,mf,2013,
bgr,m,2013,
bgr,f,2013,
bgr,mf,2014,
bgr,m,2014,
bgr,f,2014,
bfa,mf,1994,0.4000000059604645
bfa,mf,2003,
bfa,m,2003,
bfa,f,2003,
bfa,mf,2005,
bfa,m,2005,
bfa,f,2005,
bfa,mf,2006,2.700000047683716
bfa,m,2006,3.5
bfa,f,2006,1.7000000476837158
bfa,mf,2007,
bfa,m,2007,
bfa,f,2007,
bdi,mf,1998,
bdi,m,1998,
bdi,f,1998,
khm,mf,1998,
khm,m,1998,
khm,f,1998,
khm,mf,2000,
khm,m,2000,
khm,f,2000,
khm,mf,2001,
khm,m,2001,
khm,f,2001,
khm,mf,2004,
khm,m,2004,
khm,f,2004,
khm,mf,2008,
khm,m,2008,
khm,f,2008,
khm,mf,2010,0.0
khm,m,2010,0.10000000149011612
khm,f,2010,0.0
cmr,mf,1986,2.299999952316284
cmr,mf,2001,6.900000095367432
cmr,m,2001,7.900000095367432
cmr,f,2001,6.099999904632568
can,mf,1980,
can,m,1980,
can,f,1980,
can,mf,1981,
can,m,1981,
can,f,1981,
can,mf,1982,
can,m,1982,
can,f,1982,
can,mf,1983,
can,m,1983,
can,f,1983,
can,mf,1984,
can,m,1984,
can,f,1984,
can,mf,1985,
can,m,1985,
can,f,1985,
can,mf,1986,
can,m,1986,
can,f,1986,
can,mf,1987,
can,m,1987,
can,f,1987,
can,mf,1988,
can,m,1988,
can,f,1988,
can,mf,1989,
can,m,1989,
can,f,1989,
can,mf,1990,
can,m,1990,
can,f,1990,
can,mf,1991,
can,m,1991,
can,f,1991,
can,mf,1992,
can,m,1992,
can,f,1992,
can,mf,1993,
can,m,1993,
can,f,1993,
can,mf,1994,
can,m,1994,
can,f,1994,
can,mf,1995,
can,m,1995,
can,f,1995,
can,mf,1996,
can,m,1996,
can,f,1996,
can,mf,1997,
can,m,1997,
can,f,1997,
can,mf,1998,
can,m,1998,
can,f,1998,
can,mf,1999,
can,m,1999,
can,f,1999,
can,mf,2000,
can,m,2000,
can,f,2000,
can,mf,2001,
can,m,2001,
can,f,2001,
can,mf,2002,
can,m,2002,
can,f,2002,
can,mf,2003,
can,m,2003,
can,f,2003,
can,mf,2004,
can,m,2004,
can,f,2004,
can,mf,2005,
can,m,2005,
can,f,2005,
can,mf,2006,
can,m,2006,
can,f,2006,
can,mf,2007,
can,m,2007,
can,f,2007,
can,mf,2008,
can,m,2008,
can,f,2008,
can,mf,2009,
can,m,2009,
can,f,2009,
can,mf,2010,
can,m,2010,
can,f,2010,
can,mf,2011,
can,m,2011,
can,f,2011,
can,mf,2012,
can,m,2012,
can,f,2012,
can,mf,2013,
can,m,2013,
can,f,2013,
can,mf,2014,
can,m,2014,
can,f,2014,
cym,mf,1991,
cym,m,1991,
cym,f,1991,
cym,mf,2005,0.6000000238418579
cym,m,2005,0.800000011920929
cym,f,2005,0.4000000059604645
cym,mf,2006,0.0
cym,m,2006,0.0
cym,f,2006,0.0
cym,mf,2007,2.200000047683716
cym,m,2007,2.0
cym,f,2007,2.4000000953674316
cym,mf,2008,1.0
cym,m,2008,1.2000000476837158
cym,f,2008,0.800000011920929
cym,mf,2009,0.10000000149011612
cym,m,2009,0.10000000149011612
cym,f,2009,0.10000000149011612
cym,mf,2010,0.30000001192092896
cym,m,2010,0.30000001192092896
cym,f,2010,0.30000001192092896
cym,mf,2011,1.0
cym,m,2011,1.100000023841858
cym,f,2011,0.800000011920929
cym,mf,2012,0.8999999761581421
cym,m,2012,0.800000011920929
cym,f,2012,0.8999999761581421
cym,mf,2013,
cym,m,2013,
cym,f,2013,
tcd,mf,1993,0.4000000059604645
tcd,m,1993,0.5
tcd,f,1993,0.30000001192092896
chl,mf,1980,0.20000000298023224
chl,m,1980,0.20000000298023224
chl,f,1980,0.10000000149011612
chl,mf,1981,0.10000000149011612
chl,m,1981,0.10000000149011612
chl,f,1981,0.0
chl,mf,1982,0.10000000149011612
chl,m,1982,0.10000000149011612
chl,f,1982,0.0
chl,mf,1983,0.10000000149011612
chl,m,1983,0.10000000149011612
chl,f,1983,0.10000000149011612
chl,mf,1984,0.0
chl,m,1984,0.0
chl,f,1984,0.10000000149011612
chl,mf,1985,0.0
chl,m,1985,0.0
chl,f,1985,0.0
chl,mf,1986,0.0
chl,m,1986,0.0
chl,f,1986,0.10000000149011612
chl,mf,1987,0.0
chl,m,1987,0.0
chl,f,1987,0.0
chl,mf,1988,0.0
chl,m,1988,0.0
chl,f,1988,0.10000000149011612
chl,mf,1989,0.0
chl,m,1989,0.0
chl,f,1989,0.0
chl,mf,1990,0.0
chl,m,1990,0.0
chl,f,1990,0.0
chl,mf,1991,0.0
chl,m,1991,0.0
chl,f,1991,0.0
chl,mf,1992,0.0
chl,m,1992,0.0
chl,f,1992,0.0
chl,mf,1993,0.0
chl,m,1993,0.0
chl,f,1993,0.0
chl,mf,1994,0.0
chl,m,1994,0.0
chl,f,1994,0.0
chl,mf,1995,0.0
chl,m,1995,0.0
chl,f,1995,0.0
chl,mf,1996,0.0
chl,m,1996,0.0
chl,f,1996,0.0
chl,mf,1997,
chl,m,1997,
chl,f,1997,
chl,mf,1998,
chl,m,1998,
chl,f,1998,
chl,mf,1999,
chl,m,1999,
chl,f,1999,
chl,mf,2000,
chl,m,2000,
chl,f,2000,
chl,mf,2001,
chl,m,2001,
chl,f,2001,
chl,mf,2002,
chl,m,2002,
chl,f,2002,
chl,mf,2003,
chl,m,2003,
chl,f,2003,
chl,mf,2004,
chl,mf,2005,
chl,mf,2006,
chl,mf,2007,
chl,mf,2008,
chl,mf,2009,
chl,mf,2010,
chl,m,2010,
chl,f,2010,
chl,mf,2011,
chl,m,2011,
chl,f,2011,
chl,mf,2012,
chl,m,2012,
chl,f,2012,
chl,mf,2013,
chl,m,2013,
chl,f,2013,
chn,mf,1987,7.099999904632568
chn,mf,1988,7.199999809265137
chn,mf,1989,8.899999618530273
chn,mf,1990,17.700000762939453
chn,mf,1991,16.600000381469727
chn,mf,1992,16.600000381469727
chn,mf,1993,18.399999618530273
chn,mf,1994,18.299999237060547
chn,mf,1995,18.200000762939453
chn,mf,1996,18.799999237060547
chn,mf,1997,19.100000381469727
chn,mf,1998,22.299999237060547
chn,mf,1999,22.700000762939453
chn,mf,2000,23.700000762939453
chn,mf,2001,24.899999618530273
chn,mf,2002,22.100000381469727
chn,mf,2003,3.0999999046325684
chn,m,2003,3.0999999046325684
chn,f,2003,3.200000047683716
chn,mf,2004,3.200000047683716
chn,m,2004,3.0999999046325684
chn,f,2004,3.299999952316284
chn,mf,2005,3.200000047683716
chn,m,2005,3.0999999046325684
chn,f,2005,3.299999952316284
chn,mf,2006,3.299999952316284
chn,m,2006,3.5
chn,f,2006,2.799999952316284
chn,mf,2007,3.299999952316284
chn,m,2007,3.200000047683716
chn,f,2007,3.5
chn,mf,2008,3.4000000953674316
chn,mf,2009,3.9000000953674316
chn,mf,2010,4.099999904632568
chn,mf,2011,3.5999999046325684
col,mf,1980,0.10000000149011612
col,m,1980,0.10000000149011612
col,f,1980,0.0
col,mf,1985,0.10000000149011612
col,m,1985,0.10000000149011612
col,f,1985,0.10000000149011612
col,mf,1986,0.10000000149011612
col,m,1986,0.10000000149011612
col,f,1986,0.0
col,mf,1987,0.10000000149011612
col,m,1987,0.10000000149011612
col,f,1987,0.10000000149011612
col,mf,1988,0.10000000149011612
col,m,1988,0.0
col,f,1988,0.10000000149011612
col,mf,1989,0.0
col,m,1989,0.0
col,f,1989,0.0
col,mf,1990,0.0
col,m,1990,0.0
col,f,1990,0.10000000149011612
col,mf,1991,0.20000000298023224
col,m,1991,0.20000000298023224
col,f,1991,0.20000000298023224
col,mf,1992,0.30000001192092896
col,m,1992,0.30000001192092896
col,f,1992,0.30000001192092896
col,mf,1993,0.20000000298023224
col,m,1993,0.20000000298023224
col,f,1993,0.20000000298023224
col,mf,1994,0.10000000149011612
col,m,1994,0.0
col,f,1994,0.10000000149011612
col,mf,1995,0.10000000149011612
col,m,1995,0.0
col,f,1995,0.10000000149011612
col,mf,1996,0.10000000149011612
col,m,1996,0.10000000149011612
col,f,1996,0.10000000149011612
col,mf,1997,0.4000000059604645
col,m,1997,0.4000000059604645
col,f,1997,0.4000000059604645
col,mf,1998,0.10000000149011612
col,m,1998,0.10000000149011612
col,f,1998,0.10000000149011612
col,mf,1999,0.30000001192092896
col,m,1999,0.30000001192092896
col,f,1999,0.20000000298023224
col,mf,2000,0.10000000149011612
col,m,2000,0.10000000149011612
col,f,2000,0.10000000149011612
col,mf,2001,15.899999618530273
col,m,2001,15.899999618530273
col,f,2001,16.0
col,mf,2002,0.0
col,m,2002,0.0
col,f,2002,0.10000000149011612
col,mf,2003,0.0
col,m,2003,0.0
col,f,2003,0.0
col,mf,2004,0.0
col,m,2004,0.0
col,f,2004,0.0
col,mf,2005,0.0
col,m,2005,0.0
col,f,2005,0.0
col,mf,2006,2.0999999046325684
col,m,2006,2.0999999046325684
col,f,2006,2.0999999046325684
col,mf,2007,0.0
col,m,2007,0.10000000149011612
col,f,2007,0.0
col,mf,2008,0.20000000298023224
col,m,2008,0.20000000298023224
col,f,2008,0.10000000149011612
col,mf,2009,0.10000000149011612
col,m,2009,0.10000000149011612
col,f,2009,0.10000000149011612
col,mf,2010,0.0
col,m,2010,0.10000000149011612
col,f,2010,0.0
col,mf,2011,0.0
col,m,2011,0.0
col,f,2011,0.0
col,mf,2012,0.0
col,m,2012,0.0
col,f,2012,0.0
col,mf,2013,0.0
col,m,2013,0.0
col,f,2013,0.0
col,mf,2014,0.0
col,m,2014,0.0
col,f,2014,0.0
cog,mf,2005,1.7000000476837158
cog,m,2005,2.700000047683716
cog,f,2005,0.800000011920929
cok,mf,2011,
cok,m,2011,
cok,f,2011,
cri,mf,1980,0.30000001192092896
cri,m,1980,0.30000001192092896
cri,f,1980,0.20000000298023224
cri,mf,1981,0.8999999761581421
cri,m,1981,1.0
cri,f,1981,0.6000000238418579
cri,mf,1982,0.800000011920929
cri,m,1982,0.8999999761581421
cri,f,1982,0.5
cri,mf,1983,0.6000000238418579
cri,m,1983,0.6000000238418579
cri,f,1983,0.5
cri,mf,1984,0.699999988079071
cri,m,1984,0.699999988079071
cri,f,1984,0.6000000238418579
cri,mf,1985,0.699999988079071
cri,m,1985,0.800000011920929
cri,f,1985,0.5
cri,mf,1986,0.8999999761581421
cri,m,1986,1.0
cri,f,1986,0.6000000238418579
cri,mf,1987,0.8999999761581421
cri,m,1987,0.8999999761581421
cri,f,1987,0.800000011920929
cri,mf,1988,0.8999999761581421
cri,m,1988,1.0
cri,f,1988,0.5
cri,mf,1989,1.0
cri,m,1989,1.2000000476837158
cri,f,1989,0.699999988079071
cri,mf,1990,0.699999988079071
cri,m,1990,0.800000011920929
cri,f,1990,0.6000000238418579
cri,mf,1991,0.8999999761581421
cri,m,1991,1.100000023841858
cri,f,1991,0.5
cri,mf,1992,0.800000011920929
cri,m,1992,0.800000011920929
cri,f,1992,0.800000011920929
cri,mf,1993,1.2000000476837158
cri,m,1993,1.2000000476837158
cri,f,1993,1.399999976158142
cri,mf,1994,0.8999999761581421
cri,m,1994,0.8999999761581421
cri,f,1994,0.8999999761581421
cri,mf,1995,0.800000011920929
cri,m,1995,0.8999999761581421
cri,f,1995,0.5
cri,mf,1996,0.8999999761581421
cri,m,1996,1.100000023841858
cri,f,1996,0.6000000238418579
cri,mf,1997,0.699999988079071
cri,m,1997,0.699999988079071
cri,f,1997,0.6000000238418579
cri,mf,1998,0.800000011920929
cri,m,1998,0.800000011920929
cri,f,1998,0.699999988079071
cri,mf,1999,0.5
cri,m,1999,0.6000000238418579
cri,f,1999,0.5
cri,mf,2000,0.699999988079071
cri,m,2000,0.699999988079071
cri,f,2000,0.6000000238418579
cri,mf,2001,0.4000000059604645
cri,m,2001,0.4000000059604645
cri,f,2001,0.30000001192092896
cri,mf,2002,0.30000001192092896
cri,m,2002,0.4000000059604645
cri,f,2002,0.20000000298023224
cri,mf,2003,0.4000000059604645
cri,m,2003,0.5
cri,f,2003,0.4000000059604645
cri,mf,2004,0.30000001192092896
cri,m,2004,0.4000000059604645
cri,f,2004,0.10000000149011612
cri,mf,2005,0.4000000059604645
cri,m,2005,0.5
cri,f,2005,0.20000000298023224
cri,mf,2006,0.20000000298023224
cri,m,2006,0.20000000298023224
cri,f,2006,0.30000001192092896
cri,mf,2007,0.30000001192092896
cri,m,2007,0.30000001192092896
cri,f,2007,0.4000000059604645
cri,mf,2008,0.4000000059604645
cri,m,2008,0.5
cri,f,2008,0.30000001192092896
cri,mf,2009,3.799999952316284
cri,m,2009,5.5
cri,f,2009,1.0
cri,mf,2010,0.800000011920929
cri,m,2010,1.100000023841858
cri,f,2010,0.5
cri,mf,2011,0.30000001192092896
cri,m,2011,0.4000000059604645
cri,f,2011,0.10000000149011612
cri,mf,2012,0.20000000298023224
cri,m,2012,0.20000000298023224
cri,f,2012,0.30000001192092896
cri,mf,2013,0.10000000149011612
cri,m,2013,0.20000000298023224
cri,f,2013,0.10000000149011612
hrv,mf,1996,
hrv,m,1996,
hrv,f,1996,
hrv,mf,1997,
hrv,m,1997,
hrv,f,1997,
hrv,mf,1998,
hrv,m,1998,
hrv,f,1998,
hrv,mf,1999,
hrv,m,1999,
hrv,f,1999,
hrv,mf,2000,
hrv,m,2000,
hrv,f,2000,
hrv,mf,2001,
hrv,m,2001,
hrv,f,2001,
hrv,mf,2002,
hrv,m,2002,
hrv,f,2002,
hrv,mf,2003,
hrv,m,2003,
hrv,f,2003,
hrv,mf,2004,
hrv,m,2004,
hrv,f,2004,
hrv,mf,2005,
hrv,m,2005,
hrv,f,2005,
hrv,mf,2006,
hrv,m,2006,
hrv,f,2006,
hrv,mf,2007,
hrv,m,2007,
hrv,f,2007,
hrv,mf,2008,
hrv,m,2008,
hrv,f,2008,
hrv,mf,2009,
hrv,m,2009,
hrv,f,2009,
hrv,mf,2010,0.10000000149011612
hrv,m,2010,
hrv,f,2010,
hrv,mf,2011,0.10000000149011612
hrv,m,2011,0.10000000149011612
hrv,f,2011,0.10000000149011612
hrv,mf,2012,0.20000000298023224
hrv,m,2012,0.10000000149011612
hrv,f,2012,0.20000000298023224
hrv,mf,2013,0.10000000149011612
hrv,m,2013,0.20000000298023224
hrv,f,2013,0.10000000149011612
hrv,mf,2014,0.20000000298023224
hrv,m,2014,0.30000001192092896
hrv,f,2014,0.10000000149011612
cub,mf,1991,
cub,mf,1992,
cub,mf,1993,
cub,mf,1994,
cub,mf,1995,
cub,m,1995,
cub,f,1995,
cub,mf,1996,
cub,m,1996,
cub,f,1996,
cub,mf,1997,
cub,m,1997,
cub,f,1997,
cub,mf,1998,
cub,m,1998,
cub,f,1998,
cub,mf,1999,
cub,m,1999,
cub,f,1999,
cub,mf,2000,
cub,m,2000,
cub,f,2000,
cub,mf,2001,
cub,m,2001,
cub,f,2001,
cub,mf,2002,
cub,m,2002,
cub,f,2002,
cub,mf,2003,
cub,m,2003,
cub,f,2003,
cub,mf,2004,
cub,m,2004,
cub,f,2004,
cub,mf,2005,
cub,m,2005,
cub,f,2005,
cub,mf,2006,
cub,m,2006,
cub,f,2006,
cub,mf,2007,
cub,m,2007,
cub,f,2007,
cub,mf,2008,
cub,m,2008,
cub,f,2008,
cub,mf,2009,
cub,m,2009,
cub,f,2009,
cub,mf,2010,
cub,m,2010,
cub,f,2010,
cub,mf,2011,
cub,m,2011,
cub,f,2011,
cub,mf,2012,
cub,m,2012,
cub,f,2012,
cub,mf,2013,
cub,m,2013,
cub,f,2013,
cyp,mf,1980,2.299999952316284
cyp,m,1980,3.0
cyp,f,1980,1.100000023841858
cyp,mf,1981,2.0999999046325684
cyp,m,1981,2.799999952316284
cyp,f,1981,1.0
cyp,mf,1982,2.0999999046325684
cyp,m,1982,2.700000047683716
cyp,f,1982,0.8999999761581421
cyp,mf,1983,2.0
cyp,m,1983,2.5999999046325684
cyp,f,1983,0.8999999761581421
cyp,mf,1984,1.899999976158142
cyp,m,1984,2.5
cyp,f,1984,0.8999999761581421
cyp,mf,1985,1.7999999523162842
cyp,m,1985,2.4000000953674316
cyp,f,1985,0.8999999761581421
cyp,mf,1986,1.7999999523162842
cyp,m,1986,2.299999952316284
cyp,f,1986,0.800000011920929
cyp,mf,1987,1.7000000476837158
cyp,m,1987,2.299999952316284
cyp,f,1987,0.800000011920929
cyp,mf,1988,1.600000023841858
cyp,m,1988,2.200000047683716
cyp,f,1988,0.699999988079071
cyp,mf,1989,1.600000023841858
cyp,m,1989,2.0999999046325684
cyp,f,1989,0.699999988079071
cyp,mf,1990,1.5
cyp,m,1990,1.899999976158142
cyp,f,1990,0.800000011920929
cyp,mf,1991,1.5
cyp,m,1991,1.899999976158142
cyp,f,1991,0.800000011920929
cyp,mf,1992,1.399999976158142
cyp,m,1992,1.7999999523162842
cyp,f,1992,0.800000011920929
cyp,mf,1993,1.2999999523162842
cyp,m,1993,1.600000023841858
cyp,f,1993,0.699999988079071
cyp,mf,1994,1.2000000476837158
cyp,m,1994,1.5
cyp,f,1994,0.699999988079071
cyp,mf,1995,1.100000023841858
cyp,m,1995,1.399999976158142
cyp,f,1995,0.6000000238418579
cyp,mf,1999,
cyp,m,1999,
cyp,f,1999,
cyp,mf,2000,
cyp,m,2000,
cyp,f,2000,
cyp,mf,2001,
cyp,m,2001,
cyp,f,2001,
cyp,mf,2002,
cyp,m,2002,
cyp,f,2002,
cyp,mf,2003,
cyp,m,2003,
cyp,f,2003,
cyp,mf,2004,
cyp,m,2004,
cyp,f,2004,
cyp,mf,2005,
cyp,m,2005,
cyp,f,2005,
cyp,mf,2006,
cyp,m,2006,
cyp,f,2006,
cyp,mf,2007,
cyp,m,2007,
cyp,f,2007,
cyp,mf,2008,
cyp,m,2008,
cyp,f,2008,
cyp,mf,2009,
cyp,m,2009,
cyp,f,2009,
cyp,mf,2010,
cyp,m,2010,
cyp,f,2010,
cyp,mf,2011,
cyp,m,2011,
cyp,f,2011,
cyp,mf,2012,
cyp,m,2012,
cyp,f,2012,
cyp,mf,2013,
cyp,m,2013,
cyp,f,2013,
cyp,mf,2014,
cyp,m,2014,
cyp,f,2014,
cze,mf,1990,
cze,m,1990,
cze,f,1990,
cze,mf,1991,
cze,m,1991,
cze,f,1991,
cze,mf,1992,
cze,m,1992,
cze,f,1992,
cze,mf,1993,0.0
cze,m,1993,0.0
cze,f,1993,0.0
cze,mf,1994,0.0
cze,m,1994,0.0
cze,f,1994,0.0
cze,mf,1995,0.0
cze,m,1995,0.10000000149011612
cze,f,1995,0.0
cze,mf,1996,0.0
cze,m,1996,0.0
cze,f,1996,0.0
cze,mf,1997,0.10000000149011612
cze,m,1997,0.0
cze,f,1997,0.10000000149011612
cze,mf,1998,0.0
cze,m,1998,0.0
cze,f,1998,0.0
cze,mf,1999,0.0
cze,m,1999,0.10000000149011612
cze,f,1999,0.0
cze,mf,2000,0.10000000149011612
cze,m,2000,0.10000000149011612
cze,f,2000,0.10000000149011612
cze,mf,2001,0.0
cze,m,2001,0.0
cze,f,2001,0.0
cze,mf,2002,0.10000000149011612
cze,m,2002,0.10000000149011612
cze,f,2002,0.10000000149011612
cze,mf,2003,
cze,m,2003,
cze,f,2003,
cze,mf,2004,0.0
cze,m,2004,
cze,f,2004,
cze,mf,2005,0.0
cze,m,2005,0.0
cze,f,2005,0.0
cze,mf,2006,0.0
cze,m,2006,0.0
cze,f,2006,0.0
cze,mf,2007,0.0
cze,m,2007,
cze,f,2007,
cze,mf,2008,
cze,m,2008,
cze,f,2008,
cze,mf,2009,
cze,m,2009,
cze,f,2009,
cze,mf,2010,
cze,m,2010,
cze,f,2010,
cze,mf,2011,0.0
cze,m,2011,
cze,f,2011,
cze,mf,2012,
cze,m,2012,
cze,f,2012,
cze,mf,2013,
cze,m,2013,
cze,f,2013,
cze,mf,2014,
cze,m,2014,
cze,f,2014,
dnk,mf,1981,0.699999988079071
dnk,m,1981,0.800000011920929
dnk,f,1981,0.699999988079071
dnk,mf,1983,0.800000011920929
dnk,m,1983,0.6000000238418579
dnk,f,1983,0.8999999761581421
dnk,mf,1984,0.4000000059604645
dnk,m,1984,0.4000000059604645
dnk,f,1984,0.5
dnk,mf,1985,0.20000000298023224
dnk,m,1985,0.30000001192092896
dnk,f,1985,0.10000000149011612
dnk,mf,1986,0.800000011920929
dnk,m,1986,0.699999988079071
dnk,f,1986,0.800000011920929
dnk,mf,1987,0.5
dnk,m,1987,0.5
dnk,f,1987,0.5
dnk,mf,1988,0.699999988079071
dnk,m,1988,0.800000011920929
dnk,f,1988,0.699999988079071
dnk,mf,1989,0.8999999761581421
dnk,m,1989,0.699999988079071
dnk,f,1989,1.100000023841858
dnk,mf,1990,0.699999988079071
dnk,m,1990,0.699999988079071
dnk,f,1990,0.699999988079071
dnk,mf,1991,0.800000011920929
dnk,m,1991,0.699999988079071
dnk,f,1991,0.8999999761581421
dnk,mf,1992,0.20000000298023224
dnk,m,1992,0.20000000298023224
dnk,f,1992,0.30000001192092896
dnk,mf,1993,0.4000000059604645
dnk,m,1993,0.4000000059604645
dnk,f,1993,0.4000000059604645
dnk,mf,1994,0.5
dnk,m,1994,0.6000000238418579
dnk,f,1994,0.30000001192092896
dnk,mf,1995,0.20000000298023224
dnk,m,1995,0.20000000298023224
dnk,f,1995,0.10000000149011612
dnk,mf,1996,0.20000000298023224
dnk,m,1996,0.20000000298023224
dnk,f,1996,0.10000000149011612
dnk,mf,1997,0.4000000059604645
dnk,m,1997,0.4000000059604645
dnk,f,1997,0.4000000059604645
dnk,mf,1998,0.30000001192092896
dnk,m,1998,0.30000001192092896
dnk,f,1998,0.30000001192092896
dnk,mf,1999,0.4000000059604645
dnk,m,1999,0.30000001192092896
dnk,f,1999,0.4000000059604645
dnk,mf,2000,0.30000001192092896
dnk,m,2000,0.4000000059604645
dnk,f,2000,0.20000000298023224
dnk,mf,2001,0.20000000298023224
dnk,m,2001,0.30000001192092896
dnk,f,2001,0.10000000149011612
dnk,mf,2002,0.20000000298023224
dnk,m,2002,
dnk,f,2002,
dnk,mf,2003,0.20000000298023224
dnk,m,2003,
dnk,f,2003,
dnk,mf,2004,0.20000000298023224
dnk,m,2004,
dnk,f,2004,
dnk,mf,2005,0.20000000298023224
dnk,m,2005,0.20000000298023224
dnk,f,2005,0.10000000149011612
dnk,mf,2006,0.10000000149011612
dnk,m,2006,0.10000000149011612
dnk,f,2006,0.20000000298023224
dnk,mf,2007,0.10000000149011612
dnk,m,2007,
dnk,f,2007,
dnk,mf,2008,
dnk,m,2008,
dnk,f,2008,
dnk,mf,2009,
dnk,m,2009,
dnk,f,2009,
dnk,mf,2010,
dnk,m,2010,
dnk,f,2010,
dnk,mf,2011,
dnk,m,2011,
dnk,f,2011,
dnk,mf,2012,0.10000000149011612
dnk,m,2012,0.20000000298023224
dnk,f,2012,0.10000000149011612
dnk,mf,2013,0.20000000298023224
dnk,m,2013,0.30000001192092896
dnk,f,2013,0.20000000298023224
dnk,mf,2014,0.30000001192092896
dnk,m,2014,0.30000001192092896
dnk,f,2014,0.30000001192092896
dma,mf,1989,2.0999999046325684
dma,m,1989,0.0
dma,f,1989,5.5
dma,mf,1991,3.0
dma,m,1991,2.700000047683716
dma,f,1991,3.5
dma,mf,1997,4.199999809265137
dma,m,1997,4.300000190734863
dma,f,1997,4.099999904632568
dma,mf,1999,1.2999999523162842
dma,m,1999,1.399999976158142
dma,f,1999,1.2000000476837158
dma,mf,2001,0.30000001192092896
dma,m,2001,0.30000001192092896
dma,f,2001,0.4000000059604645
dom,mf,1991,0.20000000298023224
dom,m,1991,0.20000000298023224
dom,f,1991,0.10000000149011612
dom,mf,1992,0.30000001192092896
dom,m,1992,0.20000000298023224
dom,f,1992,0.4000000059604645
dom,mf,1993,0.10000000149011612
dom,m,1993,0.10000000149011612
dom,f,1993,0.30000001192092896
dom,mf,1994,0.10000000149011612
dom,m,1994,0.10000000149011612
dom,f,1994,0.10000000149011612
dom,mf,1995,0.10000000149011612
dom,m,1995,0.10000000149011612
dom,f,1995,0.0
dom,mf,1996,
dom,m,1996,
dom,f,1996,
dom,mf,1997,
dom,m,1997,
dom,f,1997,
dom,mf,1998,
dom,m,1998,
dom,f,1998,
dom,mf,1999,
dom,m,1999,
dom,f,1999,
dom,mf,2000,
dom,m,2000,
dom,f,2000,
dom,mf,2001,
dom,m,2001,
dom,f,2001,
dom,mf,2002,
dom,m,2002,
dom,f,2002,
dom,mf,2003,3.799999952316284
dom,m,2003,5.099999904632568
dom,f,2003,1.100000023841858
dom,mf,2004,3.799999952316284
dom,m,2004,5.300000190734863
dom,f,2004,0.8999999761581421
dom,mf,2005,4.300000190734863
dom,m,2005,5.699999809265137
dom,f,2005,1.399999976158142
dom,mf,2006,3.799999952316284
dom,m,2006,5.400000095367432
dom,f,2006,0.8999999761581421
dom,mf,2007,3.799999952316284
dom,m,2007,5.300000190734863
dom,f,2007,0.800000011920929
dom,mf,2008,3.799999952316284
dom,m,2008,5.400000095367432
dom,f,2008,0.8999999761581421
dom,mf,2009,3.799999952316284
dom,m,2009,5.300000190734863
dom,f,2009,0.800000011920929
dom,mf,2010,20.700000762939453
dom,m,2010,13.0
dom,f,2010,31.399999618530273
dom,mf,2011,25.100000381469727
dom,m,2011,12.899999618530273
dom,f,2011,46.70000076293945
dom,mf,2012,25.200000762939453
dom,m,2012,12.800000190734863
dom,f,2012,47.0
dom,mf,2013,26.299999237060547
dom,m,2013,14.199999809265137
dom,f,2013,47.79999923706055
dom,mf,2014,26.299999237060547
dom,m,2014,14.300000190734863
dom,f,2014,47.29999923706055
ecu,mf,1988,
ecu,mf,1989,
ecu,mf,1990,0.0
ecu,m,1990,0.0
ecu,f,1990,0.0
ecu,mf,1991,0.10000000149011612
ecu,m,1991,0.10000000149011612
ecu,f,1991,0.0
ecu,mf,1992,0.0
ecu,m,1992,0.0
ecu,f,1992,0.0
ecu,mf,1993,0.0
ecu,m,1993,0.0
ecu,f,1993,0.0
ecu,mf,1994,0.0
ecu,m,1994,0.0
ecu,f,1994,0.0
ecu,mf,1995,0.10000000149011612
ecu,m,1995,0.0
ecu,f,1995,0.10000000149011612
ecu,mf,1996,0.0
ecu,m,1996,0.0
ecu,f,1996,0.0
ecu,mf,1997,0.10000000149011612
ecu,m,1997,0.10000000149011612
ecu,f,1997,0.10000000149011612
ecu,mf,1998,0.10000000149011612
ecu,m,1998,0.0
ecu,f,1998,0.10000000149011612
ecu,mf,1999,0.0
ecu,m,1999,0.0
ecu,f,1999,0.0
ecu,mf,2000,
ecu,m,2000,
ecu,f,2000,
ecu,mf,2001,0.5
ecu,m,2001,0.30000001192092896
ecu,f,2001,0.699999988079071
ecu,mf,2003,
ecu,m,2003,
ecu,f,2003,
ecu,mf,2004,
ecu,m,2004,
ecu,f,2004,
ecu,mf,2005,0.0
ecu,m,2005,0.0
ecu,f,2005,0.0
ecu,mf,2006,
ecu,m,2006,
ecu,f,2006,
ecu,mf,2007,0.0
ecu,m,2007,0.0
ecu,f,2007,0.0
ecu,mf,2008,0.0
ecu,m,2008,0.0
ecu,f,2008,0.0
ecu,mf,2009,0.0
ecu,m,2009,0.0
