country,sex,year,services_percentage
kgz,f,2004,50.400001525878906
kgz,mf,2005,43.900001525878906
kgz,m,2005,37.70000076293945
kgz,f,2005,52.29999923706055
kgz,mf,2006,44.29999923706055
kgz,m,2006,37.400001525878906
kgz,f,2006,53.900001525878906
kgz,mf,2007,45.20000076293945
kgz,mf,2008,45.29999923706055
kgz,mf,2012,48.20000076293945
kgz,m,2012,40.70000076293945
kgz,f,2012,59.0
kgz,mf,2013,48.099998474121094
kgz,m,2013,42.900001525878906
kgz,f,2013,56.0
lao,mf,1995,11.100000381469727
lao,m,1995,14.399999618530273
lao,f,1995,7.900000095367432
lao,mf,2010,20.200000762939453
lao,m,2010,21.0
lao,f,2010,19.5
lva,mf,1996,55.400001525878906
lva,m,1996,45.599998474121094
lva,f,1996,66.0999984741211
lva,mf,1997,52.400001525878906
lva,m,1997,43.5
lva,f,1997,61.79999923706055
lva,mf,1998,53.900001525878906
lva,m,1998,44.70000076293945
lva,f,1998,63.599998474121094
lva,mf,1999,57.0
lva,m,1999,47.400001525878906
lva,f,1999,67.5
lva,mf,2000,58.599998474121094
lva,m,2000,49.099998474121094
lva,f,2000,68.69999694824219
lva,mf,2001,57.29999923706055
lva,m,2001,46.29999923706055
lva,f,2001,68.30000305175781
lva,mf,2002,58.0
lva,m,2002,44.20000076293945
lva,f,2002,72.0
lva,mf,2003,58.5
lva,m,2003,45.20000076293945
lva,f,2003,69.5
lva,mf,2004,59.29999923706055
lva,m,2004,47.0
lva,f,2004,72.4000015258789
lva,mf,2005,61.400001525878906
lva,m,2005,48.29999923706055
lva,f,2005,75.0999984741211
lva,mf,2006,61.0
lva,m,2006,47.29999923706055
lva,f,2006,75.4000015258789
lva,mf,2007,61.20000076293945
lva,m,2007,46.20000076293945
lva,f,2007,76.80000305175781
lva,mf,2008,62.599998474121094
lva,m,2008,48.70000076293945
lva,f,2008,76.69999694824219
lva,mf,2009,66.9000015258789
lva,m,2009,54.29999923706055
lva,f,2009,78.5999984741211
lva,mf,2010,68.30000305175781
lva,m,2010,54.400001525878906
lva,f,2010,80.19999694824219
lva,mf,2011,68.0
lva,m,2011,54.599998474121094
lva,f,2011,80.5999984741211
lva,mf,2012,68.0999984741211
lva,m,2012,54.5
lva,f,2012,81.0
lva,mf,2013,67.9000015258789
lva,m,2013,53.900001525878906
lva,f,2013,81.5
lva,mf,2014,68.5999984741211
lva,m,2014,54.400001525878906
lva,f,2014,82.5999984741211
lso,mf,1996,30.700000762939453
lso,m,1996,21.600000381469727
lso,f,1996,44.5
lso,mf,1997,28.299999237060547
lso,m,1997,17.899999618530273
lso,f,1997,41.5
lso,mf,1999,18.299999237060547
lso,m,1999,12.800000190734863
lso,f,1999,25.299999237060547
lso,mf,2008,45.5
lso,m,2008,33.79999923706055
lso,f,2008,60.400001525878906
lbr,mf,2007,14.899999618530273
lbr,m,2007,17.0
lbr,f,2007,12.699999809265137
lbr,mf,2010,41.20000076293945
lbr,m,2010,36.70000076293945
lbr,f,2010,45.70000076293945
lby,mf,1980,47.400001525878906
lby,mf,1983,44.29999923706055
lby,mf,1985,43.79999923706055
lby,mf,1986,50.20000076293945
ltu,mf,1997,50.79999923706055
ltu,m,1997,42.099998474121094
ltu,f,1997,60.599998474121094
ltu,mf,1998,51.400001525878906
ltu,m,1998,42.29999923706055
ltu,f,1998,61.099998474121094
ltu,mf,1999,53.099998474121094
ltu,m,1999,43.599998474121094
ltu,f,1999,62.70000076293945
ltu,mf,2000,54.400001525878906
ltu,m,2000,44.20000076293945
ltu,f,2000,64.4000015258789
ltu,mf,2001,55.79999923706055
ltu,m,2001,44.400001525878906
ltu,f,2001,65.9000015258789
ltu,mf,2002,53.70000076293945
ltu,m,2002,42.5
ltu,f,2002,65.30000305175781
ltu,mf,2003,54.099998474121094
ltu,m,2003,43.70000076293945
ltu,f,2003,63.79999923706055
ltu,mf,2004,55.099998474121094
ltu,m,2004,44.29999923706055
ltu,f,2004,66.5
ltu,mf,2005,56.099998474121094
ltu,m,2005,45.400001525878906
ltu,f,2005,67.19999694824219
ltu,mf,2006,56.20000076293945
ltu,m,2006,43.79999923706055
ltu,f,2006,68.80000305175781
ltu,mf,2007,57.79999923706055
ltu,m,2007,44.599998474121094
ltu,f,2007,71.30000305175781
ltu,mf,2008,61.0
ltu,m,2008,47.5
ltu,f,2008,74.5999984741211
ltu,mf,2009,63.900001525878906
ltu,m,2009,51.29999923706055
ltu,f,2009,75.4000015258789
ltu,mf,2010,66.4000015258789
ltu,m,2010,55.099998474121094
ltu,f,2010,76.5999984741211
ltu,mf,2011,66.69999694824219
ltu,m,2011,55.70000076293945
ltu,f,2011,76.80000305175781
ltu,mf,2012,65.5999984741211
ltu,m,2012,53.5
ltu,f,2012,77.0
ltu,mf,2013,65.5999984741211
ltu,m,2013,53.400001525878906
ltu,f,2013,77.30000305175781
ltu,mf,2014,65.80000305175781
ltu,m,2014,54.29999923706055
ltu,f,2014,76.9000015258789
lux,mf,1980,56.5
lux,mf,1981,57.79999923706055
lux,mf,1982,58.900001525878906
lux,mf,1983,59.900001525878906
lux,m,1983,48.599998474121094
lux,f,1983,83.19999694824219
lux,mf,1984,60.900001525878906
lux,m,1984,50.099998474121094
lux,f,1984,84.30000305175781
lux,mf,1985,62.0
lux,m,1985,51.20000076293945
lux,f,1985,84.69999694824219
lux,mf,1986,62.70000076293945
lux,m,1986,51.900001525878906
lux,f,1986,85.0
lux,mf,1987,63.70000076293945
lux,m,1987,52.79999923706055
lux,f,1987,85.69999694824219
lux,mf,1988,64.9000015258789
lux,m,1988,53.29999923706055
lux,f,1988,87.5999984741211
lux,mf,1989,65.5
lux,m,1989,53.900001525878906
lux,f,1989,88.0999984741211
lux,mf,1990,66.4000015258789
lux,m,1990,54.79999923706055
lux,f,1990,88.69999694824219
lux,mf,1991,66.9000015258789
lux,mf,1992,65.0999984741211
lux,m,1992,53.900001525878906
lux,f,1992,84.0999984741211
lux,mf,1993,70.0
lux,m,1993,58.900001525878906
lux,f,1993,89.69999694824219
lux,mf,1994,69.5
lux,m,1994,58.29999923706055
lux,f,1994,88.69999694824219
lux,mf,1995,70.5
lux,m,1995,60.70000076293945
lux,f,1995,88.19999694824219
lux,mf,1996,74.30000305175781
lux,m,1996,64.4000015258789
lux,f,1996,91.5
lux,mf,1997,74.19999694824219
lux,m,1997,63.5
lux,f,1997,92.0999984741211
lux,mf,1998,75.19999694824219
lux,m,1998,65.5
lux,f,1998,91.19999694824219
lux,mf,1999,75.69999694824219
lux,m,1999,65.69999694824219
lux,f,1999,91.19999694824219
lux,mf,2000,76.69999694824219
lux,m,2000,66.5
lux,f,2000,92.0999984741211
lux,mf,2001,76.9000015258789
lux,m,2001,66.80000305175781
lux,f,2001,92.0
lux,mf,2002,77.80000305175781
lux,m,2002,68.0999984741211
lux,f,2002,92.4000015258789
lux,mf,2003,77.9000015258789
lux,m,2003,68.4000015258789
lux,f,2003,91.69999694824219
lux,mf,2004,79.0
lux,m,2004,70.0
lux,f,2004,91.80000305175781
lux,mf,2005,80.69999694824219
lux,m,2005,72.0
lux,f,2005,93.0
lux,mf,2006,81.30000305175781
lux,m,2006,72.0999984741211
lux,f,2006,93.5
lux,mf,2007,81.19999694824219
lux,m,2007,71.5
lux,f,2007,93.4000015258789
lux,mf,2008,82.9000015258789
lux,m,2008,75.5
lux,f,2008,92.5
lux,mf,2009,83.69999694824219
lux,m,2009,76.80000305175781
lux,f,2009,93.0999984741211
lux,mf,2010,81.19999694824219
lux,m,2010,74.4000015258789
lux,f,2010,90.19999694824219
lux,mf,2011,82.9000015258789
lux,m,2011,75.4000015258789
lux,f,2011,92.69999694824219
lux,mf,2012,84.19999694824219
lux,m,2012,77.0
lux,f,2012,93.30000305175781
lux,mf,2013,84.0
lux,m,2013,77.5
lux,f,2013,92.5
lux,mf,2014,85.69999694824219
lux,m,2014,79.9000015258789
lux,f,2014,93.0
mac,mf,1989,51.5
mac,m,1989,57.29999923706055
mac,f,1989,43.20000076293945
mac,mf,1990,57.20000076293945
mac,m,1990,62.79999923706055
mac,f,1990,49.0
mac,mf,1991,57.70000076293945
mac,m,1991,63.599998474121094
mac,f,1991,49.20000076293945
mac,mf,1992,61.20000076293945
mac,m,1992,65.5
mac,f,1992,55.099998474121094
mac,mf,1993,64.0
mac,m,1993,65.80000305175781
mac,f,1993,61.599998474121094
mac,mf,1994,68.69999694824219
mac,m,1994,71.5999984741211
mac,f,1994,64.80000305175781
mac,mf,1995,67.5999984741211
mac,m,1995,69.5
mac,f,1995,65.0999984741211
mac,mf,1996,70.80000305175781
mac,m,1996,74.0
mac,f,1996,67.19999694824219
mac,mf,1997,70.9000015258789
mac,m,1997,74.5999984741211
mac,f,1997,66.5999984741211
mac,mf,1998,67.5999984741211
mac,m,1998,69.19999694824219
mac,f,1998,65.69999694824219
mac,mf,1999,69.30000305175781
mac,m,1999,71.80000305175781
mac,f,1999,66.0999984741211
mac,mf,2000,71.5
mac,m,2000,73.30000305175781
mac,f,2000,69.5999984741211
mac,mf,2001,69.0999984741211
mac,m,2001,72.30000305175781
mac,f,2001,65.5999984741211
mac,mf,2002,71.0999984741211
mac,m,2002,73.19999694824219
mac,f,2002,68.69999694824219
mac,mf,2003,72.5999984741211
mac,m,2003,74.0999984741211
mac,f,2003,71.0999984741211
mac,mf,2004,74.5
mac,m,2004,75.0999984741211
mac,f,2004,73.80000305175781
mac,mf,2005,74.69999694824219
mac,m,2005,73.0
mac,f,2005,76.69999694824219
mac,mf,2006,76.5
mac,m,2006,72.19999694824219
mac,f,2006,81.80000305175781
mac,mf,2007,78.5999984741211
mac,m,2007,72.69999694824219
mac,f,2007,85.5999984741211
mac,mf,2008,80.0999984741211
mac,m,2008,73.0999984741211
mac,f,2008,87.80000305175781
mac,mf,2009,83.80000305175781
mac,m,2009,76.69999694824219
mac,f,2009,91.4000015258789
mac,mf,2010,86.0999984741211
mac,m,2010,80.0
mac,f,2010,92.19999694824219
mac,mf,2011,86.80000305175781
mac,m,2011,80.19999694824219
mac,f,2011,93.5
mac,mf,2012,86.9000015258789
mac,m,2012,80.0
mac,f,2012,94.30000305175781
mac,mf,2013,87.0999984741211
mac,m,2013,79.5
mac,f,2013,95.0999984741211
mac,mf,2014,84.30000305175781
mac,m,2014,74.30000305175781
mac,f,2014,95.30000305175781
mkd,mf,2002,42.79999923706055
mkd,m,2002,40.900001525878906
mkd,f,2002,45.70000076293945
mkd,mf,2003,44.0
mkd,m,2003,42.0
mkd,f,2003,47.099998474121094
mkd,mf,2004,50.400001525878906
mkd,m,2004,47.400001525878906
mkd,f,2004,55.099998474121094
mkd,mf,2005,48.20000076293945
mkd,m,2005,46.5
mkd,f,2005,50.900001525878906
mkd,mf,2006,47.79999923706055
mkd,m,2006,45.79999923706055
mkd,f,2006,51.0
mkd,mf,2007,50.900001525878906
mkd,m,2007,48.5
mkd,f,2007,54.70000076293945
mkd,mf,2008,49.5
mkd,m,2008,47.5
mkd,f,2008,52.79999923706055
mkd,mf,2011,51.70000076293945
mkd,m,2011,48.599998474121094
mkd,f,2011,56.20000076293945
mkd,mf,2012,53.20000076293945
mkd,m,2012,49.79999923706055
mkd,f,2012,58.400001525878906
mkd,mf,2013,51.20000076293945
mkd,m,2013,49.099998474121094
mkd,f,2013,54.29999923706055
mkd,mf,2014,51.400001525878906
mkd,m,2014,48.70000076293945
mkd,f,2014,55.70000076293945
mdg,mf,2003,15.300000190734863
mdg,m,2003,16.0
mdg,f,2003,14.600000381469727
mdg,mf,2005,14.600000381469727
mdg,m,2005,13.399999618530273
mdg,f,2005,15.899999618530273
mdg,mf,2012,16.899999618530273
mdg,m,2012,15.199999809265137
mdg,f,2012,18.700000762939453
mwi,mf,2013,28.5
mwi,m,2013,31.799999237060547
mwi,f,2013,25.100000381469727
mys,mf,1980,38.70000076293945
mys,m,1980,39.900001525878906
mys,f,1980,36.29999923706055
mys,mf,1981,38.79999923706055
mys,m,1981,39.599998474121094
mys,f,1981,37.29999923706055
mys,mf,1982,44.400001525878906
mys,m,1982,46.0
mys,f,1982,41.5
mys,mf,1983,43.5
mys,m,1983,44.0
mys,f,1983,42.400001525878906
mys,mf,1984,45.0
mys,m,1984,45.400001525878906
mys,f,1984,44.20000076293945
mys,mf,1985,45.79999923706055
mys,m,1985,45.900001525878906
mys,f,1985,45.70000076293945
mys,mf,1986,46.5
mys,m,1986,46.400001525878906
mys,f,1986,46.599998474121094
mys,mf,1987,46.79999923706055
mys,m,1987,46.20000076293945
mys,f,1987,48.0
mys,mf,1988,46.70000076293945
mys,m,1988,46.099998474121094
mys,f,1988,47.900001525878906
mys,mf,1989,45.900001525878906
mys,m,1989,45.70000076293945
mys,f,1989,46.400001525878906
mys,mf,1990,46.5
mys,m,1990,46.29999923706055
mys,f,1990,46.79999923706055
mys,mf,1991,43.70000076293945
mys,m,1991,43.20000076293945
mys,f,1991,44.79999923706055
mys,mf,1992,46.599998474121094
mys,m,1992,46.0
mys,f,1992,47.79999923706055
mys,mf,1993,46.900001525878906
mys,m,1993,45.70000076293945
mys,f,1993,49.099998474121094
mys,mf,1995,47.70000076293945
mys,m,1995,45.599998474121094
mys,f,1995,51.79999923706055
mys,mf,1996,48.400001525878906
mys,m,1996,45.79999923706055
mys,f,1996,53.400001525878906
mys,mf,1997,49.0
mys,m,1997,45.5
mys,f,1997,56.0
mys,mf,1998,49.400001525878906
mys,m,1998,45.79999923706055
mys,f,1998,56.70000076293945
mys,mf,1999,49.900001525878906
mys,m,1999,45.900001525878906
mys,f,1999,57.79999923706055
mys,mf,2000,49.5
mys,m,2000,45.400001525878906
mys,f,2000,57.0
mys,mf,2001,51.79999923706055
mys,m,2001,48.20000076293945
mys,f,2001,58.29999923706055
mys,mf,2002,53.099998474121094
mys,m,2002,48.70000076293945
mys,f,2002,61.099998474121094
mys,mf,2003,53.70000076293945
mys,m,2003,49.0
mys,f,2003,62.099998474121094
mys,mf,2004,55.29999923706055
mys,m,2004,50.099998474121094
mys,f,2004,64.5999984741211
mys,mf,2005,55.599998474121094
mys,m,2005,50.20000076293945
mys,f,2005,65.4000015258789
mys,mf,2006,55.099998474121094
mys,m,2006,49.5
mys,f,2006,65.19999694824219
mys,mf,2007,56.70000076293945
mys,m,2007,50.79999923706055
mys,f,2007,67.30000305175781
mys,mf,2008,57.400001525878906
mys,m,2008,51.29999923706055
mys,f,2008,68.30000305175781
mys,mf,2009,59.5
mys,m,2009,53.0
mys,f,2009,71.0
mys,mf,2010,59.20000076293945
mys,m,2010,52.79999923706055
mys,f,2010,70.5
mys,mf,2011,59.599998474121094
mys,m,2011,52.70000076293945
mys,f,2011,72.0
mys,mf,2012,59.0
mys,m,2012,51.900001525878906
mys,f,2012,71.5
mys,mf,2013,59.29999923706055
mys,m,2013,51.79999923706055
mys,f,2013,71.9000015258789
mys,mf,2014,60.29999923706055
mdv,mf,1990,48.5
mdv,m,1990,49.79999923706055
mdv,f,1990,42.900001525878906
mdv,mf,1995,50.400001525878906
mdv,m,1995,52.70000076293945
mdv,f,1995,44.20000076293945
mdv,mf,2000,50.20000076293945
mdv,m,2000,55.79999923706055
mdv,f,2000,39.0
mdv,mf,2003,56.70000076293945
mdv,m,2003,57.20000076293945
mdv,f,2003,55.70000076293945
mdv,mf,2006,60.0
mdv,m,2006,62.20000076293945
mdv,f,2006,56.099998474121094
mdv,mf,2010,67.0
mdv,m,2010,62.599998474121094
mdv,f,2010,74.19999694824219
mli,mf,2004,41.900001525878906
mli,m,2004,32.400001525878906
mli,f,2004,55.400001525878906
mli,mf,2006,28.299999237060547
mli,m,2006,24.100000381469727
mli,f,2006,33.29999923706055
mlt,mf,2000,65.0
mlt,m,2000,60.79999923706055
mlt,f,2000,74.19999694824219
mlt,mf,2001,66.30000305175781
mlt,m,2001,61.900001525878906
mlt,f,2001,76.30000305175781
mlt,mf,2002,65.80000305175781
mlt,m,2002,60.400001525878906
mlt,f,2002,77.4000015258789
mlt,mf,2003,67.5
mlt,m,2003,61.900001525878906
mlt,f,2003,80.19999694824219
mlt,mf,2004,68.0
mlt,m,2004,62.400001525878906
mlt,f,2004,81.19999694824219
mlt,mf,2005,67.80000305175781
mlt,m,2005,61.29999923706055
mlt,f,2005,82.69999694824219
mlt,mf,2006,69.30000305175781
mlt,m,2006,62.70000076293945
mlt,f,2006,84.30000305175781
mlt,mf,2007,71.5
mlt,m,2007,64.5999984741211
mlt,f,2007,86.0
mlt,mf,2008,72.4000015258789
mlt,m,2008,64.4000015258789
mlt,f,2008,88.4000015258789
mlt,mf,2009,73.0999984741211
mlt,m,2009,65.9000015258789
mlt,f,2009,87.30000305175781
mlt,mf,2010,72.5999984741211
mlt,m,2010,65.5999984741211
mlt,f,2010,85.4000015258789
mlt,mf,2011,74.0
mlt,m,2011,66.80000305175781
mlt,f,2011,86.30000305175781
mlt,mf,2012,76.30000305175781
mlt,m,2012,69.5
mlt,f,2012,88.19999694824219
mlt,mf,2013,76.5
mlt,m,2013,69.80000305175781
mlt,f,2013,87.4000015258789
mlt,mf,2014,77.0999984741211
mlt,m,2014,69.5999984741211
mlt,f,2014,88.69999694824219
mhl,mf,1999,59.400001525878906
mhl,m,1999,55.70000076293945
mhl,f,1999,67.69999694824219
mhl,mf,2009,82.30000305175781
mhl,mf,2010,79.5999984741211
mtq,mf,1990,75.0
mtq,m,1990,63.599998474121094
mtq,f,1990,89.0
mtq,mf,2009,18.5
mtq,mf,2010,65.30000305175781
mtq,mf,2011,68.80000305175781
mtq,mf,2012,69.0
mus,mf,1990,40.0
mus,m,1990,42.0
mus,f,1990,35.400001525878906
mus,mf,1992,45.29999923706055
mus,m,1992,48.099998474121094
mus,f,1992,38.900001525878906
mus,mf,1994,46.70000076293945
mus,m,1994,48.70000076293945
mus,f,1994,42.29999923706055
mus,mf,1995,47.599998474121094
mus,m,1995,49.400001525878906
mus,f,1995,43.79999923706055
mus,mf,1996,48.5
mus,m,1996,50.0
mus,f,1996,45.20000076293945
mus,mf,1997,49.5
mus,m,1997,51.20000076293945
mus,f,1997,46.0
mus,mf,1998,49.599998474121094
mus,m,1998,51.29999923706055
mus,f,1998,46.099998474121094
mus,mf,1999,50.099998474121094
mus,m,1999,51.79999923706055
mus,f,1999,46.70000076293945
mus,mf,2000,49.0
mus,m,2000,50.400001525878906
mus,f,2000,46.29999923706055
mus,mf,2001,49.70000076293945
mus,m,2001,50.900001525878906
mus,f,2001,47.400001525878906
mus,mf,2002,51.900001525878906
mus,m,2002,52.400001525878906
mus,f,2002,50.900001525878906
mus,mf,2003,53.5
mus,m,2003,53.29999923706055
mus,f,2003,53.79999923706055
mus,mf,2004,56.20000076293945
mus,m,2004,54.099998474121094
mus,f,2004,60.5
mus,mf,2005,57.5
mus,m,2005,55.099998474121094
mus,f,2005,62.29999923706055
mus,mf,2006,58.0
mus,m,2006,54.79999923706055
mus,f,2006,64.4000015258789
mus,mf,2007,58.0
mus,m,2007,54.0
mus,f,2007,66.0999984741211
mus,mf,2008,59.5
mus,mf,2009,61.599998474121094
mus,mf,2010,49.5
mus,mf,2011,64.19999694824219
mus,m,2011,59.400001525878906
mus,f,2011,72.80000305175781
mus,mf,2012,64.5
mus,m,2012,59.29999923706055
mus,f,2012,73.69999694824219
mus,mf,2013,61.70000076293945
mus,m,2013,59.5
mus,f,2013,69.5999984741211
mus,mf,2014,63.5
mus,m,2014,59.900001525878906
mus,f,2014,69.5
mex,mf,1988,49.0
mex,mf,1990,46.099998474121094
mex,m,1990,38.70000076293945
mex,f,1990,70.30000305175781
mex,mf,1991,49.5
mex,m,1991,40.70000076293945
mex,f,1991,69.69999694824219
mex,mf,1992,51.400001525878906
mex,m,1992,42.5
mex,f,1992,71.5
mex,mf,1993,50.400001525878906
mex,m,1993,41.20000076293945
mex,f,1993,71.0
mex,mf,1994,52.0
mex,m,1994,43.099998474121094
mex,f,1994,71.80000305175781
mex,mf,1995,54.5
mex,m,1995,44.900001525878906
mex,f,1995,74.69999694824219
mex,mf,1996,55.0
mex,m,1996,46.70000076293945
mex,f,1996,72.0999984741211
mex,mf,1997,53.79999923706055
mex,m,1997,45.900001525878906
mex,f,1997,69.5
mex,mf,1998,55.5
mex,m,1998,47.400001525878906
mex,f,1998,71.5
mex,mf,1999,53.900001525878906
mex,m,1999,45.79999923706055
mex,f,1999,70.0
mex,mf,2000,55.20000076293945
mex,m,2000,47.20000076293945
mex,f,2000,70.5999984741211
mex,mf,2001,56.099998474121094
mex,m,2001,48.099998474121094
mex,f,2001,71.80000305175781
mex,mf,2002,57.29999923706055
mex,m,2002,49.099998474121094
mex,f,2002,72.9000015258789
mex,mf,2003,58.400001525878906
mex,m,2003,49.900001525878906
mex,f,2003,74.69999694824219
mex,mf,2004,58.70000076293945
mex,m,2004,50.099998474121094
mex,f,2004,74.5999984741211
mex,mf,2005,59.0
mex,m,2005,49.29999923706055
mex,f,2005,75.80000305175781
mex,mf,2006,59.400001525878906
mex,m,2006,49.400001525878906
mex,f,2006,76.4000015258789
mex,mf,2007,60.099998474121094
mex,m,2007,49.900001525878906
mex,f,2007,77.0999984741211
mex,mf,2008,60.599998474121094
mex,m,2008,50.5
mex,f,2008,77.5
mex,mf,2009,60.099998474121094
mex,m,2009,49.900001525878906
mex,f,2009,77.0999984741211
mex,mf,2010,60.599998474121094
mex,m,2010,50.5
mex,f,2010,77.5
mex,mf,2011,61.900001525878906
mex,m,2011,51.099998474121094
mex,f,2011,79.80000305175781
mex,mf,2012,62.5
mex,m,2012,51.79999923706055
mex,f,2012,79.80000305175781
mex,mf,2013,62.400001525878906
mex,m,2013,51.5
mex,f,2013,79.80000305175781
mda,mf,1981,30.700000762939453
mda,mf,1982,30.700000762939453
mda,mf,1983,31.5
mda,mf,1984,31.399999618530273
mda,mf,1985,32.29999923706055
mda,mf,1986,32.400001525878906
mda,mf,1987,32.900001525878906
mda,mf,1988,33.70000076293945
mda,mf,1989,32.900001525878906
mda,mf,1990,33.900001525878906
mda,mf,1991,31.299999237060547
mda,mf,1992,31.399999618530273
mda,mf,1993,34.20000076293945
mda,mf,1994,33.70000076293945
mda,mf,1996,42.099998474121094
mda,mf,1997,43.70000076293945
mda,mf,1998,39.70000076293945
mda,mf,1999,37.5
mda,mf,2000,35.20000076293945
mda,m,2000,30.299999237060547
mda,f,2000,40.0
mda,mf,2001,35.099998474121094
mda,m,2001,30.5
mda,f,2001,39.5
mda,mf,2002,35.900001525878906
mda,m,2002,31.0
mda,f,2002,40.599998474121094
mda,mf,2003,40.900001525878906
mda,m,2003,35.29999923706055
mda,f,2003,46.29999923706055
mda,mf,2004,43.29999923706055
mda,m,2004,37.79999923706055
mda,f,2004,48.29999923706055
mda,mf,2005,43.29999923706055
mda,m,2005,37.900001525878906
mda,f,2005,48.20000076293945
mda,mf,2006,48.20000076293945
mda,m,2006,40.79999923706055
mda,f,2006,55.70000076293945
mda,mf,2007,48.5
mda,m,2007,39.400001525878906
mda,f,2007,57.5
mda,mf,2008,49.29999923706055
mda,m,2008,40.599998474121094
mda,f,2008,58.099998474121094
mda,mf,2009,52.5
mda,m,2009,43.400001525878906
mda,f,2009,61.900001525878906
mda,mf,2010,53.79999923706055
mda,m,2010,44.5
mda,f,2010,63.20000076293945
mda,mf,2011,53.70000076293945
mda,m,2011,44.099998474121094
mda,f,2011,63.599998474121094
mda,mf,2012,54.29999923706055
mda,m,2012,44.599998474121094
mda,f,2012,64.0
mda,mf,2013,53.5
mda,m,2013,44.900001525878906
mda,f,2013,62.29999923706055
mng,mf,1993,40.0
mng,m,1993,36.599998474121094
mng,f,1993,43.599998474121094
mng,mf,1994,38.599998474121094
mng,m,1994,35.20000076293945
mng,f,1994,42.20000076293945
mng,mf,1995,35.900001525878906
mng,m,1995,33.29999923706055
mng,f,1995,38.900001525878906
mng,mf,1996,36.0
mng,m,1996,32.400001525878906
mng,f,1996,40.0
mng,mf,1997,34.29999923706055
mng,m,1997,29.700000762939453
mng,f,1997,39.5
mng,mf,1998,34.400001525878906
mng,m,1998,30.5
mng,f,1998,38.70000076293945
mng,mf,1999,35.0
mng,m,1999,31.0
mng,f,1999,39.400001525878906
mng,mf,2000,37.20000076293945
mng,m,2000,32.599998474121094
mng,f,2000,42.20000076293945
mng,mf,2001,38.0
mng,m,2001,33.5
mng,f,2001,42.599998474121094
mng,mf,2002,40.70000076293945
mng,m,2002,37.099998474121094
mng,f,2002,44.400001525878906
mng,mf,2003,41.400001525878906
mng,m,2003,37.900001525878906
mng,f,2003,45.20000076293945
mng,mf,2004,43.70000076293945
mng,m,2004,38.599998474121094
mng,f,2004,48.70000076293945
mng,mf,2005,43.29999923706055
mng,m,2005,38.099998474121094
mng,f,2005,48.400001525878906
mng,mf,2006,43.900001525878906
mng,mf,2007,44.5
mng,mf,2008,44.20000076293945
mng,m,2008,39.5
mng,f,2008,49.20000076293945
mng,mf,2009,49.20000076293945
mng,m,2009,43.70000076293945
mng,f,2009,55.20000076293945
mng,mf,2010,50.20000076293945
mng,m,2010,45.0
mng,f,2010,56.099998474121094
mng,mf,2011,49.599998474121094
mng,m,2011,44.400001525878906
mng,f,2011,55.400001525878906
mng,mf,2012,46.79999923706055
mng,m,2012,40.0
mng,f,2012,54.29999923706055
mne,mf,2003,64.19999694824219
mne,m,2003,56.70000076293945
mne,f,2003,75.69999694824219
mne,mf,2005,72.0999984741211
mne,m,2005,65.30000305175781
mne,f,2005,82.0
mne,mf,2007,73.80000305175781
mne,m,2007,67.9000015258789
mne,f,2007,81.80000305175781
mne,mf,2008,71.0
mne,m,2008,63.5
mne,f,2008,81.0999984741211
mne,mf,2009,72.80000305175781
mne,m,2009,63.79999923706055
mne,f,2009,84.69999694824219
mne,mf,2010,73.80000305175781
mne,m,2010,65.4000015258789
mne,f,2010,85.0
mne,mf,2011,75.4000015258789
mne,m,2011,66.9000015258789
mne,f,2011,86.0
mne,mf,2012,76.9000015258789
mne,m,2012,68.30000305175781
mne,f,2012,87.5
mne,mf,2013,74.80000305175781
mne,m,2013,66.0999984741211
mne,f,2013,85.5
mne,mf,2014,73.0
mne,m,2014,64.9000015258789
mne,f,2014,83.0999984741211
msr,mf,1980,61.70000076293945
msr,mf,1981,60.900001525878906
msr,mf,1982,61.70000076293945
msr,mf,1983,62.400001525878906
msr,mf,1984,62.70000076293945
msr,mf,1985,62.599998474121094
msr,mf,1986,60.599998474121094
msr,mf,1987,59.5
msr,mf,1991,62.79999923706055
msr,m,1991,45.79999923706055
msr,f,1991,86.30000305175781
mar,mf,1990,59.5
mar,m,1990,63.79999923706055
mar,f,1990,46.5
mar,mf,1991,59.79999923706055
mar,m,1991,63.099998474121094
mar,f,1991,49.5
mar,mf,1992,60.400001525878906
mar,m,1992,63.0
mar,f,1992,51.20000076293945
mar,mf,1993,61.900001525878906
mar,m,1993,64.4000015258789
mar,f,1993,52.5
mar,mf,1995,58.900001525878906
mar,m,1995,62.5
mar,f,1995,49.5
mar,mf,1996,56.400001525878906
mar,m,1996,59.79999923706055
mar,f,1996,46.29999923706055
mar,mf,1997,58.79999923706055
mar,m,1997,61.900001525878906
mar,f,1997,48.599998474121094
mar,mf,1998,60.29999923706055
mar,m,1998,62.900001525878906
mar,f,1998,51.5
mar,mf,1999,60.599998474121094
mar,m,1999,62.599998474121094
mar,f,1999,54.0
mar,mf,2000,62.79999923706055
mar,m,2000,64.69999694824219
mar,f,2000,56.099998474121094
mar,mf,2001,63.79999923706055
mar,m,2001,65.19999694824219
mar,f,2001,58.29999923706055
mar,mf,2002,35.5
mar,m,2002,39.400001525878906
mar,f,2002,23.899999618530273
mar,mf,2003,35.900001525878906
mar,m,2003,40.0
mar,f,2003,24.5
mar,mf,2004,34.70000076293945
mar,m,2004,39.099998474121094
mar,f,2004,22.799999237060547
mar,mf,2005,35.0
