country,sex,year,services_percentage
dnk,f,2010,89.80000305175781
dnk,mf,2011,77.5999984741211
dnk,m,2011,66.5999984741211
dnk,f,2011,89.5999984741211
dnk,mf,2012,77.5999984741211
dnk,m,2012,67.0
dnk,f,2012,89.30000305175781
dnk,mf,2013,77.80000305175781
dnk,m,2013,67.0
dnk,f,2013,89.5999984741211
dnk,mf,2014,78.0
dnk,m,2014,67.5999984741211
dnk,f,2014,89.5
dma,mf,1989,38.79999923706055
dma,m,1989,28.399999618530273
dma,f,1989,54.5
dma,mf,1991,44.70000076293945
dma,m,1991,30.700000762939453
dma,f,1991,71.0
dma,mf,1997,53.79999923706055
dma,m,1997,40.0
dma,f,1997,72.0
dma,mf,1999,54.0
dma,m,1999,42.5
dma,f,1999,72.0999984741211
dma,mf,2001,58.79999923706055
dma,m,2001,43.900001525878906
dma,f,2001,81.5
dom,mf,1991,56.599998474121094
dom,m,1991,49.70000076293945
dom,f,1991,73.69999694824219
dom,mf,1992,58.70000076293945
dom,m,1992,51.5
dom,f,1992,75.5
dom,mf,1993,59.099998474121094
dom,m,1993,52.400001525878906
dom,f,1993,75.0999984741211
dom,mf,1994,61.400001525878906
dom,m,1994,54.79999923706055
dom,f,1994,76.5
dom,mf,1995,61.29999923706055
dom,m,1995,53.900001525878906
dom,f,1995,77.9000015258789
dom,mf,1996,54.099998474121094
dom,m,1996,45.29999923706055
dom,f,1996,75.5999984741211
dom,mf,1997,54.5
dom,m,1997,45.599998474121094
dom,f,1997,76.80000305175781
dom,mf,1998,56.79999923706055
dom,m,1998,48.20000076293945
dom,f,1998,75.4000015258789
dom,mf,1999,57.20000076293945
dom,m,1999,48.5
dom,f,1999,76.80000305175781
dom,mf,2000,59.79999923706055
dom,m,2000,51.0
dom,f,2000,77.4000015258789
dom,mf,2001,62.099998474121094
dom,m,2001,52.70000076293945
dom,f,2001,81.30000305175781
dom,mf,2002,62.900001525878906
dom,m,2002,52.900001525878906
dom,f,2002,82.69999694824219
dom,mf,2003,59.29999923706055
dom,m,2003,47.79999923706055
dom,f,2003,81.9000015258789
dom,mf,2004,58.29999923706055
dom,m,2004,46.70000076293945
dom,f,2004,81.80000305175781
dom,mf,2005,58.79999923706055
dom,m,2005,47.70000076293945
dom,f,2005,80.69999694824219
dom,mf,2006,59.0
dom,m,2006,46.79999923706055
dom,f,2006,82.5
dom,mf,2007,59.79999923706055
dom,m,2007,47.5
dom,f,2007,83.4000015258789
dom,mf,2008,59.0
dom,m,2008,46.79999923706055
dom,f,2008,82.5
dom,mf,2009,59.79999923706055
dom,m,2009,47.5
dom,f,2009,83.4000015258789
dom,mf,2010,52.400001525878906
dom,m,2010,46.79999923706055
dom,f,2010,60.099998474121094
dom,mf,2011,42.5
dom,m,2011,43.29999923706055
dom,f,2011,41.20000076293945
dom,mf,2012,42.5
dom,m,2012,43.599998474121094
dom,f,2012,40.400001525878906
dom,mf,2013,42.79999923706055
dom,m,2013,43.70000076293945
dom,f,2013,41.29999923706055
dom,mf,2014,41.900001525878906
dom,m,2014,42.70000076293945
dom,f,2014,40.400001525878906
ecu,mf,1988,68.5999984741211
ecu,mf,1989,68.9000015258789
ecu,mf,1990,67.30000305175781
ecu,m,1990,59.70000076293945
ecu,f,1990,81.0
ecu,mf,1991,68.30000305175781
ecu,m,1991,60.599998474121094
ecu,f,1991,81.30000305175781
ecu,mf,1992,69.0999984741211
ecu,m,1992,61.599998474121094
ecu,f,1992,81.0
ecu,mf,1993,67.69999694824219
ecu,m,1993,59.5
ecu,f,1993,81.0
ecu,mf,1994,70.19999694824219
ecu,m,1994,62.5
ecu,f,1994,82.5999984741211
ecu,mf,1995,71.9000015258789
ecu,m,1995,64.69999694824219
ecu,f,1995,83.19999694824219
ecu,mf,1996,71.80000305175781
ecu,m,1996,64.30000305175781
ecu,f,1996,84.0999984741211
ecu,mf,1997,70.80000305175781
ecu,m,1997,63.599998474121094
ecu,f,1997,82.69999694824219
ecu,mf,1998,71.19999694824219
ecu,m,1998,63.0
ecu,f,1998,84.0
ecu,mf,1999,69.69999694824219
ecu,m,1999,61.5
ecu,f,1999,82.69999694824219
ecu,mf,2000,50.79999923706055
ecu,m,2000,42.5
ecu,f,2000,65.4000015258789
ecu,mf,2001,48.5
ecu,m,2001,41.900001525878906
ecu,f,2001,58.5
ecu,mf,2003,50.70000076293945
ecu,m,2003,42.29999923706055
ecu,f,2003,64.5
ecu,mf,2004,49.79999923706055
ecu,m,2004,43.0
ecu,f,2004,59.900001525878906
ecu,mf,2005,51.29999923706055
ecu,m,2005,43.5
ecu,f,2005,63.29999923706055
ecu,mf,2006,50.5
ecu,m,2006,42.900001525878906
ecu,f,2006,62.29999923706055
ecu,mf,2007,52.099998474121094
ecu,m,2007,43.70000076293945
ecu,f,2007,64.80000305175781
ecu,mf,2008,52.5
ecu,m,2008,43.400001525878906
ecu,f,2008,66.5
ecu,mf,2009,52.5
ecu,m,2009,43.400001525878906
ecu,f,2009,66.5
ecu,mf,2010,53.099998474121094
ecu,m,2010,44.0
ecu,f,2010,67.5
ecu,mf,2011,54.099998474121094
ecu,m,2011,45.5
ecu,f,2011,67.5999984741211
ecu,mf,2012,54.400001525878906
ecu,m,2012,45.79999923706055
ecu,f,2012,67.5
ecu,mf,2013,54.29999923706055
ecu,m,2013,45.900001525878906
ecu,f,2013,67.5
egy,mf,1980,35.70000076293945
egy,m,1980,33.20000076293945
egy,f,1980,68.9000015258789
egy,mf,1981,36.0
egy,m,1981,33.29999923706055
egy,f,1981,68.0999984741211
egy,mf,1982,37.599998474121094
egy,m,1982,34.70000076293945
egy,f,1982,71.5999984741211
egy,mf,1983,36.20000076293945
egy,m,1983,35.099998474121094
egy,f,1983,41.20000076293945
egy,mf,1984,36.20000076293945
egy,m,1984,35.900001525878906
egy,f,1984,37.400001525878906
egy,mf,1989,36.79999923706055
egy,m,1989,40.20000076293945
egy,f,1989,27.799999237060547
egy,mf,1990,40.099998474121094
egy,m,1990,40.900001525878906
egy,f,1990,37.5
egy,mf,1991,43.79999923706055
egy,m,1991,43.70000076293945
egy,f,1991,44.20000076293945
egy,mf,1992,40.099998474121094
egy,m,1992,40.900001525878906
egy,f,1992,37.20000076293945
egy,mf,1993,43.0
egy,m,1993,42.400001525878906
egy,f,1993,45.400001525878906
egy,mf,1994,43.29999923706055
egy,m,1994,42.70000076293945
egy,f,1994,45.599998474121094
egy,mf,1995,44.099998474121094
egy,m,1995,43.099998474121094
egy,f,1995,48.29999923706055
egy,mf,1996,44.599998474121094
egy,m,1996,39.79999923706055
egy,f,1996,75.5
egy,mf,1997,46.20000076293945
egy,m,1997,44.900001525878906
egy,f,1997,51.400001525878906
egy,mf,1998,47.900001525878906
egy,m,1998,46.20000076293945
egy,f,1998,55.599998474121094
egy,mf,1999,48.70000076293945
egy,m,1999,46.79999923706055
egy,f,1999,56.900001525878906
egy,mf,2000,49.099998474121094
egy,m,2000,48.0
egy,f,2000,53.70000076293945
egy,mf,2001,50.20000076293945
egy,m,2001,48.400001525878906
egy,f,2001,58.0
egy,mf,2002,51.900001525878906
egy,m,2002,49.599998474121094
egy,f,2002,61.900001525878906
egy,mf,2003,50.400001525878906
egy,m,2003,49.29999923706055
egy,f,2003,54.70000076293945
egy,mf,2004,48.20000076293945
egy,m,2004,48.400001525878906
egy,f,2004,47.5
egy,mf,2005,47.5
egy,m,2005,47.20000076293945
egy,f,2005,48.400001525878906
egy,mf,2006,46.599998474121094
egy,m,2006,45.599998474121094
egy,f,2006,50.599998474121094
egy,mf,2007,46.0
egy,m,2007,45.70000076293945
egy,f,2007,47.20000076293945
egy,mf,2008,45.29999923706055
egy,m,2008,44.400001525878906
egy,f,2008,48.79999923706055
egy,mf,2009,46.20000076293945
egy,m,2009,45.599998474121094
egy,f,2009,48.79999923706055
egy,mf,2010,46.29999923706055
egy,m,2010,45.099998474121094
egy,f,2010,51.20000076293945
egy,mf,2011,47.099998474121094
egy,m,2011,46.0
egy,f,2011,51.5
egy,mf,2012,48.099998474121094
egy,m,2012,45.900001525878906
egy,f,2012,56.900001525878906
egy,mf,2013,47.900001525878906
egy,m,2013,46.900001525878906
egy,f,2013,52.099998474121094
slv,mf,1980,41.5
slv,m,1980,28.100000381469727
slv,f,1980,68.5999984741211
slv,mf,1985,44.400001525878906
slv,m,1985,32.900001525878906
slv,f,1985,66.5
slv,mf,1986,67.30000305175781
slv,m,1986,65.0
slv,f,1986,70.9000015258789
slv,mf,1988,63.29999923706055
slv,m,1988,53.70000076293945
slv,f,1988,76.5
slv,mf,1989,62.79999923706055
slv,m,1989,52.400001525878906
slv,f,1989,75.69999694824219
slv,mf,1990,63.400001525878906
slv,m,1990,54.099998474121094
slv,f,1990,74.9000015258789
slv,mf,1991,60.900001525878906
slv,m,1991,52.400001525878906
slv,f,1991,71.19999694824219
slv,mf,1992,41.5
slv,m,1992,29.399999618530273
slv,f,1992,62.70000076293945
slv,mf,1994,46.20000076293945
slv,m,1994,34.0
slv,f,1994,65.5
slv,mf,1995,46.70000076293945
slv,m,1995,34.70000076293945
slv,f,1995,66.4000015258789
slv,mf,1996,47.0
slv,m,1996,34.400001525878906
slv,f,1996,67.9000015258789
slv,mf,1997,50.099998474121094
slv,m,1997,36.599998474121094
slv,f,1997,72.19999694824219
slv,mf,1998,50.400001525878906
slv,m,1998,38.400001525878906
slv,f,1998,68.69999694824219
slv,mf,1999,53.400001525878906
slv,mf,2000,51.599998474121094
slv,m,2000,37.900001525878906
slv,f,2000,71.4000015258789
slv,mf,2001,51.900001525878906
slv,m,2001,37.400001525878906
slv,f,2001,73.30000305175781
slv,mf,2002,53.0
slv,m,2002,38.5
slv,f,2002,73.19999694824219
slv,mf,2003,54.70000076293945
slv,m,2003,40.900001525878906
slv,f,2003,73.9000015258789
slv,mf,2004,54.400001525878906
slv,m,2004,40.5
slv,f,2004,74.5999984741211
slv,mf,2005,54.79999923706055
slv,m,2005,40.79999923706055
slv,f,2005,74.5
slv,mf,2006,55.400001525878906
slv,m,2006,40.400001525878906
slv,f,2006,75.5999984741211
slv,mf,2007,57.0
slv,m,2007,43.099998474121094
slv,f,2007,75.5999984741211
slv,mf,2008,55.29999923706055
slv,m,2008,41.70000076293945
slv,f,2008,74.0
slv,mf,2009,58.5
slv,m,2009,44.79999923706055
slv,f,2009,76.9000015258789
slv,mf,2010,57.79999923706055
slv,m,2010,44.5
slv,f,2010,76.19999694824219
slv,mf,2011,57.099998474121094
slv,m,2011,44.70000076293945
slv,f,2011,74.69999694824219
slv,mf,2012,58.099998474121094
slv,m,2012,44.79999923706055
slv,f,2012,76.5999984741211
slv,mf,2013,60.099998474121094
slv,m,2013,46.79999923706055
slv,f,2013,78.0
gnq,mf,1983,17.600000381469727
gnq,m,1983,23.200000762939453
gnq,f,1983,8.399999618530273
est,mf,1989,41.5
est,m,1989,30.399999618530273
est,f,1989,53.0
est,mf,1990,41.79999923706055
est,m,1990,31.200000762939453
est,f,1990,53.0
est,mf,1991,43.70000076293945
est,m,1991,33.70000076293945
est,f,1991,54.599998474121094
est,mf,1992,45.900001525878906
est,m,1992,36.0
est,f,1992,56.900001525878906
est,mf,1993,50.79999923706055
est,m,1993,41.20000076293945
est,f,1993,61.20000076293945
est,mf,1994,53.29999923706055
est,m,1994,44.0
est,f,1994,63.70000076293945
est,mf,1995,55.599998474121094
est,m,1995,46.20000076293945
est,f,1995,65.69999694824219
est,mf,1996,56.599998474121094
est,m,1996,46.400001525878906
est,f,1996,67.4000015258789
est,mf,1997,56.79999923706055
est,m,1997,46.400001525878906
est,f,1997,67.69999694824219
est,mf,1998,57.70000076293945
est,m,1998,46.400001525878906
est,f,1998,69.69999694824219
est,mf,1999,59.20000076293945
est,m,1999,48.400001525878906
est,f,1999,70.19999694824219
est,mf,2000,59.599998474121094
est,m,2000,47.5
est,f,2000,72.0999984741211
est,mf,2001,60.70000076293945
est,m,2001,48.20000076293945
est,f,2001,73.69999694824219
est,mf,2002,61.79999923706055
est,m,2002,49.400001525878906
est,f,2002,74.5999984741211
est,mf,2003,61.29999923706055
est,m,2003,49.5
est,f,2003,73.5
est,mf,2004,59.20000076293945
est,m,2004,47.400001525878906
est,f,2004,71.0999984741211
est,mf,2005,61.099998474121094
est,m,2005,49.099998474121094
est,f,2005,72.9000015258789
est,mf,2006,61.900001525878906
est,m,2006,48.20000076293945
est,f,2006,75.69999694824219
est,mf,2007,60.400001525878906
est,m,2007,45.400001525878906
est,f,2007,75.5999984741211
est,mf,2008,60.20000076293945
est,m,2008,46.099998474121094
est,f,2008,74.9000015258789
est,mf,2009,64.0999984741211
est,m,2009,50.20000076293945
est,f,2009,77.69999694824219
est,mf,2010,64.9000015258789
est,m,2010,50.5
est,f,2010,78.80000305175781
est,mf,2011,62.599998474121094
est,m,2011,47.599998474121094
est,f,2011,78.0999984741211
est,mf,2012,63.79999923706055
est,m,2012,48.70000076293945
est,f,2012,79.30000305175781
est,mf,2013,64.80000305175781
est,m,2013,50.29999923706055
est,f,2013,79.9000015258789
est,mf,2014,65.5
est,m,2014,52.099998474121094
est,f,2014,79.69999694824219
eth,mf,1994,7.599999904632568
eth,mf,2004,69.5999984741211
eth,m,2004,64.5
eth,f,2004,76.30000305175781
eth,mf,2005,13.0
eth,m,2005,10.399999618530273
eth,f,2005,16.0
eth,mf,2006,69.19999694824219
eth,m,2006,61.400001525878906
eth,f,2006,77.0999984741211
eth,mf,2011,68.4000015258789
eth,m,2011,63.900001525878906
eth,f,2011,74.4000015258789
eth,mf,2012,70.30000305175781
eth,m,2012,65.0999984741211
eth,f,2012,76.9000015258789
eth,mf,2013,19.899999618530273
eth,m,2013,13.600000381469727
eth,f,2013,27.299999237060547
fro,mf,2005,66.69999694824219
fro,m,2005,53.29999923706055
fro,f,2005,83.30000305175781
fji,mf,1990,64.4000015258789
fji,m,1990,47.0
fji,f,1990,91.30000305175781
fji,mf,1993,64.30000305175781
fji,m,1993,63.599998474121094
fji,f,1993,65.69999694824219
fji,mf,1996,66.80000305175781
fji,m,1996,66.5999984741211
fji,f,1996,67.4000015258789
fji,mf,1997,65.5
fji,m,1997,65.19999694824219
fji,f,1997,66.0999984741211
fji,mf,1998,64.30000305175781
fji,m,1998,65.5
fji,f,1998,62.0
fji,mf,1999,64.5
fji,m,1999,65.4000015258789
fji,f,1999,63.0
fji,mf,2000,67.69999694824219
fji,m,2000,69.5999984741211
fji,f,2000,63.79999923706055
fji,mf,2003,68.5999984741211
fji,m,2003,66.9000015258789
fji,f,2003,71.80000305175781
fji,mf,2004,68.5999984741211
fji,m,2004,66.4000015258789
fji,f,2004,72.9000015258789
fji,mf,2005,68.0999984741211
fji,m,2005,65.80000305175781
fji,f,2005,73.0
fji,mf,2006,68.4000015258789
fji,m,2006,66.30000305175781
fji,f,2006,72.5
fji,mf,2007,73.19999694824219
fji,m,2007,71.0
fji,f,2007,77.5999984741211
fin,mf,1980,52.20000076293945
fin,m,1980,41.099998474121094
fin,f,1980,65.0999984741211
fin,mf,1981,52.5
fin,m,1981,40.70000076293945
fin,f,1981,66.19999694824219
fin,mf,1982,53.5
fin,m,1982,41.0
fin,f,1982,67.5
fin,mf,1983,54.79999923706055
fin,m,1983,42.0
fin,f,1983,69.0999984741211
fin,mf,1984,55.79999923706055
fin,m,1984,43.20000076293945
fin,f,1984,69.9000015258789
fin,mf,1985,57.099998474121094
fin,m,1985,44.20000076293945
fin,f,1985,71.30000305175781
fin,mf,1986,57.599998474121094
fin,m,1986,44.5
fin,f,1986,72.0999984741211
fin,mf,1987,59.0
fin,m,1987,45.900001525878906
fin,f,1987,73.30000305175781
fin,mf,1988,60.099998474121094
fin,m,1988,46.900001525878906
fin,f,1988,74.69999694824219
fin,mf,1989,60.599998474121094
fin,m,1989,47.099998474121094
fin,f,1989,75.9000015258789
fin,mf,1990,61.099998474121094
fin,m,1990,47.5
fin,f,1990,76.30000305175781
fin,mf,1991,62.79999923706055
fin,m,1991,49.400001525878906
fin,f,1991,77.30000305175781
fin,mf,1992,64.0999984741211
fin,m,1992,50.70000076293945
fin,f,1992,78.4000015258789
fin,mf,1993,64.80000305175781
fin,m,1993,51.599998474121094
fin,f,1993,79.19999694824219
fin,mf,1994,65.30000305175781
fin,m,1994,52.20000076293945
fin,f,1994,79.5
fin,mf,1995,64.5999984741211
fin,m,1995,50.400001525878906
fin,f,1995,79.80000305175781
fin,mf,1996,64.30000305175781
fin,m,1996,50.400001525878906
fin,f,1996,79.4000015258789
fin,mf,1997,64.5999984741211
fin,m,1997,50.29999923706055
fin,f,1997,80.4000015258789
fin,mf,1998,64.5
fin,m,1998,50.400001525878906
fin,f,1998,80.0
fin,mf,1999,65.80000305175781
fin,m,1999,51.79999923706055
fin,f,1999,81.19999694824219
fin,mf,2000,65.80000305175781
fin,m,2000,51.5
fin,f,2000,81.5999984741211
fin,mf,2001,67.0
fin,m,2001,53.0
fin,f,2001,82.19999694824219
fin,mf,2002,67.30000305175781
fin,m,2002,53.20000076293945
fin,f,2002,82.5
fin,mf,2003,67.9000015258789
fin,m,2003,53.29999923706055
fin,f,2003,83.30000305175781
fin,mf,2004,68.69999694824219
fin,m,2004,54.20000076293945
fin,f,2004,84.4000015258789
fin,mf,2005,69.30000305175781
fin,m,2005,55.0
fin,f,2005,84.5
fin,mf,2006,69.5
fin,m,2006,55.0
fin,f,2006,85.0999984741211
fin,mf,2007,69.69999694824219
fin,m,2007,54.599998474121094
fin,f,2007,85.80000305175781
fin,mf,2008,70.0999984741211
fin,m,2008,54.79999923706055
fin,f,2008,86.5
fin,mf,2009,71.30000305175781
fin,m,2009,56.29999923706055
fin,f,2009,86.9000015258789
fin,mf,2010,72.0
fin,m,2010,57.79999923706055
fin,f,2010,86.9000015258789
fin,mf,2011,72.5
fin,m,2011,58.0
fin,f,2011,87.9000015258789
fin,mf,2012,72.80000305175781
fin,m,2012,58.099998474121094
fin,f,2012,88.19999694824219
fin,mf,2013,72.80000305175781
fin,m,2013,58.0
fin,f,2013,88.30000305175781
fin,mf,2014,73.69999694824219
fin,m,2014,59.20000076293945
fin,f,2014,88.69999694824219
fra,mf,1980,56.20000076293945
fra,m,1980,47.0
fra,f,1980,70.5
fra,mf,1981,57.20000076293945
fra,m,1981,47.70000076293945
fra,f,1981,71.5999984741211
fra,mf,1982,58.099998474121094
fra,m,1982,48.599998474121094
fra,f,1982,72.5
fra,mf,1983,59.20000076293945
fra,m,1983,49.5
fra,f,1983,73.30000305175781
fra,mf,1984,60.20000076293945
fra,m,1984,50.5
fra,f,1984,74.0999984741211
fra,mf,1985,61.29999923706055
fra,m,1985,51.5
fra,f,1985,75.0999984741211
fra,mf,1986,62.20000076293945
fra,m,1986,52.29999923706055
fra,f,1986,76.0
fra,mf,1987,63.099998474121094
fra,m,1987,53.099998474121094
fra,f,1987,76.80000305175781
fra,mf,1988,63.79999923706055
fra,m,1988,53.79999923706055
fra,f,1988,77.5
fra,mf,1989,64.4000015258789
fra,m,1989,54.29999923706055
fra,f,1989,78.0
fra,mf,1990,64.80000305175781
fra,m,1990,54.79999923706055
fra,f,1990,78.4000015258789
fra,mf,1991,65.5
fra,m,1991,55.29999923706055
fra,f,1991,79.19999694824219
fra,mf,1992,64.5999984741211
fra,m,1992,54.29999923706055
fra,f,1992,78.0999984741211
fra,mf,1993,66.9000015258789
fra,m,1993,56.599998474121094
fra,f,1993,80.0999984741211
fra,mf,1994,67.9000015258789
fra,m,1994,57.79999923706055
fra,f,1994,80.80000305175781
fra,mf,1995,68.0999984741211
fra,m,1995,57.79999923706055
fra,f,1995,81.0999984741211
fra,mf,1996,68.5999984741211
fra,m,1996,57.900001525878906
fra,f,1996,82.0
fra,mf,1997,68.80000305175781
fra,m,1997,58.0
fra,f,1997,82.0999984741211
fra,mf,1998,69.19999694824219
fra,m,1998,58.5
fra,f,1998,82.5
fra,mf,1999,69.5
fra,m,1999,58.79999923706055
fra,f,1999,82.5999984741211
fra,mf,2000,69.5999984741211
fra,m,2000,58.599998474121094
fra,f,2000,83.0999984741211
fra,mf,2001,69.9000015258789
fra,m,2001,59.0
fra,f,2001,83.19999694824219
fra,mf,2002,70.5
fra,m,2002,59.400001525878906
fra,f,2002,83.9000015258789
fra,mf,2003,71.0999984741211
fra,m,2003,59.79999923706055
fra,f,2003,84.19999694824219
fra,mf,2004,71.69999694824219
fra,m,2004,60.70000076293945
fra,f,2004,84.5
fra,mf,2005,72.30000305175781
fra,m,2005,61.0
fra,f,2005,85.30000305175781
fra,mf,2006,72.30000305175781
fra,m,2006,60.5
fra,f,2006,85.80000305175781
fra,mf,2007,73.0999984741211
fra,m,2007,61.5
fra,f,2007,86.0999984741211
fra,mf,2008,73.5999984741211
fra,m,2008,61.79999923706055
fra,f,2008,86.80000305175781
fra,mf,2009,74.0
fra,m,2009,62.0
fra,f,2009,87.30000305175781
fra,mf,2010,74.4000015258789
fra,m,2010,62.599998474121094
fra,f,2010,87.5999984741211
fra,mf,2011,74.5999984741211
fra,m,2011,63.099998474121094
fra,f,2011,87.19999694824219
fra,mf,2012,74.9000015258789
fra,m,2012,63.5
fra,f,2012,87.5
fra,mf,2013,74.9000015258789
fra,m,2013,63.5
fra,f,2013,87.30000305175781
fra,mf,2014,75.80000305175781
fra,m,2014,64.5
fra,f,2014,87.80000305175781
guf,mf,2009,12.5
guf,mf,2010,51.5
guf,mf,2011,66.0999984741211
guf,mf,2012,58.29999923706055
pyf,mf,1995,82.4000015258789
pyf,mf,1996,81.9000015258789
pyf,mf,1997,80.9000015258789
pyf,mf,1998,79.5999984741211
pyf,mf,1999,79.0999984741211
pyf,mf,2000,78.80000305175781
pyf,mf,2001,78.69999694824219
pyf,mf,2002,78.19999694824219
pyf,mf,2003,79.30000305175781
pyf,mf,2004,79.19999694824219
pyf,mf,2005,79.19999694824219
pyf,mf,2006,79.4000015258789
pyf,mf,2007,79.30000305175781
pyf,mf,2008,79.5
pyf,mf,2009,81.0999984741211
pyf,mf,2010,81.4000015258789
pyf,mf,2011,81.4000015258789
gab,mf,1993,46.900001525878906
gab,m,1993,55.70000076293945
gab,f,1993,36.400001525878906
gab,mf,2005,64.0
gab,m,2005,64.0999984741211
gab,f,2005,63.79999923706055
gmb,mf,1993,27.799999237060547
gmb,m,1993,35.0
gmb,f,1993,20.100000381469727
gmb,mf,2014,54.599998474121094
gmb,m,2014,51.79999923706055
gmb,f,2014,58.0
geo,mf,1998,41.20000076293945
geo,m,1998,39.20000076293945
geo,f,1998,43.29999923706055
geo,mf,1999,38.29999923706055
geo,m,1999,35.79999923706055
geo,f,1999,40.900001525878906
geo,mf,2000,38.0
geo,m,2000,37.79999923706055
geo,f,2000,38.20000076293945
geo,mf,2001,37.900001525878906
geo,m,2001,34.79999923706055
geo,f,2001,41.20000076293945
geo,mf,2002,38.0
geo,m,2002,35.0
geo,f,2002,41.20000076293945
geo,mf,2003,36.70000076293945
geo,m,2003,34.79999923706055
geo,f,2003,38.900001525878906
geo,mf,2004,37.099998474121094
geo,m,2004,35.0
geo,f,2004,39.400001525878906
geo,mf,2005,36.400001525878906
geo,m,2005,34.5
geo,f,2005,38.400001525878906
geo,mf,2006,35.599998474121094
geo,m,2006,32.900001525878906
geo,f,2006,38.70000076293945
geo,mf,2007,36.20000076293945
geo,m,2007,33.0
geo,f,2007,39.599998474121094
deu,mf,1991,55.0
deu,m,1991,44.099998474121094
deu,f,1991,70.0999984741211
deu,mf,1992,57.29999923706055
deu,m,1992,46.20000076293945
deu,f,1992,72.69999694824219
deu,mf,1993,58.599998474121094
deu,m,1993,47.20000076293945
deu,f,1993,74.5999984741211
deu,mf,1994,59.79999923706055
deu,m,1994,48.20000076293945
deu,f,1994,75.80000305175781
deu,mf,1995,60.79999923706055
deu,m,1995,49.20000076293945
deu,f,1995,76.69999694824219
deu,mf,1996,61.79999923706055
deu,m,1996,49.70000076293945
deu,f,1996,77.9000015258789
deu,mf,1997,62.400001525878906
deu,m,1997,50.29999923706055
deu,f,1997,78.5
deu,mf,1998,62.79999923706055
deu,m,1998,50.79999923706055
deu,f,1998,78.69999694824219
deu,mf,1999,63.29999923706055
deu,m,1999,51.0
deu,f,1999,79.19999694824219
deu,mf,2000,63.900001525878906
deu,m,2000,51.5
deu,f,2000,79.5999984741211
deu,mf,2001,64.5999984741211
deu,m,2001,52.29999923706055
deu,f,2001,80.0999984741211
deu,mf,2002,65.0999984741211
deu,m,2002,52.79999923706055
deu,f,2002,80.4000015258789
deu,mf,2003,66.19999694824219
deu,m,2003,53.79999923706055
deu,f,2003,81.30000305175781
deu,mf,2004,66.4000015258789
deu,m,2004,54.099998474121094
deu,f,2004,81.30000305175781
deu,mf,2005,67.80000305175781
deu,m,2005,55.79999923706055
deu,f,2005,82.30000305175781
deu,mf,2006,68.0
deu,m,2006,56.099998474121094
deu,f,2006,82.4000015258789
deu,mf,2007,67.80000305175781
deu,m,2007,55.599998474121094
deu,f,2007,82.5
deu,mf,2008,68.80000305175781
deu,m,2008,56.400001525878906
deu,f,2008,83.69999694824219
deu,mf,2009,69.5
deu,m,2009,56.900001525878906
deu,f,2009,84.19999694824219
deu,mf,2010,69.9000015258789
deu,m,2010,57.400001525878906
deu,f,2010,84.5
deu,mf,2011,70.0
deu,m,2011,57.400001525878906
deu,f,2011,84.5999984741211
deu,mf,2012,70.19999694824219
deu,m,2012,57.5
deu,f,2012,84.69999694824219
deu,mf,2013,70.69999694824219
deu,m,2013,58.099998474121094
deu,f,2013,85.0
deu,mf,2014,70.4000015258789
deu,m,2014,57.70000076293945
deu,f,2014,84.80000305175781
gha,mf,1992,27.899999618530273
gha,m,1992,23.100000381469727
gha,f,1992,31.899999618530273
gha,mf,1999,31.100000381469727
gha,m,1999,26.5
gha,f,1999,35.599998474121094
gha,mf,2006,29.100000381469727
gha,m,2006,25.100000381469727
gha,f,2006,33.0
gha,mf,2010,43.099998474121094
gha,m,2010,37.099998474121094
gha,f,2010,48.79999923706055
gha,mf,2013,40.900001525878906
gha,m,2013,34.0
gha,f,2013,47.29999923706055
grc,mf,1981,40.29999923706055
grc,m,1981,40.400001525878906
grc,f,1981,40.20000076293945
grc,mf,1982,41.900001525878906
grc,m,1982,41.20000076293945
grc,f,1982,43.400001525878906
grc,mf,1983,41.400001525878906
grc,m,1983,40.70000076293945
grc,f,1983,42.900001525878906
grc,mf,1984,42.79999923706055
grc,m,1984,42.20000076293945
grc,f,1984,44.0
grc,mf,1985,43.70000076293945
grc,m,1985,42.79999923706055
grc,f,1985,45.599998474121094
grc,mf,1986,43.400001525878906
grc,m,1986,42.400001525878906
grc,f,1986,45.29999923706055
grc,mf,1987,45.0
grc,m,1987,43.70000076293945
grc,f,1987,47.5
grc,mf,1988,46.20000076293945
grc,m,1988,44.599998474121094
grc,f,1988,49.099998474121094
grc,mf,1989,47.099998474121094
grc,m,1989,45.400001525878906
grc,f,1989,50.29999923706055
grc,mf,1990,48.29999923706055
grc,m,1990,46.20000076293945
grc,f,1990,52.20000076293945
grc,mf,1991,50.29999923706055
grc,m,1991,47.5
grc,f,1991,55.599998474121094
grc,mf,1992,53.0
grc,m,1992,51.20000076293945
grc,f,1992,56.5
grc,mf,1993,54.5
grc,m,1993,51.70000076293945
grc,f,1993,59.79999923706055
grc,mf,1994,55.599998474121094
grc,m,1994,52.599998474121094
grc,f,1994,61.0
grc,mf,1995,56.400001525878906
grc,m,1995,53.099998474121094
grc,f,1995,62.20000076293945
grc,mf,1996,56.79999923706055
grc,m,1996,53.70000076293945
grc,f,1996,62.400001525878906
grc,mf,1997,57.70000076293945
grc,m,1997,54.29999923706055
grc,f,1997,63.5
grc,mf,1998,58.900001525878906
grc,m,1998,54.099998474121094
grc,f,1998,67.30000305175781
grc,mf,1999,60.29999923706055
grc,m,1999,55.5
